날짜,avg_moo,avgY_moo,avg_baechoo,avgY_baechoo,avg_apple,avgY_apple,avg_scallion,avgY_scallion,avg_pear,avgY_pear,현재일기,현재기온,이슬점온도,체감온도,강수량,습도,풍향,풍속,해면기압,태풍
2017-02-17,2296,1332,4010,2192,18727,24048,3689,2839,29740,32458,-,15.7,4.0,14.9,1.5,46.0,북서,15.8,1016.5,x
2017-02-20,2299,1341,4010,2405,18906,24017,3759,2837,29820,32513,-,12.4,-9.9,10.4,0.5,20.0,북서,20.2,1009.5,x
2017-02-21,2288,1345,4010,2452,19046,23843,3778,2827,30181,32488,-,9.8,-3.5,9.1,0.0,39.0,남서,6.5,1030.2,x
2017-02-22,2290,1346,4010,2461,19044,23807,3789,2811,30181,32575,-,5.3,5.0,4.3,3.5,98.0,서북서,5.4,1013.9,x
2017-02-23,2268,1346,4010,2481,18859,24009,3797,2800,30461,32643,-,8.1,-6.4,5.2,0.0,35.0,북서,17.6,1013.9,x
2017-02-24,2268,1350,4010,2494,18859,23866,3797,2798,30461,32905,-,6.4,-11.7,3.0,0.0,26.0,북서,18.4,1021.9,x
2017-02-27,2262,1351,4010,2600,18808,23546,3788,2754,30678,33080,-,9.5,2.3,8.2,0.0,61.0,남동,9.0,1025.8,x
2017-02-28,2262,1345,4018,2589,18208,23434,3796,2742,30678,33094,-,13.4,-0.2,13.2,0.0,39.0,남남동,6.8,1023.9,x
2017-03-02,2248,1345,4018,2688,18073,23504,3925,2736,30955,33142,-,10.0,-0.5,7.7,0.5,48.0,북북서,16.9,1012.1,x
2017-03-03,2248,1346,4002,2755,17969,23318,3920,2735,30955,33187,-,11.2,-7.1,9.6,0.0,27.0,서,13.3,1018.8,x
2017-03-06,2248,1328,4002,2879,17957,23319,4000,2729,30994,33356,-,9.4,-11.8,6.3,0.0,21.0,북서,23.0,1012.1,x
2017-03-07,2255,1329,4002,2923,17857,23372,4079,2723,30994,33248,-,7.6,-9.3,5.4,0.0,29.0,서북서,12.2,1012.8,x
2017-03-08,2261,1329,4002,2940,17857,23344,4106,2708,30994,33253,-,6.8,-9.1,3.3,0.0,31.0,서북서,20.2,1013.3,x
2017-03-09,2258,1332,4002,2963,17627,23376,4157,2707,31744,33270,-,11.0,-6.8,8.9,0.0,28.0,서남서,16.9,1012.8,x
2017-03-10,2244,1326,4002,2984,17501,23279,4160,2703,31744,33208,-,12.7,-9.1,11.7,0.0,21.0,북서,10.8,1017.8,x
2017-03-13,2249,1326,4002,3035,17643,22973,4172,2655,31744,32954,-,14.9,0.0,14.1,0.0,36.0,남남동,13.3,1015.7,x
2017-03-14,2240,1327,4089,3000,17652,22922,4139,2661,31744,32810,-,14.0,-1.6,13.2,0.0,34.0,북서,11.5,1014.5,x
2017-03-15,2240,1329,4089,3017,17652,22943,4136,2674,31744,32789,-,12.4,-6.6,10.8,0.0,26.0,북서,15.5,1021.9,x
2017-03-16,2229,1334,3986,3041,17875,22908,4130,2684,31744,32802,-,11.0,2.5,9.0,0.0,56.0,남남동,16.6,1020.6,x
2017-03-17,2217,1335,3986,3041,17856,22848,4137,2691,31744,32786,-,16.1,-2.9,15.8,0.0,27.0,남남서,10.8,1022.1,x
2017-03-20,2192,1349,3942,3113,18226,22727,4164,2707,31911,32460,-,14.2,4.7,13.8,0.0,53.0,동남동,9.0,1018.2,x
2017-03-21,2169,1347,3942,3075,18089,22703,4136,2714,31911,32429,-,16.4,1.6,15.9,3.0,37.0,북서,13.3,1012.2,x
2017-03-22,2108,1345,3942,3099,18089,22519,4106,2705,31911,32411,-,13.7,-4.5,12.9,0.0,28.0,북서,11.2,1020.0,x
2017-03-23,2098,1342,3942,3106,18270,22485,4033,2696,32211,32365,-,16.4,-2.6,16.1,0.0,27.0,남남서,11.9,1018.1,x
2017-03-24,2081,1343,3938,3108,18270,22454,4038,2683,32211,32475,-,12.0,1.3,10.1,0.0,48.0,남동,17.3,1022.1,x
2017-03-27,2100,1338,3930,3072,18335,22499,4006,2651,32211,32576,-,11.2,2.2,10.1,0.1,54.0,북서,9.7,1019.2,x
2017-03-28,2101,1337,3953,3034,18335,22615,3995,2635,31921,32612,-,14.7,-2.7,14.4,0.0,30.0,서,8.6,1022.7,x
2017-03-29,2114,1332,3917,3018,18359,22680,3969,2617,31965,32550,-,9.5,7.4,8.7,2.0,87.0,북서,6.8,1022.7,x
2017-03-30,2120,1330,3927,3014,18328,22818,4023,2599,32101,32745,-,18.6,3.9,18.5,0.0,38.0,남남동,15.8,1019.9,x
2017-03-31,2126,1332,3918,3021,18378,22945,3987,2590,32101,32609,-,11.1,4.7,10.9,0.0,65.0,북북동,5.4,1018.2,x
2017-04-04,2124,1304,3918,3089,18615,23153,4014,2563,31891,31890,-,19.9,1.7,64.0,0.0,30.0,남남동,25.6,1023.8,x
2017-04-05,2126,1301,3895,2986,18615,23244,3987,2565,31946,31889,-,14.3,12.8,58.0,6.0,91.0,남남동,19.1,1021.3,x
2017-04-06,2112,1295,3881,2966,18289,23225,3820,2560,31845,31863,-,16.5,15.3,62.0,62.0,93.0,서남서,16.9,1012.1,x
2017-04-07,2143,1295,3881,2938,18153,23224,3822,2553,32056,31848,-,21.9,12.7,68.0,0.0,56.0,남,14.0,1013.6,x
2017-04-10,2153,1306,3881,2999,17767,22608,3812,2573,32261,31663,-,17.8,4.3,62.0,0.0,41.0,동,10.8,1011.9,x
2017-04-11,2139,1321,3881,3004,17767,22434,3783,2588,32245,31699,-,15.9,8.1,60.0,15.0,60.0,북서,19.1,1004.0,x
2017-04-12,2135,1333,3803,2998,17629,22331,3750,2598,32398,31762,-,19.0,-3.8,63.0,0.0,21.0,북서,13.3,1013.2,x
2017-04-13,2093,1340,3830,3063,17743,22253,3644,2598,32491,31808,-,20.2,3.3,65.0,0.0,33.0,남,16.6,1016.9,x
2017-04-14,2079,1346,3790,2986,17907,22270,3626,2601,32491,31814,-,18.9,10.4,64.0,0.0,58.0,서남서,22.7,1015.0,x
2017-04-17,2082,1360,3829,3061,17979,22728,3582,2561,32491,32139,-,17.9,17.8,64.0,26.0,100.0,서,5.0,996.0,x
2017-04-18,2062,1360,3714,3085,17934,23283,3545,2554,32302,32066,-,19.2,11.4,65.0,0.0,61.0,남남서,14.0,999.3,x
2017-04-19,2047,1357,3701,3103,17934,23682,3518,2549,32447,32079,-,21.0,1.7,65.0,0.0,28.0,서,13.7,1009.5,x
2017-04-20,2017,1352,3648,3075,17973,23785,3208,2543,31994,31992,-,19.4,9.8,65.0,0.0,54.0,남,11.5,1010.3,x
2017-04-21,1984,1355,3681,3073,17958,23961,3205,2541,31994,32054,-,19.9,7.9,65.0,0.0,46.0,남,18.7,1009.1,x
2017-04-24,1966,1380,3612,3168,17966,23740,3156,2500,31994,32114,-,20.6,6.5,65.0,0.0,40.0,남남동,15.5,1020.5,x
2017-04-25,1963,1395,3607,3196,18226,23803,3126,2483,31994,32198,-,21.2,14.3,68.0,0.3,65.0,남서,11.5,1019.9,x
2017-04-26,1958,1408,3601,3224,18226,23859,3132,2465,32143,32330,-,16.1,12.8,61.0,4.5,81.0,남동,9.0,1015.2,x
2017-04-27,1986,1413,3627,3281,18212,23754,3076,2438,31488,32363,-,20.3,2.5,65.0,0.0,31.0,북서,10.4,1010.8,x
2017-04-28,1958,1409,3649,3228,18305,23785,3064,2415,31278,32503,-,22.1,6.3,67.0,0.0,36.0,남,16.2,1006.0,x
2017-05-02,1980,1417,2987,3083,18356,24168,3045,2422,31163,32786,-,22.3,8.7,68.0,0.0,42.0,남동,19.1,1023.2,x
2017-05-04,1964,1430,2809,3082,18356,24397,3020,2479,32309,32648,-,24.4,14.1,71.0,0.0,53.0,남남동,11.9,1016.3,x
2017-05-08,1974,1463,2807,3045,18430,24457,3036,2576,32407,32743,-,27.2,4.8,71.0,0.0,24.0,서북서,12.2,1013.3,x
2017-05-10,1981,1487,2782,2998,18404,24517,3028,2632,32407,32952,-,20.2,15.1,67.0,0.0,73.0,북서,9.7,1009.9,x
2017-05-11,2064,1484,2171,3044,18610,24514,3003,2665,32485,33031,-,26.0,15.9,74.0,0.0,54.0,서북서,13.3,1011.2,x
2017-05-12,2072,1477,2163,3006,18610,24513,3011,2687,32485,33128,-,19.5,18.5,67.0,4.0,94.0,북서,3.2,1012.3,x
2017-05-15,1980,1520,2127,3023,18563,24770,3030,2750,32485,33195,-,23.8,5.6,68.0,0.0,31.0,북서,16.6,1010.9,x
2017-05-16,1976,1534,2096,3025,18563,24920,3030,2767,32485,33150,-,21.0,11.6,67.0,0.0,55.0,남남동,11.5,1010.2,x
2017-05-17,1970,1608,2133,2944,18447,24952,3030,2772,32485,33206,-,21.9,13.7,68.0,0.0,60.0,남동,13.7,1011.3,x
2017-05-18,1948,1607,2060,2948,18441,24952,2958,2780,33091,33295,-,28.9,9.0,74.0,0.0,29.0,서북서,10.4,1014.8,x
2017-05-19,1952,1588,2005,2985,18441,25113,2944,2782,33042,33403,-,29.1,11.6,75.0,0.0,34.0,남남동,15.8,1014.9,x
2017-05-22,1880,1809,1974,2980,18497,25289,2922,2754,33042,33465,-,25.4,14.2,72.0,0.0,50.0,남,17.3,1014.4,x
2017-05-23,1880,1707,1974,2982,18497,25412,2922,2745,33042,33542,-,24.5,14.2,71.0,0.0,53.0,남서,11.9,1010.8,x
2017-05-24,1880,1647,1974,2933,18497,25435,2922,2733,33042,33597,-,24.5,17.7,73.0,0.0,66.0,남남동,16.2,1007.6,x
2017-05-25,1895,1698,2087,2920,18061,25421,2913,2725,32972,33667,-,30.3,9.2,75.0,0.0,27.0,서,13.3,1003.6,x
2017-05-26,1883,1695,2096,2909,18061,25436,2898,2735,33229,33707,-,23.4,6.1,68.0,0.0,33.0,서북서,7.9,1006.7,x
2017-05-29,1876,1797,2093,2874,18118,25416,2898,2761,33886,33932,-,31.2,15.5,78.0,0.0,39.0,남,12.6,1010.5,x
2017-05-30,1879,1811,2086,2844,18397,25432,2891,2783,34077,33980,-,32.1,14.2,78.0,0.0,34.0,남남동,12.2,1009.1,x
2017-05-31,1862,1808,2105,2795,18397,25416,2888,2799,34254,33756,-,26.5,12.8,73.0,0.0,43.0,서남서,8.6,1003.0,x
2017-06-01,1804,1815,2004,2759,18721,25518,2884,2818,34810,33815,-,30.1,18.2,78.0,0.0,49.0,서북서,9.7,997.2,x
2017-06-02,1813,1816,1995,2723,18721,25482,2875,2831,34810,33914,-,24.1,13.6,71.0,0.0,52.0,남동,18.4,1003.8,x
2017-06-05,1820,1814,2010,2681,18764,25326,2879,2871,35089,34004,-,25.0,11.5,71.0,0.0,43.0,남동,20.5,1015.9,x
2017-06-07,1840,1825,2050,2662,19058,25207,2885,2901,35106,34041,-,22.4,18.3,71.0,14.0,78.0,서남서,14.4,1004.4,x
2017-06-08,1829,1821,2181,2632,19800,25206,2808,2920,35465,34018,-,27.7,9.4,73.0,0.0,32.0,북서,11.5,1009.0,x
2017-06-09,1856,1783,2272,2596,20427,25059,2777,2942,35662,34148,-,29.3,13.0,75.0,0.0,37.0,남남동,14.8,1006.9,x
2017-06-12,1871,1768,2289,2563,20659,24822,2768,2910,35752,34179,-,22.5,11.5,69.0,0.0,50.0,남동,20.9,1015.5,x
2017-06-13,1870,1763,2283,2541,20895,24845,2768,2889,36249,34285,-,23.7,14.1,71.0,0.0,55.0,남,16.6,1014.4,x
2017-06-14,1870,1740,2275,2505,20964,25149,2759,2858,36519,34297,-,25.5,14.9,73.0,0.0,52.0,남남동,23.4,1009.2,x
2017-06-15,1766,1772,2255,2489,21112,25167,2753,2819,36371,34363,-,32.6,11.1,78.0,0.0,27.0,북서,11.2,1005.9,x
2017-06-16,1741,1759,2247,2476,21127,24951,2734,2789,36675,34427,-,26.8,14.8,74.0,0.0,48.0,남동,19.4,1011.1,x
2017-06-19,1729,1751,2251,2479,21130,24971,2746,2749,36722,34483,-,29.3,18.7,78.0,0.0,53.0,남동,11.9,1008.3,x
2017-06-20,1752,1745,2247,2486,21314,24962,2734,2737,36847,34393,-,25.4,18.8,74.0,0.0,67.0,남동,13.7,1006.0,x
2017-06-21,1753,1746,2252,2489,21620,25355,2727,2728,37314,34531,-,25.3,18.2,74.0,0.0,65.0,남남동,18.0,1006.9,x
2017-06-22,1777,1748,2267,2490,22183,25212,2566,2721,38329,34663,-,27.4,18.3,76.0,0.0,58.0,남남동,19.4,1008.4,x
2017-06-23,1764,1753,2259,2491,22183,25329,2556,2718,39051,34727,-,28.0,18.6,77.0,0.0,57.0,남,16.2,1007.0,x
2017-06-26,1774,1754,2285,2533,22388,25168,2556,2688,38984,35241,-,25.6,19.2,75.0,0.0,68.0,남동,13.0,1008.1,x
2017-06-27,1774,1761,2284,2553,22388,25251,2542,2671,39002,35503,-,27.3,17.7,76.0,0.1,56.0,남남동,9.0,1010.8,x
2017-06-28,1763,1762,2256,2578,22388,25393,2542,2659,39002,35729,-,28.8,19.7,78.0,0.0,58.0,남,14.4,1012.4,x
2017-06-29,1779,1772,2301,2597,22388,25405,2438,2654,39533,35824,-,23.3,20.4,73.0,0.0,84.0,동남동,7.6,1013.3,x
2017-06-30,1779,1776,2285,2616,22388,25678,2446,2653,38872,36066,-,27.8,21.3,78.0,3.5,68.0,서남서,11.5,1009.4,x
2017-07-04,1797,1799,2394,2650,22388,25890,2435,2587,38791,35835,-,29.9,23.8,81.0,10.0,70.0,서남서,13.3,,o
2017-07-05,1807,1816,2482,2682,22388,26554,2439,2567,38770,35865,-,32.3,19.8,81.0,0.0,48.0,남서,9.0,1008.3,x
2017-07-06,1805,1831,2594,2696,22388,26682,2458,2539,38533,35881,-,27.7,23.0,79.0,0.0,76.0,남남동,14.0,,x
2017-07-07,1794,1860,2570,2710,22388,26712,2420,2519,38533,36043,-,26.3,24.7,78.0,1.0,91.0,남남동,8.3,,x
2017-07-10,1784,1882,2539,2716,22388,26828,2401,2507,38586,36304,-,25.5,24.6,77.0,2.7,95.0,남동,9.4,1005.9,x
2017-07-11,1784,1873,2588,2713,22388,26869,2419,2507,38586,36318,-,27.6,23.4,79.0,0.4,78.0,남남서,10.4,1010.1,x
2017-07-12,1789,1858,2810,2714,22152,26839,2417,2497,38586,36366,-,33.7,22.4,84.0,0.0,52.0,서남서,11.5,1009.2,x
2017-07-13,1776,1846,3051,2717,22248,26840,2439,2493,38861,36379,-,31.0,24.6,83.0,0.0,69.0,남남동,17.6,1007.3,x
2017-07-14,1770,1843,3199,2714,22248,26915,2430,2483,38947,36389,-,30.7,25.5,83.0,0.0,74.0,남남동,12.6,1009.1,x
2017-07-17,1783,1829,3414,2748,21885,27167,2471,2449,38787,36397,-,29.9,22.5,80.0,0.0,65.0,서북서,4.3,1011.8,x
2017-07-18,1817,1847,3709,2767,21885,27205,2487,2443,38875,36300,-,29.6,24.6,82.0,1.0,75.0,남서,4.7,1009.4,x
2017-07-19,1822,1842,3879,2768,21885,27254,2491,2441,38875,36687,-,32.0,20.9,81.0,0.0,52.0,북,4.3,1005.0,x
2017-07-20,1949,1840,4052,2781,22048,27274,2725,2446,38875,36684,-,30.3,25.1,82.0,0.0,74.0,남남동,19.4,1007.2,x
2017-07-21,1951,1835,4217,2812,22048,27316,2756,2446,38875,36658,-,34.8,24.4,86.0,0.0,55.0,남남서,9.7,1008.4,o
2017-07-24,2119,1842,4381,3028,21781,27334,2863,2453,38890,36582,-,31.8,24.6,83.0,0.0,66.0,서,8.6,1002.0,o
2017-07-25,2304,1846,4891,3067,22093,27485,2894,2453,38890,36534,-,32.4,24.1,84.0,17.5,62.0,북북동,2.9,1001.6,o
2017-07-26,2435,1852,5055,3108,22093,27602,2894,2453,38776,36600,-,31.3,19.6,80.0,0.0,50.0,북동,8.6,1005.9,o
2017-07-27,2429,1856,5376,3117,21989,27599,2854,2445,38704,36604,-,30.9,18.2,79.0,0.0,47.0,남남서,8.3,1008.0,o
2017-07-28,2397,1855,5293,3088,22359,27488,2862,2440,38635,36608,-,31.1,20.9,81.0,0.0,55.0,남남동,11.5,1008.1,o
2017-07-31,2356,1856,5274,2948,22620,27076,2858,2432,38442,36791,-,30.6,22.7,81.0,0.0,63.0,남동,8.3,1009.0,o
2017-08-01,2362,1855,5481,3015,22504,27084,2862,2428,38442,36670,-,30.7,24.1,82.0,0.0,68.0,남,13.0,1009.9,o
2017-08-02,2409,1850,5409,3021,22504,27071,2706,2418,38442,36686,-,31.2,20.7,81.0,0.0,54.0,남동,8.6,1008.2,o
2017-08-03,2546,1864,5438,3030,22206,27080,2861,2413,38278,36656,-,32.3,20.5,81.0,0.0,50.0,남동,16.2,1005.8,o
2017-08-04,2561,1857,5401,3025,22311,27161,2910,2404,38278,36956,-,33.9,22.3,84.0,0.0,51.0,남동,15.5,1005.7,o
2017-08-07,2745,1851,5478,3210,22311,26906,2944,2393,38278,37169,-,35.4,21.2,84.0,0.0,44.0,서북서,17.3,997.4,o
2017-08-08,2818,1849,5420,3265,22311,27453,2902,2397,38278,36622,-,32.1,21.9,82.0,0.0,55.0,남남동,13.0,999.5,o
2017-08-09,2753,1762,5329,3299,22493,27447,2905,2411,38278,36612,-,27.7,24.1,79.0,28.6,81.0,남남동,9.0,996.7,x
2017-08-10,2779,1758,5273,3363,22519,27515,3203,2416,38278,36529,-,30.0,23.1,81.0,3.8,67.0,북서,12.6,999.5,x
2017-08-11,2888,1846,5426,3295,22683,27452,3226,2419,38149,36362,-,30.4,23.0,81.0,0.0,65.0,남남동,13.7,1005.9,x
2017-08-14,2817,1768,5450,3288,22683,27613,3275,2491,38087,35655,-,22.9,21.7,73.0,12.2,93.0,남동,8.3,1006.4,x
2017-08-16,2798,1816,5781,3328,22644,27647,3260,2517,38087,34927,-,27.3,23.1,78.0,0.4,78.0,서남서,6.1,1005.5,x
2017-08-17,2833,1824,5924,3347,22796,27641,3030,2529,37802,34628,-,29.4,19.7,78.0,0.0,56.0,동북동,5.0,1006.0,x
2017-08-18,2843,1824,6024,3315,22631,27486,3290,2541,37802,34435,-,29.0,22.7,80.0,1.7,69.0,남남서,9.7,1011.2,x
2017-08-21,2872,1837,6535,3379,22631,27800,3297,2638,37972,33862,-,28.7,25.3,81.0,3.5,82.0,남,17.3,1009.6,x
2017-08-22,2894,1854,6576,3395,22631,27841,3314,2663,38038,34028,-,27.3,24.7,79.0,3.4,86.0,서남서,9.0,1014.1,x
2017-08-23,2909,1855,6677,3419,22631,27732,3356,2697,37816,33817,-,33.0,22.7,83.0,0.0,55.0,남서,10.4,1010.7,x
2017-08-24,2917,1848,6743,3490,22209,27812,3435,2717,37466,33786,-,31.5,23.8,83.0,0.0,64.0,서남서,18.0,1007.7,x
2017-08-25,2917,1854,6600,3588,21936,27637,3430,2739,37138,34044,-,31.3,21.7,81.0,1.0,57.0,남,8.3,1007.5,x
2017-08-28,2925,1872,6768,3717,21700,28933,3436,2809,35444,33418,-,30.0,19.3,79.0,0.0,53.0,남남동,11.2,1011.1,x
2017-08-29,2883,1880,6800,3702,21500,29111,3453,2835,34857,33505,-,31.3,14.8,78.0,0.0,37.0,서,13.7,1011.0,x
2017-08-30,2883,1896,6868,3759,21500,32487,3496,2865,34857,32665,-,27.2,10.8,73.0,0.0,36.0,서북서,7.2,1011.2,x
2017-08-31,2940,1909,6875,3821,21714,32487,3513,2900,34857,32409,-,28.2,10.8,74.0,0.0,34.0,서남서,7.2,1009.6,x
2017-11-02,1350,1684,2680,2584,19275,19027,2687,2603,27579,30238,-,19.6,7.3,19.6,0.0,45.0,서,5.8,1016.9,x
2017-11-03,1349,1868,2587,2654,18726,19076,2702,2654,27027,30165,-,21.3,7.8,21.3,0.0,42.0,북서,12.6,1016.8,x
2017-11-06,1356,1907,2640,2679,19413,19313,2669,2664,26454,30209,-,18.8,1.7,18.8,0.0,32.0,동남동,4.3,1023.0,x
2017-11-07,1356,1885,2625,2626,19525,19226,2665,2672,26277,30240,-,18.8,8.1,18.8,0.0,50.0,북서,4.3,1020.6,x
2017-11-08,1347,1797,2624,2452,19525,20091,2665,2689,26469,30152,-,21.5,6.1,21.5,0.0,37.0,북서,18.4,1015.6,x
2017-11-09,1411,1817,2576,2450,19971,19911,2907,2702,25557,30159,-,18.2,3.6,18.2,0.0,38.0,서,10.4,1023.3,x
2017-11-10,1411,1823,2597,2421,19956,20013,2893,2705,25504,30125,-,19.3,11.0,19.2,0.0,59.0,서,17.6,1014.2,x
2017-11-13,1401,1772,2621,2436,20305,18944,2926,2738,25853,30062,-,15.2,3.6,15.2,0.0,46.0,서남서,4.0,1015.9,x
2017-11-14,1404,1708,2646,2172,20576,18633,2926,2749,25853,30017,-,16.6,-3.5,16.1,0.0,25.0,북서,14.4,1016.5,x
2017-11-15,1395,1753,2591,2111,20822,18344,2926,2749,25853,30045,-,12.3,-3.1,10.1,0.0,34.0,서북서,22.3,1018.6,x
2017-11-16,1393,1736,2414,2099,20698,18202,2926,2758,26588,30014,-,10.4,-6.0,9.3,0.0,31.0,북서,9.0,1023.4,x
2017-11-17,1402,1720,2384,2119,20638,18225,2909,2766,26588,30089,-,12.4,3.5,12.3,0.0,55.0,서남서,5.8,1018.6,x
2017-11-20,1400,1684,2445,2125,20484,18510,2913,2782,26915,30317,-,9.6,-10.0,7.8,0.0,24.0,북서,12.2,1024.4,x
2017-11-21,1400,1668,2461,2125,20484,18673,2923,2787,26915,30354,-,12.4,-0.5,11.2,0.0,41.0,남남동,11.9,1025.4,x
2017-11-22,1400,1663,2434,2136,20348,19016,2907,2792,26682,30403,-,11.0,-1.7,11.0,0.0,41.0,서,4.0,1016.8,x
2017-11-23,1407,1656,2599,2144,20708,19098,2943,2797,26626,30398,-,6.7,-4.4,3.6,0.0,45.0,서북서,16.6,1020.0,x
2017-11-24,1407,1654,2622,2169,20708,19146,2956,2806,26675,30440,-,9.4,-6.4,6.4,0.0,32.0,서북서,22.3,1022.1,x
2017-11-27,1405,1656,2686,2273,20708,19229,2920,2869,26572,30516,-,16.5,4.8,16.5,0.0,46.0,남동,7.9,1024.8,x
2017-11-28,1405,1658,2708,2253,20518,19227,2923,2900,26349,30413,-,17.0,8.6,16.6,0.0,58.0,서,13.7,1020.9,x
2017-11-29,1403,1662,2727,2255,20582,19536,2930,2925,26349,30611,-,15.2,4.2,14.9,0.0,48.0,서북서,9.4,1021.4,x
2017-11-30,1420,1662,2727,2281,20420,19503,2882,2949,27335,30612,-,9.0,-15.5,6.6,0.0,16.0,북서,15.5,1022.6,x
2017-12-04,1412,1694,2677,2384,20772,18965,2868,3023,27335,30826,-,10.5,-3.9,8.5,0.0,36.0,북서,15.5,1017.8,x
2017-12-05,1412,1709,2670,2397,20772,19054,2825,3038,27335,30862,-,3.7,-15.5,0.7,0.0,23.0,북서,11.9,1020.6,x
2017-12-06,1408,1712,2657,2367,20714,19028,2836,3056,27386,30779,-,7.2,-6.9,5.2,0.0,36.0,북서,10.4,1024.2,x
2017-12-07,1408,1722,2653,2395,20399,19038,2918,3083,27461,30796,-,9.5,-2.4,7.6,0.0,43.0,북서,12.6,1019.9,x
2017-12-08,1408,1744,2688,2430,20206,19059,2921,3113,27461,30859,-,3.5,-16.8,-0.7,0.0,21.0,북서,18.7,1020.4,x
2017-12-11,1413,1936,2637,2539,20063,19162,2925,3174,27461,31166,-,3.3,-11.8,-1.3,0.0,32.0,서북서,22.0,1018.7,x
2017-12-12,1413,1955,2637,2577,20063,19321,2925,3198,27461,31332,-,-1.2,-20.2,-6.1,0.0,22.0,서북서,16.2,1026.7,x
2017-12-13,1413,2143,2637,2558,20063,19387,2925,3216,27461,31308,-,3.2,-21.8,-0.2,0.0,14.0,북북서,13.7,1027.9,x
2017-12-14,1502,2164,2635,2588,19750,19438,2954,3218,27393,31426,-,4.8,-17.5,2.1,0.0,18.0,서북서,11.5,1028.9,x
2017-12-15,1513,2189,2635,2625,19842,19438,2962,3208,27337,31428,-,7.5,-16.0,4.7,0.0,17.0,북서,16.2,1023.6,x
2017-12-18,1628,1947,2743,2668,19988,19036,3016,3164,27521,31480,-,6.5,-7.8,4.5,0.0,35.0,서북서,9.7,1027.0,x
2017-12-19,1620,1903,2765,2660,20472,18959,3028,3150,27521,31294,-,5.4,-10.0,2.0,0.0,32.0,북서,16.6,1027.7,x
2017-12-20,1618,1906,2788,2640,20663,18804,3042,3148,27521,31307,-,5.3,-12.7,2.1,0.0,26.0,북서,15.1,1030.7,x
2017-12-21,1626,1906,2788,2589,20663,18715,3042,3140,27521,31246,-,7.5,-8.9,5.2,0.0,30.0,북서,12.2,1029.5,x
2017-12-22,1632,1875,2800,2595,20696,18689,3030,3134,27593,31304,-,7.6,-5.8,5.1,0.0,38.0,서북서,13.7,1026.0,x
2017-12-26,1645,1743,2823,3037,20600,18715,3014,3072,27593,31290,-,5.8,-4.1,3.1,0.0,49.0,북서,13.0,1021.2,x
2017-12-27,1637,1720,2865,3038,20542,18837,3010,3047,27521,31244,-,2.0,-19.9,-2.1,0.0,18.0,북서,15.8,1027.2,x
2017-12-28,1568,1751,2884,3082,20576,18900,2873,3036,28192,31147,-,4.6,-8.8,1.9,0.0,37.0,북서,11.5,1027.6,x
2017-12-29,1578,1649,2901,3086,20384,19025,2888,3022,28192,31143,-,10.5,-1.8,9.0,0.0,42.0,북서,11.5,1023.7,x
2018-01-03,1578,1538,2927,3056,20134,19453,2899,3053,28192,31227,-,5.4,-15.2,1.8,0.0,21.0,북서,18.0,1027.1,x
2018-01-04,1695,1529,2940,3165,20384,19528,2962,3068,28351,31368,-,5.0,-12.9,3.2,0.0,26.0,서,7.9,1024.0,x
2018-01-05,1704,1556,2960,3494,20384,19839,2970,3085,28351,31392,-,7.0,-10.3,4.1,0.0,28.0,서북서,15.5,1016.5,x
2018-01-08,1694,1534,3024,3138,20576,19862,3011,3059,28420,31415,-,3.6,3.0,1.1,2.4,96.0,북서,9.7,1007.0,x
2018-01-09,1694,1521,2967,2882,20383,19832,3021,3035,28420,31465,-,4.0,-10.1,0.1,0.0,35.0,서북서,18.0,1012.3,x
2018-01-10,1694,1515,2952,2735,20361,19943,3021,3017,28254,31608,-,-0.1,-7.6,-4.1,0.8,57.0,북서,13.0,1016.2,x
2018-01-11,1576,1510,2961,2730,20159,20417,3033,3001,28342,31664,-,-2.5,-15.9,-8.0,0.0,35.0,북서,17.6,1024.2,x
2018-01-12,1569,1508,2981,2675,20204,20604,3031,2978,28384,31702,-,-2.6,-18.2,-8.5,0.0,29.0,북서,19.8,1028.2,x
2018-01-15,1570,1492,3053,2634,20251,20713,3051,2924,28392,31799,-,13.7,1.3,13.7,0.2,43.0,서,5.8,1022.3,x
2018-01-16,1565,1481,3071,2626,20251,20799,3051,2919,28392,31831,-,6.1,5.8,4.3,6.1,98.0,북서,8.6,1016.1,x
2018-01-17,1564,1465,3076,2609,20251,21119,3043,2925,28392,31826,-,6.3,4.7,3.2,5.2,90.0,북서,15.8,1016.5,x
2018-01-18,1581,1451,3055,2588,20674,21251,3019,2920,28190,31769,-,9.4,2.2,7.2,0.0,61.0,북서,15.1,1021.5,x
2018-01-19,1566,1444,3069,2591,20723,21375,3018,2904,27939,31720,-,8.5,-8.1,6.1,0.0,30.0,북서,14.8,1021.2,x
2018-01-22,1589,1448,3083,2610,20723,21683,3015,2895,27918,31673,-,5.3,1.9,4.4,0.1,79.0,서북서,5.0,1014.9,x
2018-01-23,1594,1444,3179,2609,20665,21760,3008,2892,28048,31766,-,-1.2,-19.2,-7.0,0.0,24.0,북서,21.6,1020.1,x
2018-01-24,1583,1438,3155,2601,20665,21945,3008,2890,28118,31729,-,-4.8,-20.9,-11.4,0.0,27.0,북서,20.5,1024.6,x
2018-01-25,1615,1447,3115,2630,20732,22141,3086,2889,28340,31882,-,-2.7,-23.2,-8.2,0.0,19.0,북서,17.3,1024.1,x
