날짜,avg_moo,avgY_moo,avg_baechoo,avgY_baechoo,avg_apple,avgY_apple,avg_scallion,avgY_scallion,avg_pear,avgY_pear,현재일기,현재기온,이슬점온도,체감온도,강수량,습도,풍향,풍속,해면기압,태풍
2018-01-26,1618,1462,3115,2645,20426,22193,3055,2915,28340,31940,-,-3.3,-23.7,-9.3,0.0,19.0,북서,19.1,1023.7,x
2018-01-29,1635,1512,3176,2706,20470,22532,3102,3018,28616,31958,-,0.5,-15.1,-3.5,0.0,30.0,북서,13.7,1020.1,x
2018-01-30,1651,1519,3363,2705,20788,22587,3127,3029,28616,31905,-,1.5,-16.9,-2.5,0.0,24.0,북서,14.4,1025.0,x
2018-01-31,1665,1506,3471,2708,20754,22614,3146,3021,28599,32048,-,4.9,-10.4,2.2,0.0,32.0,북서,11.9,1026.1,x
2018-04-03,2618,1493,4306,3347,19542,20714,2610,3107,28002,32518,-,25.0,13.8,72.0,0.0,50.0,남남서,13.0,1017.0,x
2018-04-04,2575,1489,4306,3336,19103,20692,2581,3107,28029,32282,-,10.4,8.9,51.0,3.0,91.0,동남동,9.7,1019.8,x
2018-04-05,2582,1485,4333,3262,18851,20766,2475,3106,28218,32281,-,11.1,6.4,53.0,1.0,73.0,남동,4.0,1018.0,x
2018-04-06,2514,1483,4333,3280,18816,20825,2440,3101,28218,32290,-,15.7,5.0,60.0,20.5,49.0,북서,11.9,1010.0,x
2018-04-09,2521,1488,4321,3364,18541,20545,2428,3095,28218,32013,-,19.5,0.0,63.0,0.0,27.0,북북서,13.0,1017.0,x
2018-04-10,2527,1493,4317,3366,18574,20464,2423,3104,28218,32065,-,19.9,11.1,65.0,0.0,57.0,남서,12.2,1016.4,x
2018-04-11,2577,1508,4317,3374,18447,20461,2420,3114,28245,32122,-,24.1,10.0,70.0,1.1,41.0,서,16.2,1008.3,x
2018-04-12,2494,1521,4334,3369,19208,20506,2284,3116,28370,32194,-,22.0,-0.7,66.0,0.0,22.0,남서,10.1,1016.7,x
2018-04-13,2445,1527,4309,3373,19132,20500,2274,3105,28370,32230,-,15.7,-0.1,59.0,0.0,34.0,남동,20.2,1025.0,x
2018-04-16,2463,1551,4270,3289,19279,20616,2258,3083,28027,32710,-,17.4,4.3,62.0,0.0,42.0,남,13.3,1019.3,x
2018-04-17,2494,1550,4270,3332,19550,20696,2266,3079,28027,32704,-,19.2,7.9,64.0,0.0,48.0,남,15.5,1019.5,x
2018-04-18,2523,1544,4284,3320,19429,20957,2259,3059,28027,32551,-,20.0,8.3,65.0,0.0,47.0,남남동,20.9,1016.7,x
2018-04-19,2668,1537,4259,3291,19311,21156,2297,3034,28027,32536,-,21.8,8.9,67.0,0.0,44.0,남동,16.6,1016.4,x
2018-04-20,2672,1529,4292,3263,19311,21190,2294,3000,28027,32384,-,26.1,6.1,71.0,0.0,28.0,남,14.8,1020.3,x
2018-04-23,2697,1523,4282,3363,18997,21145,2318,2917,28027,32460,-,12.1,11.4,54.0,12.2,96.0,남서,3.6,1016.8,x
2018-04-24,2669,1542,4360,3344,19073,21139,2329,2903,28027,32182,-,14.4,11.7,58.0,31.4,84.0,북서,6.8,1008.8,x
2018-04-25,2687,1547,4379,3312,19271,21266,2317,2882,28008,32196,-,19.4,1.8,64.0,0.0,31.0,남남서,10.8,1012.9,x
2018-04-26,2752,1559,4299,3316,19262,21259,2292,2855,27687,32236,-,20.1,10.7,66.0,0.0,55.0,남남동,13.0,1013.9,x
2018-04-27,2755,1561,4299,3347,19221,21337,2290,2822,27462,32189,-,23.7,5.0,68.0,0.0,30.0,북서,11.9,1013.0,x
2018-04-30,2782,1550,4309,3225,19098,21346,2267,2786,27462,32119,-,23.0,15.8,70.0,0.0,64.0,남서,13.3,1015.4,x
2018-05-02,2895,1551,4240,3234,18901,21524,2273,2791,27487,32571,-,17.0,15.6,62.0,8.3,92.0,남동,8.6,1005.0,x
2018-05-03,2988,1558,4240,3286,19059,21637,2245,2804,28331,32556,-,18.9,0.9,63.0,0.0,30.0,서북서,34.6,1007.4,x
2018-05-04,3026,1563,4240,3250,19188,21699,2249,2826,28259,32588,-,19.8,4.6,64.0,0.0,37.0,서,19.1,1013.3,x
2018-05-08,3011,1569,3457,2914,19233,21669,2265,2891,28341,32673,-,17.6,10.4,63.0,0.0,63.0,서남서,7.2,1013.8,x
2018-05-09,3024,1576,3417,2844,18833,21760,2280,2909,28268,32818,-,16.6,7.5,61.0,0.0,55.0,북서,6.8,1021.9,x
2018-05-10,3024,1582,3399,2829,19230,21820,2377,2917,28174,32723,-,19.0,12.7,65.0,0.0,67.0,남남동,20.5,1022.4,x
2018-05-11,3022,1569,3345,2826,19273,21831,2398,2934,28174,32739,-,23.3,9.2,69.0,0.0,41.0,남서,12.2,1017.4,x
2018-05-14,3021,1623,3312,2754,19204,21859,2375,2971,28471,32718,-,24.6,15.2,72.0,0.0,56.0,남남동,16.9,1011.4,x
2018-05-15,3000,1623,3252,2783,19149,21911,2364,2988,28471,32742,-,28.6,14.4,75.0,0.0,42.0,남동,15.8,1011.4,x
2018-05-16,3008,1627,3215,2787,18788,22098,2364,2991,28376,32746,-,23.8,21.4,74.0,0.7,87.0,서남서,10.4,1008.9,x
2018-05-17,3017,1691,3018,2713,18591,22380,2370,2982,28119,32768,-,21.6,21.2,71.0,0.9,98.0,남동,10.1,1008.0,x
2018-05-18,3004,1686,3024,2697,18653,22383,2342,2976,28119,32822,-,20.9,18.4,69.0,1.9,86.0,남동,11.5,1005.4,x
2018-05-21,2981,1804,2807,2725,18610,22571,2331,2937,28147,32932,-,23.4,13.5,70.0,0.0,54.0,남남동,10.8,1018.4,x
2018-05-23,2921,1853,2789,2776,18610,22782,2350,2909,28254,32926,-,26.4,11.3,72.0,23.8,39.0,북서,14.0,1005.3,x
2018-05-24,2804,1792,2866,2742,18659,22790,2460,2886,28261,33007,-,25.9,13.7,73.0,0.0,47.0,남남동,14.8,1009.2,x
2018-05-25,2700,1826,2851,2744,18659,22760,2472,2867,28261,33111,-,27.5,10.6,73.0,0.0,35.0,남서,10.1,1007.7,x
2018-05-28,2640,1876,2797,2581,18703,22287,2439,2864,28204,33233,-,20.7,18.0,68.0,0.0,85.0,남,7.2,1011.8,x
2018-05-29,2640,1896,2797,2683,18703,22199,2439,2880,28204,33385,-,25.4,18.5,74.0,0.0,66.0,남남동,15.8,1011.6,x
2018-05-30,2640,1904,2797,2643,18703,22512,2439,2885,28204,33557,-,28.4,18.1,77.0,0.0,54.0,남서,14.4,1008.7,x
2018-05-31,2616,1890,2685,2596,18798,22561,2525,2886,27895,33586,-,24.8,12.3,71.0,0.0,46.0,남동,7.9,1010.4,x
2018-06-01,2379,1889,2688,2562,18666,22641,2488,2888,27952,33695,-,26.7,15.4,74.0,0.0,50.0,남,15.5,1014.7,x
2018-06-04,2345,1884,2653,2519,18776,22345,2476,2894,27670,34022,-,28.4,16.6,76.0,0.0,49.0,서남서,14.0,1012.4,x
2018-06-05,2332,1883,2611,2529,19054,23370,2485,2893,27737,33973,-,20.5,17.8,68.0,4.7,85.0,남,7.6,1013.5,x
2018-06-07,2318,1898,2691,2531,19316,23855,2539,2899,27777,34059,-,26.6,19.7,76.0,0.0,66.0,남동,16.6,1010.9,x
2018-06-08,2275,1902,2691,2530,19277,23874,2530,2900,27813,34090,-,27.4,18.3,76.0,0.0,58.0,남남동,14.8,1006.6,x
2018-06-11,2284,1923,2676,2525,19263,23533,2480,2883,27836,34692,-,20.8,15.3,68.0,27.2,71.0,동남동,3.2,1001.0,x
2018-06-12,2280,1906,2679,2528,19306,23539,2496,2868,27866,34779,-,20.8,15.1,68.0,0.0,70.0,남,11.5,1004.9,x
2018-06-14,2233,1863,2707,2487,19983,23651,2490,2818,27618,34617,-,25.2,15.5,73.0,0.0,55.0,동남동,7.6,1008.9,x
2018-06-15,2216,1841,2708,2473,19890,23669,2452,2783,27597,34736,-,24.0,13.2,71.0,0.0,51.0,남서,6.5,1011.5,x
2018-06-18,2242,1827,2747,2457,19907,23530,2479,2734,27980,34884,-,27.8,18.4,76.0,0.0,57.0,남남서,10.4,1007.2,x
2018-06-19,2225,1823,2745,2468,19963,23614,2509,2720,27980,34962,-,25.5,18.1,74.0,0.0,64.0,남남동,9.4,1006.0,x
2018-06-20,2167,1821,2757,2472,20024,23787,2509,2692,28032,34962,-,27.7,18.6,76.0,0.2,58.0,남남동,15.5,1002.3,x
2018-06-21,2082,1817,2718,2472,19241,24339,2467,2665,28173,35070,-,31.3,12.1,77.0,0.0,31.0,서북서,10.1,1005.3,x
2018-06-22,2052,1814,2686,2469,19505,24188,2437,2634,28226,35167,-,29.3,15.0,76.0,0.0,42.0,남,15.5,1008.3,x
2018-06-25,2036,1803,2714,2472,19512,23940,2448,2590,28226,35708,-,28.1,21.3,78.0,0.0,67.0,남동,14.8,1011.5,x
2018-06-26,2011,1799,2773,2480,19435,24013,2456,2584,28408,35740,-,25.6,22.8,76.0,1.0,85.0,서,16.6,1009.1,x
2018-06-27,2026,1793,2896,2489,19432,24082,2440,2561,28408,35883,-,27.5,23.3,79.0,12.9,78.0,서남서,13.0,1004.4,x
2018-06-28,2047,1778,2919,2495,19314,24251,2367,2539,28408,35197,-,21.0,20.5,70.0,83.2,97.0,동남동,3.6,1001.4,x
2018-06-29,2063,1778,2934,2490,19314,24262,2358,2526,28408,35313,-,26.2,22.4,77.0,4.9,80.0,남남동,10.8,1005.0,o
2018-07-03,2120,1762,2990,2515,19449,24750,2373,2485,28408,35287,-,26.4,21.3,76.0,0.1,74.0,북,16.9,995.1,o
2018-07-04,2126,1764,3004,2552,19522,24764,2382,2476,28408,35411,-,31.0,21.4,81.0,0.0,57.0,서,6.1,997.9,o
2018-07-05,2094,1771,3060,2570,19568,25350,2556,2469,28758,35478,-,26.0,24.0,78.0,6.5,89.0,남남서,3.6,1003.7,x
2018-07-06,2061,1774,3015,2583,19538,25469,2548,2456,28679,35525,-,23.0,19.5,72.0,0.6,81.0,서남서,5.8,1007.2,x
2018-07-09,2017,1794,3122,2616,19516,25428,2547,2433,28661,35970,-,22.4,20.6,72.0,5.7,90.0,남서,2.2,1016.8,x
2018-07-10,2053,1795,3235,2635,19516,25475,2560,2424,28562,36094,-,28.5,21.5,79.0,0.0,66.0,남남동,9.0,1014.8,x
2018-07-11,2056,1790,3355,2680,19523,25509,2557,2419,28545,36054,-,31.9,22.8,82.0,0.0,59.0,남서,11.9,1015.9,x
2018-07-12,2072,1786,3498,2714,19495,25481,2517,2410,28643,36110,-,33.4,24.8,85.0,0.0,61.0,서북서,9.7,1013.3,x
2018-07-13,2069,1784,3499,2751,19495,25490,2518,2413,28625,36123,-,32.3,21.1,82.0,0.0,52.0,남서,4.3,1011.5,x
2018-07-16,2092,1770,3605,2812,19495,25360,2512,2386,28625,36172,-,34.9,22.2,84.0,0.0,48.0,남남서,11.5,1012.0,x
2018-07-17,2105,1764,3706,2845,19635,25380,2506,2392,28625,36231,-,33.3,24.4,84.0,0.0,60.0,남남동,14.8,1011.4,x
2018-07-18,2140,1782,3771,2904,19635,25609,2488,2418,28625,36182,-,34.6,25.1,86.0,0.0,58.0,남,6.5,1011.3,x
2018-07-19,2195,1781,3930,2998,19343,25518,2487,2449,28536,36527,-,35.2,24.1,86.0,0.0,53.0,남,13.0,1010.0,x
2018-07-20,2208,1788,3960,3024,19343,25523,2484,2492,28536,36530,-,37.3,24.0,87.0,0.0,47.0,남남동,9.4,1008.4,x
2018-07-23,2157,1824,4448,3248,19563,25554,2476,2563,28714,36523,-,35.2,22.8,85.0,0.0,49.0,남남서,11.5,1008.6,x
2018-07-24,2195,1849,4524,3288,19617,25545,2476,2574,28714,36487,-,34.8,25.0,86.0,0.0,57.0,남남동,15.5,1007.7,x
2018-07-25,2198,1866,4680,3356,19648,25640,2485,2576,28722,36252,-,36.8,23.2,86.0,0.0,46.0,서북서,10.1,1006.7,x
2018-07-26,2365,1892,4788,3552,19648,25757,2516,2578,28591,36228,-,35.2,26.2,87.0,0.0,60.0,남남동,13.3,1006.7,x
2018-07-27,2407,1899,4909,3601,19648,25817,2461,2568,28555,36235,-,34.6,27.0,87.0,0.0,65.0,남,13.7,1006.5,x
2018-07-30,2772,1908,5030,3552,19855,25122,2479,2548,28555,36040,-,35.1,23.4,85.0,5.3,51.0,서북서,6.8,1004.0,x
2018-07-31,2900,1910,5257,3474,19779,25124,2496,2545,28575,36256,-,36.1,22.9,86.0,0.0,47.0,남남동,6.8,1004.1,x
2018-08-01,2951,1920,5404,3410,19855,25126,2499,2543,28575,36186,-,36.2,22.0,85.0,0.0,44.0,남동,11.9,1003.4,x
2018-08-02,3066,1935,5605,3348,20175,25163,2823,2533,28054,36216,-,35.5,22.0,85.0,0.0,46.0,남동,17.6,1006.5,x
2018-08-03,3050,1907,5719,3437,20175,24993,2842,2527,28054,36196,-,35.0,24.9,86.0,0.0,56.0,남남동,14.8,1009.2,x
2018-08-06,3149,1873,5770,3756,20175,24773,2864,2500,28321,36320,-,33.8,24.6,85.0,0.0,59.0,남남동,11.5,1005.7,x
2018-08-07,3273,1873,5770,3697,20406,24840,2878,2494,28338,36369,-,33.0,22.4,83.0,0.0,54.0,남동,9.0,1007.8,x
2018-08-08,3418,1866,5864,3741,20316,25292,2914,2510,28455,36290,-,31.0,23.3,82.0,0.0,64.0,남,16.2,1006.6,x
2018-08-09,3632,1885,6010,3779,20393,25313,2940,2540,28509,36294,-,33.6,24.1,85.0,0.0,58.0,남남동,16.9,1004.2,x
2018-08-10,3645,1919,6051,3866,20799,25320,2917,2564,28509,36216,-,27.5,24.5,79.0,0.1,84.0,남남동,7.6,1004.5,x
2018-08-13,3687,1932,6066,3796,20953,25646,2951,2628,28509,35880,-,37.2,22.9,86.0,0.0,44.0,남남서,10.4,1011.0,x
2018-08-14,3689,1905,6217,3796,20953,25828,2953,2640,28509,35479,-,36.7,24.9,87.0,0.0,51.0,남남동,11.9,1009.6,x
2018-08-16,3639,1897,6310,3843,20940,25711,3101,2660,28119,35235,-,26.9,24.9,79.0,3.7,89.0,남남서,3.6,1009.7,o
2018-08-17,3633,1909,6522,3878,20769,25698,3102,2668,28357,34993,-,30.3,17.0,78.0,0.0,45.0,남남동,8.6,1012.4,o
2018-08-20,3626,1934,6986,3987,21163,25793,3105,2726,28827,34621,-,31.0,20.8,80.0,0.0,55.0,남,13.3,1007.7,o
2018-08-21,3590,1944,7164,4035,21281,25698,3125,2759,29401,34179,-,34.9,20.4,83.0,0.0,43.0,남남서,6.1,1004.4,o
2018-08-22,3546,1972,7320,4123,21102,25823,3159,2793,29297,33945,-,33.3,22.7,83.0,0.0,54.0,남동,18.4,1005.2,o
2018-08-23,3703,1982,7522,4191,21823,25982,3319,2829,29750,33488,-,29.1,23.2,80.0,0.1,71.0,남동,15.8,999.6,o
2018-08-24,3894,1981,7661,4219,21919,26322,3522,2849,30104,33078,-,30.5,24.6,82.0,8.5,71.0,서,14.8,1000.5,o
2018-08-27,4047,2015,8245,4494,22118,24624,3645,2917,28910,32873,-,26.7,25.2,79.0,2.4,92.0,남동,5.4,1012.8,x
2018-08-28,4033,2012,8311,4665,21925,23993,3625,2927,27171,32868,-,32.0,24.3,83.0,0.1,64.0,남남동,10.8,1013.0,x
2018-08-29,3879,2022,8248,4767,21925,23403,3694,2946,27171,32809,-,30.9,22.2,81.0,0.0,60.0,서남서,16.6,1011.9,x
2018-08-30,3896,2047,8299,4730,22302,26480,4172,2966,26086,31497,-,29.1,24.4,81.0,5.0,76.0,서남서,13.7,1010.8,x
2018-08-31,3913,2069,8201,4778,21864,26480,4308,2985,25835,31083,-,23.9,23.3,75.0,10.4,97.0,남남동,5.0,1010.8,x
2018-09-03,3880,2092,8079,4782,21923,26222,4611,3011,26814,30786,-,27.9,22.6,79.0,0.0,73.0,남동,10.8,1001.8,x
2018-09-04,3705,2077,7121,4719,21770,0,4656,3009,26720,31729,-,29.1,21.0,79.0,0.8,62.0,서북서,11.5,994.0,x
2018-09-05,3688,2069,6926,4718,20933,0,4770,3007,26720,31962,-,28.2,19.1,77.0,0.0,58.0,서남서,12.6,1003.4,x
2018-09-06,3668,2070,6917,4696,20933,0,4930,3012,26720,32234,-,27.7,18.4,76.0,0.0,57.0,남,4.7,1006.6,x
2018-09-07,3653,2062,6807,4681,20933,0,4873,3015,26520,32232,-,24.0,20.5,73.0,15.3,81.0,남남서,6.1,1006.2,x
2018-10-25,2383,1648,3501,2774,22518,19527,3614,2728,33217,28837,맑음,21.9,7.3,21.9,0.0,39.0,남남동,7.9,1020.5,x
2018-10-26,2364,1749,3451,2721,21764,18751,3584,2710,33120,28732,-,17.9,14.0,17.9,0.0,78.0,동남동,5.4,1011.0,x
2018-10-29,2245,1756,3382,2671,22400,18362,3555,2641,33138,28486,구름많음,17.2,8.3,17.2,0.0,56.0,서북서,9.0,1012.3,x
2018-10-30,2151,1813,3360,2700,22983,18545,3503,2623,33120,28439,맑음,15.0,-0.7,14.2,0.0,34.0,서북서,13.7,1019.2,x
2018-10-31,2108,1701,3399,2492,22230,18903,3465,2586,33326,28400,-,16.4,2.0,16.2,0.0,38.0,서북서,11.2,1021.8,x
2018-11-01,1953,1521,3368,2412,21753,18942,3403,2557,33228,28434,-,16.6,0.6,16.1,0.0,34.0,서북서,14.0,1024.7,x
2018-11-02,1941,1505,3290,2366,21696,19027,3364,2524,33323,28389,-,19.3,2.1,19.3,0.0,32.0,서남서,6.8,1027.0,x
2018-11-05,1866,1577,3153,2393,21521,19037,3345,2510,33171,28470,-,22.1,7.1,22.1,0.0,38.0,남남동,6.8,1021.5,x
2018-11-06,1844,1577,3171,2375,21494,19272,3281,2510,33675,28541,-,21.8,9.6,21.8,0.0,46.0,남동,6.1,1024.2,x
2018-11-07,1832,1564,3149,2313,22122,19079,3285,2529,33818,28505,-,19.5,11.5,19.5,0.0,60.0,동남동,4.3,1023.5,x
2018-11-08,1783,1556,3112,2162,21977,19243,3331,2553,33659,28480,-,17.6,17.1,17.6,7.3,97.0,동,9.0,1014.8,x
2018-11-09,1740,1589,3107,2060,21977,19139,3325,2580,33659,28527,-,18.0,6.5,17.9,0.0,47.0,서북서,13.3,1017.6,x
2018-11-12,1721,1588,3092,2132,22328,18666,3340,2626,33754,28428,-,16.2,9.3,16.0,2.6,64.0,서북서,10.4,1016.9,x
2018-11-13,1700,1571,3127,2116,22660,18672,3377,2637,33720,28421,-,16.9,8.3,16.9,0.0,57.0,동남동,6.5,1017.7,x
2018-11-14,1674,1528,3045,2030,22660,18308,3383,2650,33770,28420,-,18.5,5.3,18.5,0.0,42.0,북서,5.8,1022.2,x
2018-11-15,1604,1525,3003,1952,22972,18266,3484,2657,33376,28457,-,18.7,6.1,18.7,0.0,44.0,서남서,6.1,1024.1,x
2018-11-16,1592,1516,3000,1933,22972,18135,3453,2670,33376,28464,-,13.5,8.9,12.9,0.0,74.0,서북서,9.4,1020.4,x
2018-11-19,1588,1497,3008,1959,23253,18153,3443,2698,33376,28567,-,15.4,-3.5,14.6,0.0,27.0,서북서,14.8,1021.0,x
2018-11-20,1573,1484,3003,1976,22859,18343,3433,2707,33844,28664,-,15.3,-6.3,15.0,0.0,22.0,서북서,10.1,1024.3,x
2018-11-21,1573,1477,2995,1978,23021,18330,3435,2713,34059,28765,-,12.5,-2.1,12.5,0.0,36.0,남남서,2.5,1021.9,x
2018-11-22,1585,1479,2981,1993,23115,18653,3337,2720,34192,28737,-,10.5,-12.2,8.4,0.0,19.0,북서,16.2,1023.4,x
2018-11-23,1585,1482,2966,2016,23115,18730,3330,2729,34192,28705,-,9.8,-9.8,7.1,0.0,24.0,북서,20.5,1027.3,x
2018-11-26,1564,1486,2966,2166,23115,18856,3313,2780,34192,28716,-,16.9,4.8,16.9,0.0,45.0,남남서,5.0,1024.2,x
2018-11-27,1563,1485,2956,2179,22973,18871,3293,2807,34192,28717,-,16.9,0.5,16.5,0.0,33.0,북서,13.7,1021.1,x
2018-11-28,1577,1484,3004,2171,22973,18881,3249,2831,34192,28916,-,15.8,0.0,15.6,0.0,34.0,북서,10.1,1020.9,x
2018-11-29,1535,1481,2933,2172,22973,19305,3146,2846,34196,29083,-,14.7,-3.6,14.7,0.0,28.0,서남서,5.0,1025.3,x
2018-11-30,1541,1480,2916,2184,23274,19317,3081,2857,34400,29036,-,15.9,1.9,15.9,0.0,39.0,서북서,6.8,1024.6,x
2018-12-03,1526,1492,2873,2243,23274,18872,3166,2907,34547,29050,-,16.6,15.6,16.6,12.2,94.0,동,2.2,1016.8,x
2018-12-04,1526,1499,2826,2284,23274,18832,3166,2916,34529,28934,-,15.5,11.4,15.2,8.0,77.0,북서,10.1,1013.7,x
2018-12-05,1524,1503,2796,2310,23025,18918,3157,2924,34529,28950,-,12.7,-0.9,11.6,0.0,39.0,북서,11.5,1023.6,x
2018-12-06,1475,1505,2773,2266,22380,18816,3223,2930,34531,28922,-,7.3,3.1,4.5,3.5,75.0,북서,15.8,1019.5,x
2018-12-10,1496,1581,2805,2366,22244,18794,3308,3002,34748,29414,-,7.1,-12.1,4.5,0.0,24.0,북서,14.0,1031.3,x
2018-12-11,1496,1670,2805,2366,22244,18824,3308,3008,34748,29473,-,3.3,1.8,0.0,1.0,90.0,북서,13.0,1024.0,x
2018-12-12,1496,1715,2805,2395,22244,18963,3308,3022,34748,29537,-,6.0,-10.3,2.9,0.0,30.0,북서,15.8,1026.6,x
2018-12-13,1440,1823,2799,2332,22237,19025,3143,3037,35108,29548,-,7.5,-4.6,5.4,0.0,42.0,서북서,11.2,1026.3,x
2018-12-14,1440,2012,2816,2334,22289,19078,3243,3044,35108,29586,-,4.9,-13.0,1.2,0.0,26.0,북서,17.6,1031.7,x
2018-12-17,1440,1895,2816,2385,22289,18992,3243,3027,35126,29518,구름조금,9.0,-0.8,7.0,0.0,50.0,북서,12.6,1017.0,x
2018-12-18,1511,1895,2850,2387,22289,18877,3236,3013,35037,29561,-,9.3,-2.6,7.8,0.0,43.0,북북서,9.7,1020.6,x
2018-12-19,1513,1870,2865,2374,22395,18827,3215,3003,35196,29537,-,14.7,-0.6,14.4,0.0,35.0,서,8.6,1020.7,x
2018-12-20,1516,1840,2838,2366,21911,18728,3325,3003,35951,29577,-,10.5,2.0,10.5,0.0,56.0,서북서,3.2,1022.4,x
2018-12-21,1524,1850,2798,2341,22185,18628,3253,2998,35951,29539,-,12.0,4.2,11.7,0.0,59.0,북서,6.5,1021.9,x
2018-12-24,1521,1598,2789,2917,21723,18666,3288,2971,36085,29593,-,7.5,-15.3,4.2,0.0,18.0,북서,19.8,1024.7,x
2018-12-26,1523,1594,2796,2913,21723,18678,3271,2951,36274,29555,-,10.2,-8.4,7.9,0.0,26.0,북서,17.6,1020.1,x
2018-12-27,1492,1572,2796,2929,21966,18802,3137,2931,36311,29533,-,3.2,-21.8,-1.3,0.0,14.0,서북서,20.5,1023.9,x
2018-12-28,1488,1610,2796,2995,22160,18867,3255,2921,36586,29547,-,0.1,-16.2,-4.4,0.0,28.0,북서,15.8,1026.9,x
2018-12-31,1498,1441,2796,3118,21690,19028,3277,2898,36586,29611,-,6.4,-9.1,4.4,0.0,32.0,서북서,9.7,1033.1,x
2019-01-03,1459,1428,2709,3123,22198,19329,3306,2902,36440,29697,-,6.5,-14.9,3.0,0.0,20.0,서북서,19.8,1032.5,x
2019-01-04,1457,1426,2709,3004,22629,19384,3197,2912,36440,29730,-,2.9,-12.6,2.9,0.0,31.0,북동,3.6,1029.8,x
2019-01-07,1456,1444,2748,3180,22629,19635,3289,2920,36351,29786,-,7.5,-14.0,4.9,0.0,20.0,북서,14.4,1025.8,x
2019-01-08,1454,1438,2772,2978,22650,19605,3323,2910,36091,29839,-,7.4,-9.0,5.0,0.0,30.0,북서,13.3,1023.8,x
2019-01-09,1454,1420,2748,2622,22727,19559,3306,2901,36061,29851,-,3.5,-11.3,-0.3,0.0,33.0,서북서,16.2,1031.4,x
2019-01-10,1395,1411,2756,2499,22690,19581,3067,2900,36154,29934,-,8.1,-11.3,5.4,0.0,24.0,북서,16.6,1022.1,x
2019-01-11,1393,1403,2756,2498,23022,19994,3028,2902,36154,29991,-,9.9,-3.4,8.8,0.0,39.0,서북서,8.3,1024.6,x
2019-01-14,1406,1381,2693,2427,23453,20394,3111,2865,36204,30029,-,10.8,-5.6,9.1,0.0,31.0,북서,13.7,1023.5,x
2019-01-15,1393,1384,2692,2405,23649,20353,3082,2843,36530,30046,-,10.2,-4.6,8.9,0.0,35.0,북서,9.7,1020.1,x
2019-01-16,1367,1384,2631,2399,23412,20511,3170,2830,36577,30093,-,3.5,-15.2,-0.7,0.0,24.0,서북서,18.7,1023.3,x
2019-01-17,1429,1375,2598,2400,24164,20720,2844,2831,38235,30070,-,6.5,-7.1,2.9,0.0,37.0,북서,20.2,1020.1,x
2019-01-18,1414,1375,2578,2397,24232,20853,2781,2831,38282,30014,-,9.0,-7.6,6.7,0.0,30.0,북서,15.1,1025.5,x
2019-01-21,1413,1385,2554,2420,24160,20908,2844,2810,38449,29809,-,7.0,-7.8,4.4,0.0,34.0,북서,14.0,1020.3,x
2019-01-22,1435,1389,2550,2431,24548,20966,2836,2815,38496,29871,-,10.3,-5.3,9.4,0.0,33.0,서,7.9,1018.8,x
2019-01-23,1415,1387,2550,2439,24576,21019,2825,2821,38643,30059,-,11.2,-3.3,9.7,0.0,36.0,북서,12.6,1018.0,x
2019-01-24,1424,1382,2517,2438,24333,21162,2701,2827,38202,30108,-,10.1,-12.5,8.5,0.0,19.0,서북서,11.5,1022.6,x
2019-01-25,1421,1390,2503,2473,24900,21264,2687,2843,38393,30266,-,6.6,-11.5,4.9,0.0,26.0,북북서,8.6,1019.8,x
2019-01-28,1398,1449,2413,2534,25622,21608,2833,2972,39251,30477,-,10.7,-9.0,8.5,0.0,24.0,서북서,17.3,1018.0,x
2019-01-29,1386,1461,2498,2559,25652,21653,2841,2999,39518,30591,-,10.6,-2.8,10.0,0.0,39.0,동남동,6.8,1026.8,x
2019-01-30,1399,1473,2498,2567,25662,21707,2829,3014,39980,30551,-,12.6,-10.4,11.7,0.0,19.0,북서,10.1,1022.7,x
2019-01-31,1409,1481,2577,2589,26945,21843,2879,3019,40251,30556,-,-0.6,-1.0,-5.0,7.9,97.0,북서,14.4,1016.5,x
2019-02-01,1422,1495,2572,2626,26985,21782,2864,3024,40547,30611,맑음,3.9,-6.1,0.3,0.0,48.0,북서,15.8,1022.9,x
2019-02-07,1400,1661,2665,2800,25830,21253,2705,3187,40200,30152,-,11.5,1.9,10.1,0.0,52.0,북서,12.2,1015.9,x
2019-02-08,1403,1698,2640,2809,25363,21271,2725,3248,40060,30002,-,6.7,-10.5,4.0,0.0,28.0,북서,14.0,1023.0,x
2019-02-11,1412,1711,2584,2898,24511,21444,2865,3375,39098,29694,-,5.4,-11.6,2.1,0.0,28.0,북서,15.8,1027.9,x
2019-02-12,1394,1693,2584,2903,24516,21638,2849,3400,38998,29687,-,7.3,-8.3,4.5,0.0,32.0,북서,15.8,1031.5,x
2019-02-13,1394,1684,2589,2935,24576,21617,2836,3435,38528,29703,-,8.2,-10.2,5.5,0.0,26.0,북서,16.9,1028.4,x
2019-02-14,1399,1677,2508,2864,24945,21828,2532,3456,37915,29989,-,9.6,-1.4,8.4,0.0,46.0,남동,8.6,1029.6,x
2019-02-15,1399,1672,2508,2863,25266,21853,2523,3455,37915,30106,-,10.3,1.1,9.5,0.7,53.0,서북서,7.6,1020.3,x
2019-02-18,1399,1654,2444,2954,24765,21881,2511,3475,37867,30169,-,9.1,-10.9,9.1,0.0,23.0,서남서,3.2,1024.5,x
2019-02-19,1386,1644,2429,2971,24765,21931,2510,3460,38245,30217,-,6.5,5.7,3.9,30.8,95.0,북서,13.0,1013.8,x
