,날짜,평균,평년,현재일기,현재기온,이슬점온도,체감온도,강수량,습도,풍향,풍속,해면기압,태풍,태풍영향8,태풍영향10,태풍영향12,태풍영향14,태풍영향16,태풍영향18,태풍영향20
415,2016-09-06,2966,1964,-,27.9,23.2,79.0,0.0,76.0,남,4.0,1008.8,0,x,x,x,x,x,x,x
416,2016-09-07,2926,1949,-,27.4,21.6,78.0,0.0,71.0,남,8.3,1005.3,0,x,x,x,x,x,x,x
417,2016-09-08,2945,1944,-,28.4,15.9,76.0,15.0,47.0,서북서,6.5,1006.3,0,x,x,x,x,x,x,x
418,2016-09-09,2914,1947,-,27.8,20.8,78.0,0.0,66.0,남동,9.4,1009.2,0,x,x,x,x,x,x,x
419,2016-09-12,2962,1956,-,20.3,19.6,68.0,10.0,96.0,북북서,4.3,1016.2,3000,o,o,o,o,o,o,o
420,2016-09-13,3053,1957,-,28.3,18.3,77.0,0.0,55.0,동남동,7.6,1017.7,3000,o,o,o,o,o,o,o
421,2016-09-19,3085,1913,-,22.5,14.8,69.0,0.0,62.0,서남서,7.6,1010.5,3000,o,o,o,o,o,o,o
422,2016-09-20,2989,1930,-,25.0,10.8,71.0,0.0,41.0,서남서,7.6,1014.7,3000,o,o,o,o,o,o,o
423,2016-09-21,3030,1910,-,23.6,12.8,70.0,0.0,51.0,남서,5.4,1020.1,0,o,o,o,o,o,o,o
424,2016-09-22,3009,1863,-,21.9,17.2,70.0,0.4,75.0,북북서,5.0,1017.7,0,o,o,o,o,o,o,o
425,2016-09-23,2962,1843,-,24.3,16.7,72.0,0.0,63.0,남동,6.8,1016.4,0,o,o,o,o,o,o,o
426,2016-09-26,2965,1838,-,25.0,21.7,75.0,0.1,82.0,정온,1.4,1016.2,0,o,o,o,o,o,o,o
427,2016-09-27,2976,1832,-,28.0,23.1,79.0,0.5,75.0,북서,7.6,1014.8,3000,o,o,o,o,o,o,o
428,2016-09-28,2934,1832,-,22.6,21.9,72.0,14.0,96.0,북서,8.6,1013.6,3000,o,o,o,o,o,o,o
429,2016-09-29,2947,1834,-,18.3,15.7,64.0,4.0,85.0,북북서,6.1,1018.2,3000,o,o,o,o,o,o,o
430,2016-09-30,2920,1820,-,17.0,16.9,63.0,20.5,100.0,서북서,8.6,1015.4,3000,o,o,o,o,o,o,o
431,2016-10-04,3028,1794,-,26.3,18.1,26.3,0.0,61.0,동,7.9,1015.4,3000,o,o,o,o,o,o,o
432,2016-10-05,3069,1789,-,24.7,18.3,24.7,140.5,68.0,서북서,22.7,1004.9,3000,o,o,o,o,o,o,o
433,2016-10-06,3166,1789,-,26.8,16.1,26.8,0.0,52.0,남남서,6.8,1019.3,0,o,o,o,o,o,o,o
434,2016-10-07,3301,1772,-,21.5,15.3,21.5,0.0,68.0,남동,7.9,1020.7,0,o,o,o,o,o,o,o
435,2016-10-10,3392,1769,-,20.3,11.7,20.3,0.0,58.0,남동,9.7,1018.6,0,o,o,o,o,o,o,o
436,2016-10-11,3471,1768,-,18.9,12.6,18.9,0.0,67.0,서북서,7.6,1018.4,0,o,o,o,o,o,o,o
437,2016-10-12,3464,1762,-,22.9,10.9,22.9,0.0,47.0,남동,5.8,1020.6,0,o,o,o,o,o,o,o
438,2016-10-13,3420,1782,-,20.8,12.7,20.8,0.0,60.0,서북서,5.0,1022.5,0,o,o,o,o,o,o,o
439,2016-10-14,3365,1765,-,24.4,9.9,24.4,0.0,40.0,남남동,7.6,1023.9,0,o,o,o,o,o,o,o
440,2016-10-17,3336,1709,-,24.5,18.1,24.5,0.0,68.0,서,9.4,1015.4,0,o,o,o,o,o,o,o
441,2016-10-18,3435,1683,-,21.9,15.4,21.9,0.0,67.0,북서,4.7,1019.0,0,x,o,o,o,o,o,o
442,2016-10-19,3468,1662,-,23.3,13.1,23.3,0.0,53.0,북서,9.7,1016.6,0,x,o,o,o,o,o,o
443,2016-10-20,3452,1644,-,23.5,12.1,23.5,0.0,49.0,동,6.1,1018.4,0,x,x,o,o,o,o,o
444,2016-10-21,3385,1646,-,17.0,12.5,17.0,0.0,75.0,서,4.7,1021.6,0,x,x,o,o,o,o,o
445,2016-10-24,3360,1652,-,20.6,8.8,20.6,0.0,47.0,남동,8.3,1018.3,0,x,x,x,o,o,o,o
446,2016-10-25,3368,1648,-,19.4,17.7,19.4,1.0,90.0,서남서,11.5,1010.3,0,x,x,x,o,o,o,o
447,2016-10-26,3374,1645,-,19.3,12.7,19.3,0.0,66.0,동북동,11.9,1017.1,0,x,x,x,x,o,o,o
448,2016-10-27,3374,1663,-,18.9,12.1,18.9,0.0,65.0,남동,5.4,1023.6,0,x,x,x,x,o,o,o
449,2016-10-28,3374,1667,-,15.1,14.9,14.8,3.5,99.0,북서,9.4,1012.1,0,x,x,x,x,x,o,o
450,2016-10-31,3332,1579,-,11.1,5.6,9.9,0.0,69.0,북서,10.4,1025.1,0,x,x,x,x,x,o,o
451,2016-11-01,3140,1567,-,12.2,-7.8,10.7,0.0,24.0,서북서,14.4,1026.6,0,x,x,x,x,x,x,o
452,2016-11-02,3035,1560,-,12.9,-8.3,11.5,0.0,22.0,북서,15.1,1024.8,0,x,x,x,x,x,x,o
453,2016-11-03,2785,1609,-,15.9,3.6,15.7,0.0,44.0,북서,10.1,1021.9,0,x,x,x,x,x,x,x
454,2016-11-04,2735,1618,-,18.7,2.4,18.7,0.0,34.0,서남서,9.0,1016.9,0,x,x,x,x,x,x,x
455,2016-11-07,2692,1626,-,18.3,6.1,18.3,0.0,45.0,남,6.1,1020.8,0,x,x,x,x,x,x,x
456,2016-11-08,2518,1515,-,16.4,2.0,15.9,0.2,38.0,서북서,14.0,1019.3,0,x,x,x,x,x,x,x
457,2016-11-09,2514,1529,-,14.2,1.7,13.5,0.0,43.0,북서,10.8,1026.4,0,x,x,x,x,x,x,x
458,2016-11-10,2390,1519,-,12.7,5.8,12.7,0.0,63.0,서남서,5.0,1019.3,0,x,x,x,x,x,x,x
459,2016-11-11,2405,1495,-,16.6,5.2,16.5,0.0,47.0,북서,10.4,1018.0,0,x,x,x,x,x,x,x
460,2016-11-14,2436,1358,-,17.9,16.2,17.9,3.5,90.0,북북서,5.8,1015.1,0,x,x,x,x,x,x,x
461,2016-11-15,2433,1416,-,18.5,-5.5,18.3,0.0,19.0,북서,17.3,1017.0,0,x,x,x,x,x,x,x
462,2016-11-16,2437,1401,-,14.2,-4.0,13.6,0.0,28.0,북서,10.1,1021.2,0,x,x,x,x,x,x,x
463,2016-11-17,2383,1377,-,17.7,2.0,17.7,0.0,35.0,북,4.3,1023.3,0,x,x,x,x,x,x,x
464,2016-11-18,2392,1358,-,18.4,12.8,18.3,0.0,70.0,동북동,14.0,1018.4,0,x,x,x,x,x,x,x
465,2016-11-21,2401,1341,-,15.4,10.7,15.4,0.0,74.0,북,5.4,1017.2,0,x,x,x,x,x,x,x
466,2016-11-22,2397,1344,-,12.4,3.3,11.0,0.0,54.0,북서,14.0,1017.0,0,x,x,x,x,x,x,x
467,2016-11-23,2406,1339,-,12.0,1.0,10.4,0.0,47.0,북서,14.4,1020.8,0,x,x,x,x,x,x,x
468,2016-11-24,2460,1335,-,7.5,-11.8,4.2,0.0,24.0,북서,20.2,1023.0,0,x,x,x,x,x,x,x
469,2016-11-25,2430,1334,-,9.9,-4.8,7.6,0.0,35.0,북서,16.2,1025.6,0,x,x,x,x,x,x,x
470,2016-11-28,2430,1329,-,10.3,-4.1,8.2,0.0,36.0,서북서,15.5,1025.5,0,x,x,x,x,x,x,x
471,2016-11-29,2430,1326,-,11.9,-5.6,10.6,0.0,29.0,북서,12.2,1031.5,0,x,x,x,x,x,x,x
472,2016-11-30,2440,1323,-,11.1,8.3,10.5,0.5,83.0,남동,6.8,1024.0,0,x,x,x,x,x,x,x
473,2016-12-01,2418,1325,-,13.0,1.9,11.7,0.0,47.0,북서,14.0,1022.2,0,x,x,x,x,x,x,x
474,2016-12-05,2375,1383,-,15.8,5.0,15.8,0.0,49.0,북서,8.3,1015.9,0,x,x,x,x,x,x,x
475,2016-12-06,2358,1389,-,8.6,-10.3,6.2,0.0,25.0,서북서,14.8,1024.6,0,x,x,x,x,x,x,x
476,2016-12-07,2374,1396,-,7.7,-6.1,6.3,0.0,37.0,북서,7.9,1020.7,0,x,x,x,x,x,x,x
477,2016-12-08,2431,1414,-,7.6,-0.3,6.6,0.0,57.0,남서,6.5,1017.6,0,x,x,x,x,x,x,x
478,2016-12-09,2434,1438,-,12.7,-2.0,11.2,0.0,36.0,북서,15.5,1016.1,0,x,x,x,x,x,x,x
479,2016-12-12,2438,1456,-,9.6,-0.3,8.0,0.0,50.0,서북서,11.2,1022.8,0,x,x,x,x,x,x,x
480,2016-12-13,2543,1483,-,9.6,3.7,8.1,0.0,67.0,북서,10.1,1015.6,0,x,x,x,x,x,x,x
481,2016-12-14,2550,1491,-,8.4,0.1,5.7,0.0,56.0,북서,16.9,1016.8,0,x,x,x,x,x,x,x
482,2016-12-15,2734,1505,-,5.7,-8.9,2.2,0.0,34.0,북서,18.4,1018.8,0,x,x,x,x,x,x,x
483,2016-12-16,2772,1530,-,4.6,-16.4,0.5,0.0,20.0,북서,20.5,1025.4,0,x,x,x,x,x,x,x
484,2016-12-19,2816,1379,-,8.1,7.9,7.1,3.0,99.0,서북서,6.8,1024.9,0,x,x,x,x,x,x,x
485,2016-12-20,2916,1359,-,14.7,9.2,14.7,0.0,70.0,북서,6.5,1025.2,0,x,x,x,x,x,x,x
486,2016-12-21,2922,1359,-,15.3,11.4,15.3,0.0,78.0,동남동,5.8,1024.1,0,x,x,x,x,x,x,x
487,2016-12-22,2941,1450,-,11.9,7.6,10.3,41.0,75.0,서북서,14.4,1007.7,0,x,x,x,x,x,x,x
488,2016-12-23,2984,1449,-,6.8,-4.0,3.4,0.0,46.0,북서,19.8,1016.4,0,x,x,x,x,x,x,x
489,2016-12-26,3001,1412,-,6.4,6.3,4.8,6.5,100.0,북서,7.9,1018.0,0,x,x,x,x,x,x,x
490,2016-12-27,3015,1395,-,7.7,-2.3,4.2,2.0,49.0,북서,22.7,1017.5,0,x,x,x,x,x,x,x
491,2016-12-28,3012,1389,-,7.0,-4.4,4.8,0.0,44.0,서북서,11.5,1027.9,0,x,x,x,x,x,x,x
492,2016-12-29,2957,1417,-,0.9,-12.8,-2.5,0.3,35.0,북서,11.2,1029.2,0,x,x,x,x,x,x,x
493,2016-12-30,2926,1441,-,5.6,-12.9,2.5,0.0,25.0,북서,15.1,1030.5,0,x,x,x,x,x,x,x
494,2017-01-02,3116,1445,-,13.7,2.2,12.8,0.0,46.0,북서,12.2,1021.0,0,x,x,x,x,x,x,x
495,2017-01-03,3085,1383,-,11.1,-5.0,9.7,0.0,32.0,북서,11.5,1022.9,0,x,x,x,x,x,x,x
496,2017-01-04,3055,1334,-,10.8,0.2,9.2,0.0,48.0,북서,12.6,1022.6,0,x,x,x,x,x,x,x
497,2017-01-05,3085,1308,-,9.8,4.3,,0.0,69.0,보통,0.0,1026.3,0,x,x,x,x,x,x,x
498,2017-01-06,3096,1303,-,11.4,0.1,11.1,0.0,46.0,서남서,5.8,1026.0,0,x,x,x,x,x,x,x
499,2017-01-09,3072,1284,-,10.2,-2.8,7.5,0.0,40.0,북서,20.9,1013.9,0,x,x,x,x,x,x,x
500,2017-01-10,3043,1276,-,6.3,-8.0,2.8,0.0,35.0,북서,19.4,1019.7,0,x,x,x,x,x,x,x
501,2017-01-11,3022,1265,-,3.4,-13.4,-0.1,0.0,28.0,북서,14.0,1023.2,0,x,x,x,x,x,x,x
502,2017-01-12,2892,1257,-,7.2,-3.0,3.5,0.0,48.0,서북서,23.4,1015.4,0,x,x,x,x,x,x,x
503,2017-01-13,2775,1249,-,5.2,-7.6,2.3,0.0,39.0,북서,13.3,1012.9,0,x,x,x,x,x,x,x
504,2017-01-16,2687,1233,-,5.2,-10.5,1.9,0.0,31.0,서북서,15.5,1026.4,0,x,x,x,x,x,x,x
505,2017-01-17,2666,1225,-,6.9,-7.5,4.7,0.0,35.0,서북서,11.2,1030.1,0,x,x,x,x,x,x,x
506,2017-01-18,2590,1222,-,7.1,-6.9,4.1,0.0,36.0,북서,16.9,1027.8,0,x,x,x,x,x,x,x
507,2017-01-19,2560,1221,-,7.6,-4.5,5.4,0.0,42.0,북서,11.9,1021.6,0,x,x,x,x,x,x,x
508,2017-01-20,2532,1223,-,3.5,-8.5,-0.9,0.0,41.0,북서,20.5,1016.9,0,x,x,x,x,x,x,x
509,2017-01-23,2600,1219,-,1.1,-15.0,-3.3,0.0,29.0,서북서,16.2,1027.7,0,x,x,x,x,x,x,x
510,2017-01-24,2523,1220,-,2.9,-15.2,-1.0,0.0,25.0,북서,15.8,1031.5,0,x,x,x,x,x,x,x
511,2017-01-25,2502,1230,-,5.4,-14.6,2.2,0.0,22.0,북서,15.5,1031.6,0,x,x,x,x,x,x,x
512,2017-01-26,2531,1251,-,8.6,-12.5,8.6,0.0,21.0,서남서,4.0,1027.0,0,x,x,x,x,x,x,x
513,2017-01-31,2501,1329,-,5.9,-5.1,3.4,0.0,45.0,북서,11.5,1025.8,0,x,x,x,x,x,x,x
514,2017-02-01,2454,1320,-,6.5,-9.0,2.5,0.0,32.0,북서,24.5,1024.1,0,x,x,x,x,x,x,x
515,2017-02-02,2471,1327,-,8.6,-14.4,5.9,0.0,18.0,서북서,16.9,1026.2,0,x,x,x,x,x,x,x
516,2017-02-03,2460,1307,-,9.7,-8.4,7.8,0.0,27.0,북서,13.0,1024.6,0,x,x,x,x,x,x,x
517,2017-02-06,2407,1310,-,7.4,-10.8,4.6,0.0,26.0,북서,15.8,1018.7,0,x,x,x,x,x,x,x
518,2017-02-07,2376,1310,-,8.3,-7.4,7.7,0.0,32.0,서남서,5.4,1023.4,0,x,x,x,x,x,x,x
519,2017-02-08,2376,1299,-,8.1,-4.7,6.4,0.0,40.0,북서,9.7,1016.1,0,x,x,x,x,x,x,x
520,2017-02-09,2396,1303,-,4.4,-13.4,0.1,0.0,26.0,북서,22.0,1009.9,0,x,x,x,x,x,x,x
521,2017-02-10,2396,1303,-,2.0,-15.5,-2.4,0.0,26.0,북서,18.0,1014.3,0,x,x,x,x,x,x,x
522,2017-02-13,2423,1301,-,8.5,-10.4,6.2,0.0,25.0,북서,13.7,1029.3,0,x,x,x,x,x,x,x
523,2017-02-14,2373,1309,-,8.7,-9.7,5.8,0.0,26.0,북서,19.1,1030.9,0,x,x,x,x,x,x,x
524,2017-02-15,2373,1320,-,12.8,-7.8,12.7,0.0,23.0,남남서,6.1,1028.9,0,x,x,x,x,x,x,x
525,2017-02-16,2317,1329,-,13.7,6.0,12.0,0.0,60.0,서남서,20.2,1020.8,0,x,x,x,x,x,x,x
526,2017-02-17,2296,1332,-,15.7,4.0,14.9,1.5,46.0,북서,15.8,1016.5,0,x,x,x,x,x,x,x
527,2017-02-20,2299,1341,-,12.4,-9.9,10.4,0.5,20.0,북서,20.2,1009.5,0,x,x,x,x,x,x,x
528,2017-02-21,2288,1345,-,9.8,-3.5,9.1,0.0,39.0,남서,6.5,1030.2,0,x,x,x,x,x,x,x
529,2017-02-22,2290,1346,-,5.3,5.0,4.3,3.5,98.0,서북서,5.4,1013.9,0,x,x,x,x,x,x,x
530,2017-02-23,2268,1346,-,8.1,-6.4,5.2,0.0,35.0,북서,17.6,1013.9,0,x,x,x,x,x,x,x
531,2017-02-24,2268,1350,-,6.4,-11.7,3.0,0.0,26.0,북서,18.4,1021.9,0,x,x,x,x,x,x,x
532,2017-02-27,2262,1351,-,9.5,2.3,8.2,0.0,61.0,남동,9.0,1025.8,0,x,x,x,x,x,x,x
533,2017-02-28,2262,1345,-,13.4,-0.2,13.2,0.0,39.0,남남동,6.8,1023.9,0,x,x,x,x,x,x,x
534,2017-03-02,2248,1345,-,10.0,-0.5,7.7,0.5,48.0,북북서,16.9,1012.1,0,x,x,x,x,x,x,x
535,2017-03-03,2248,1346,-,11.2,-7.1,9.6,0.0,27.0,서,13.3,1018.8,0,x,x,x,x,x,x,x
536,2017-03-06,2248,1328,-,9.4,-11.8,6.3,0.0,21.0,북서,23.0,1012.1,0,x,x,x,x,x,x,x
537,2017-03-07,2255,1329,-,7.6,-9.3,5.4,0.0,29.0,서북서,12.2,1012.8,0,x,x,x,x,x,x,x
538,2017-03-08,2261,1329,-,6.8,-9.1,3.3,0.0,31.0,서북서,20.2,1013.3,0,x,x,x,x,x,x,x
539,2017-03-09,2258,1332,-,11.0,-6.8,8.9,0.0,28.0,서남서,16.9,1012.8,0,x,x,x,x,x,x,x
540,2017-03-10,2244,1326,-,12.7,-9.1,11.7,0.0,21.0,북서,10.8,1017.8,0,x,x,x,x,x,x,x
541,2017-03-13,2249,1326,-,14.9,0.0,14.1,0.0,36.0,남남동,13.3,1015.7,0,x,x,x,x,x,x,x
542,2017-03-14,2240,1327,-,14.0,-1.6,13.2,0.0,34.0,북서,11.5,1014.5,0,x,x,x,x,x,x,x
543,2017-03-15,2240,1329,-,12.4,-6.6,10.8,0.0,26.0,북서,15.5,1021.9,0,x,x,x,x,x,x,x
544,2017-03-16,2229,1334,-,11.0,2.5,9.0,0.0,56.0,남남동,16.6,1020.6,0,x,x,x,x,x,x,x
545,2017-03-17,2217,1335,-,16.1,-2.9,15.8,0.0,27.0,남남서,10.8,1022.1,0,x,x,x,x,x,x,x
546,2017-03-20,2192,1349,-,14.2,4.7,13.8,0.0,53.0,동남동,9.0,1018.2,0,x,x,x,x,x,x,x
547,2017-03-21,2169,1347,-,16.4,1.6,15.9,3.0,37.0,북서,13.3,1012.2,0,x,x,x,x,x,x,x
548,2017-03-22,2108,1345,-,13.7,-4.5,12.9,0.0,28.0,북서,11.2,1020.0,0,x,x,x,x,x,x,x
549,2017-03-23,2098,1342,-,16.4,-2.6,16.1,0.0,27.0,남남서,11.9,1018.1,0,x,x,x,x,x,x,x
550,2017-03-24,2081,1343,-,12.0,1.3,10.1,0.0,48.0,남동,17.3,1022.1,0,x,x,x,x,x,x,x
551,2017-03-27,2100,1338,-,11.2,2.2,10.1,0.1,54.0,북서,9.7,1019.2,0,x,x,x,x,x,x,x
552,2017-03-28,2101,1337,-,14.7,-2.7,14.4,0.0,30.0,서,8.6,1022.7,0,x,x,x,x,x,x,x
553,2017-03-29,2114,1332,-,9.5,7.4,8.7,2.0,87.0,북서,6.8,1022.7,0,x,x,x,x,x,x,x
554,2017-03-30,2120,1330,-,18.6,3.9,18.5,0.0,38.0,남남동,15.8,1019.9,0,x,x,x,x,x,x,x
555,2017-03-31,2126,1332,-,11.1,4.7,10.9,0.0,65.0,북북동,5.4,1018.2,0,x,x,x,x,x,x,x
556,2017-04-03,2124,1321,-,21.3,-1.9,65.0,0.0,21.0,서북서,11.2,1021.1,0,x,x,x,x,x,x,x
557,2017-04-04,2124,1304,-,19.9,1.7,64.0,0.0,30.0,남남동,25.6,1023.8,0,x,x,x,x,x,x,x
558,2017-04-05,2126,1301,-,14.3,12.8,58.0,6.0,91.0,남남동,19.1,1021.3,0,x,x,x,x,x,x,x
559,2017-04-06,2112,1295,-,16.5,15.3,62.0,62.0,93.0,서남서,16.9,1012.1,0,x,x,x,x,x,x,x
560,2017-04-07,2143,1295,-,21.9,12.7,68.0,0.0,56.0,남,14.0,1013.6,0,x,x,x,x,x,x,x
561,2017-04-10,2153,1306,-,17.8,4.3,62.0,0.0,41.0,동,10.8,1011.9,0,x,x,x,x,x,x,x
562,2017-04-11,2139,1321,-,15.9,8.1,60.0,15.0,60.0,북서,19.1,1004.0,0,x,x,x,x,x,x,x
563,2017-04-12,2135,1333,-,19.0,-3.8,63.0,0.0,21.0,북서,13.3,1013.2,0,x,x,x,x,x,x,x
564,2017-04-13,2093,1340,-,20.2,3.3,65.0,0.0,33.0,남,16.6,1016.9,0,x,x,x,x,x,x,x
565,2017-04-14,2079,1346,-,18.9,10.4,64.0,0.0,58.0,서남서,22.7,1015.0,0,x,x,x,x,x,x,x
566,2017-04-17,2082,1360,-,17.9,17.8,64.0,26.0,100.0,서,5.0,996.0,0,x,x,x,x,x,x,x
567,2017-04-18,2062,1360,-,19.2,11.4,65.0,0.0,61.0,남남서,14.0,999.3,0,x,x,x,x,x,x,x
568,2017-04-19,2047,1357,-,21.0,1.7,65.0,0.0,28.0,서,13.7,1009.5,0,x,x,x,x,x,x,x
569,2017-04-20,2017,1352,-,19.4,9.8,65.0,0.0,54.0,남,11.5,1010.3,0,x,x,x,x,x,x,x
570,2017-04-21,1984,1355,-,19.9,7.9,65.0,0.0,46.0,남,18.7,1009.1,0,x,x,x,x,x,x,x
571,2017-04-24,1966,1380,-,20.6,6.5,65.0,0.0,40.0,남남동,15.5,1020.5,0,x,x,x,x,x,x,x
572,2017-04-25,1963,1395,-,21.2,14.3,68.0,0.3,65.0,남서,11.5,1019.9,0,x,x,x,x,x,x,x
573,2017-04-26,1958,1408,-,16.1,12.8,61.0,4.5,81.0,남동,9.0,1015.2,0,x,x,x,x,x,x,x
574,2017-04-27,1986,1413,-,20.3,2.5,65.0,0.0,31.0,북서,10.4,1010.8,0,x,x,x,x,x,x,x
575,2017-04-28,1958,1409,-,22.1,6.3,67.0,0.0,36.0,남,16.2,1006.0,0,x,x,x,x,x,x,x
576,2017-05-02,1980,1417,-,22.3,8.7,68.0,0.0,42.0,남동,19.1,1023.2,0,x,x,x,x,x,x,x
577,2017-05-04,1964,1430,-,24.4,14.1,71.0,0.0,53.0,남남동,11.9,1016.3,0,x,x,x,x,x,x,x
578,2017-05-08,1974,1463,-,27.2,4.8,71.0,0.0,24.0,서북서,12.2,1013.3,0,x,x,x,x,x,x,x
579,2017-05-10,1981,1487,-,20.2,15.1,67.0,0.0,73.0,북서,9.7,1009.9,0,x,x,x,x,x,x,x
580,2017-05-11,2064,1484,-,26.0,15.9,74.0,0.0,54.0,서북서,13.3,1011.2,0,x,x,x,x,x,x,x
581,2017-05-12,2072,1477,-,19.5,18.5,67.0,4.0,94.0,북서,3.2,1012.3,0,x,x,x,x,x,x,x
582,2017-05-15,1980,1520,-,23.8,5.6,68.0,0.0,31.0,북서,16.6,1010.9,0,x,x,x,x,x,x,x
583,2017-05-16,1976,1534,-,21.0,11.6,67.0,0.0,55.0,남남동,11.5,1010.2,0,x,x,x,x,x,x,x
584,2017-05-17,1970,1608,-,21.9,13.7,68.0,0.0,60.0,남동,13.7,1011.3,0,x,x,x,x,x,x,x
585,2017-05-18,1948,1607,-,28.9,9.0,74.0,0.0,29.0,서북서,10.4,1014.8,0,x,x,x,x,x,x,x
586,2017-05-19,1952,1588,-,29.1,11.6,75.0,0.0,34.0,남남동,15.8,1014.9,0,x,x,x,x,x,x,x
587,2017-05-22,1880,1809,-,25.4,14.2,72.0,0.0,50.0,남,17.3,1014.4,0,x,x,x,x,x,x,x
588,2017-05-23,1880,1707,-,24.5,14.2,71.0,0.0,53.0,남서,11.9,1010.8,0,x,x,x,x,x,x,x
589,2017-05-24,1880,1647,-,24.5,17.7,73.0,0.0,66.0,남남동,16.2,1007.6,0,x,x,x,x,x,x,x
590,2017-05-25,1895,1698,-,30.3,9.2,75.0,0.0,27.0,서,13.3,1003.6,0,x,x,x,x,x,x,x
591,2017-05-26,1883,1695,-,23.4,6.1,68.0,0.0,33.0,서북서,7.9,1006.7,0,x,x,x,x,x,x,x
592,2017-05-29,1876,1797,-,31.2,15.5,78.0,0.0,39.0,남,12.6,1010.5,0,x,x,x,x,x,x,x
593,2017-05-30,1879,1811,-,32.1,14.2,78.0,0.0,34.0,남남동,12.2,1009.1,0,x,x,x,x,x,x,x
594,2017-05-31,1862,1808,-,26.5,12.8,73.0,0.0,43.0,서남서,8.6,1003.0,0,x,x,x,x,x,x,x
595,2017-06-01,1804,1815,-,30.1,18.2,78.0,0.0,49.0,서북서,9.7,997.2,0,x,x,x,x,x,x,x
596,2017-06-02,1813,1816,-,24.1,13.6,71.0,0.0,52.0,남동,18.4,1003.8,0,x,x,x,x,x,x,x
597,2017-06-05,1820,1814,-,25.0,11.5,71.0,0.0,43.0,남동,20.5,1015.9,0,x,x,x,x,x,x,x
598,2017-06-07,1840,1825,-,22.4,18.3,71.0,14.0,78.0,서남서,14.4,1004.4,0,x,x,x,x,x,x,x
599,2017-06-08,1829,1821,-,27.7,9.4,73.0,0.0,32.0,북서,11.5,1009.0,0,x,x,x,x,x,x,x
600,2017-06-09,1856,1783,-,29.3,13.0,75.0,0.0,37.0,남남동,14.8,1006.9,0,x,x,x,x,x,x,x
601,2017-06-12,1871,1768,-,22.5,11.5,69.0,0.0,50.0,남동,20.9,1015.5,0,x,x,x,x,x,x,x
602,2017-06-13,1870,1763,-,23.7,14.1,71.0,0.0,55.0,남,16.6,1014.4,0,x,x,x,x,x,x,x
603,2017-06-14,1870,1740,-,25.5,14.9,73.0,0.0,52.0,남남동,23.4,1009.2,0,x,x,x,x,x,x,x
604,2017-06-15,1766,1772,-,32.6,11.1,78.0,0.0,27.0,북서,11.2,1005.9,0,x,x,x,x,x,x,x
605,2017-06-16,1741,1759,-,26.8,14.8,74.0,0.0,48.0,남동,19.4,1011.1,0,x,x,x,x,x,x,x
606,2017-06-19,1729,1751,-,29.3,18.7,78.0,0.0,53.0,남동,11.9,1008.3,0,x,x,x,x,x,x,x
607,2017-06-20,1752,1745,-,25.4,18.8,74.0,0.0,67.0,남동,13.7,1006.0,0,x,x,x,x,x,x,x
608,2017-06-21,1753,1746,-,25.3,18.2,74.0,0.0,65.0,남남동,18.0,1006.9,0,x,x,x,x,x,x,x
609,2017-06-22,1777,1748,-,27.4,18.3,76.0,0.0,58.0,남남동,19.4,1008.4,0,x,x,x,x,x,x,x
610,2017-06-23,1764,1753,-,28.0,18.6,77.0,0.0,57.0,남,16.2,1007.0,0,x,x,x,x,x,x,x
611,2017-06-26,1774,1754,-,25.6,19.2,75.0,0.0,68.0,남동,13.0,1008.1,0,x,x,x,x,x,x,x
612,2017-06-27,1774,1761,-,27.3,17.7,76.0,0.1,56.0,남남동,9.0,1010.8,0,x,x,x,x,x,x,x
613,2017-06-28,1763,1762,-,28.8,19.7,78.0,0.0,58.0,남,14.4,1012.4,0,x,x,x,x,x,x,x
614,2017-06-29,1779,1772,-,23.3,20.4,73.0,0.0,84.0,동남동,7.6,1013.3,0,x,x,x,x,x,x,x
615,2017-06-30,1779,1776,-,27.8,21.3,78.0,3.5,68.0,서남서,11.5,1009.4,0,x,x,x,x,x,x,x
616,2017-07-03,1786,1781,-,27.1,22.7,78.0,0.3,77.0,서,18.7,,3000,o,o,o,o,o,o,o
617,2017-07-04,1797,1799,-,29.9,23.8,81.0,10.0,70.0,서남서,13.3,,3000,o,o,o,o,o,o,o
618,2017-07-05,1807,1816,-,32.3,19.8,81.0,0.0,48.0,남서,9.0,1008.3,0,o,o,o,o,o,o,o
619,2017-07-06,1805,1831,-,27.7,23.0,79.0,0.0,76.0,남남동,14.0,,0,o,o,o,o,o,o,o
620,2017-07-07,1794,1860,-,26.3,24.7,78.0,1.0,91.0,남남동,8.3,,0,o,o,o,o,o,o,o
621,2017-07-10,1784,1882,-,25.5,24.6,77.0,2.7,95.0,남동,9.4,1005.9,0,o,o,o,o,o,o,o
622,2017-07-11,1784,1873,-,27.6,23.4,79.0,0.4,78.0,남남서,10.4,1010.1,0,o,o,o,o,o,o,o
623,2017-07-12,1789,1858,-,33.7,22.4,84.0,0.0,52.0,서남서,11.5,1009.2,0,o,o,o,o,o,o,o
624,2017-07-13,1776,1846,-,31.0,24.6,83.0,0.0,69.0,남남동,17.6,1007.3,0,o,o,o,o,o,o,o
625,2017-07-14,1770,1843,-,30.7,25.5,83.0,0.0,74.0,남남동,12.6,1009.1,0,o,o,o,o,o,o,o
