날짜,avg_moo_x,avg_moo_y,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
2018-11-23,1585,1585,9.8,-9.8,7.1,24.0,20.5,1027.3
2018-11-26,1564,1564,16.9,4.8,16.9,45.0,5.0,1024.2
2018-11-27,1563,1563,16.9,0.5,16.5,33.0,13.7,1021.1
2018-11-28,1577,1577,15.8,0.0,15.6,34.0,10.1,1020.9
2018-11-29,1535,1535,14.7,-3.6,14.7,28.0,5.0,1025.3
2018-11-30,1541,1541,15.9,1.9,15.9,39.0,6.8,1024.6
2018-12-03,1526,1526,16.6,15.6,16.6,94.0,2.2,1016.8
2018-12-04,1526,1526,15.5,11.4,15.2,77.0,10.1,1013.7
2018-12-05,1524,1524,12.7,-0.9,11.6,39.0,11.5,1023.6
2018-12-06,1475,1475,7.3,3.1,4.5,75.0,15.8,1019.5
2018-12-10,1496,1496,7.1,-12.1,4.5,24.0,14.0,1031.3
2018-12-11,1496,1496,3.3,1.8,0.0,90.0,13.0,1024.0
2018-12-12,1496,1496,6.0,-10.3,2.9,30.0,15.8,1026.6
2018-12-13,1440,1440,7.5,-4.6,5.4,42.0,11.2,1026.3
2018-12-14,1440,1440,4.9,-13.0,1.2,26.0,17.6,1031.7
2018-12-17,1440,1440,9.0,-0.8,7.0,50.0,12.6,1017.0
2018-12-18,1511,1511,9.3,-2.6,7.8,43.0,9.7,1020.6
2018-12-19,1513,1513,14.7,-0.6,14.4,35.0,8.6,1020.7
2018-12-20,1516,1516,10.5,2.0,10.5,56.0,3.2,1022.4
2018-12-21,1524,1524,12.0,4.2,11.7,59.0,6.5,1021.9
2018-12-24,1521,1521,7.5,-15.3,4.2,18.0,19.8,1024.7
2018-12-26,1523,1523,10.2,-8.4,7.9,26.0,17.6,1020.1
2018-12-27,1492,1492,3.2,-21.8,-1.3,14.0,20.5,1023.9
2018-12-28,1488,1488,0.1,-16.2,-4.4,28.0,15.8,1026.9
2018-12-31,1498,1498,6.4,-9.1,4.4,32.0,9.7,1033.1
2019-01-02,1475,1475,5.5,-10.3,1.9,31.0,18.0,1030.4
2019-01-03,1459,1459,6.5,-14.9,3.0,20.0,19.8,1032.5
2019-01-04,1457,1457,2.9,-12.6,2.9,31.0,3.6,1029.8
2019-01-07,1456,1456,7.5,-14.0,4.9,20.0,14.4,1025.8
2019-01-08,1454,1454,7.4,-9.0,5.0,30.0,13.3,1023.8
2019-01-09,1454,1454,3.5,-11.3,-0.3,33.0,16.2,1031.4
2019-01-10,1395,1395,8.1,-11.3,5.4,24.0,16.6,1022.1
2019-01-11,1393,1393,9.9,-3.4,8.8,39.0,8.3,1024.6
2019-01-14,1406,1406,10.8,-5.6,9.1,31.0,13.7,1023.5
2019-01-15,1393,1393,10.2,-4.6,8.9,35.0,9.7,1020.1
2019-01-16,1367,1367,3.5,-15.2,-0.7,24.0,18.7,1023.3
2019-01-17,1429,1429,6.5,-7.1,2.9,37.0,20.2,1020.1
2019-01-18,1414,1414,9.0,-7.6,6.7,30.0,15.1,1025.5
2019-01-21,1413,1413,7.0,-7.8,4.4,34.0,14.0,1020.3
2019-01-22,1435,1435,10.3,-5.3,9.4,33.0,7.9,1018.8
2019-01-23,1415,1415,11.2,-3.3,9.7,36.0,12.6,1018.0
2019-01-24,1424,1424,10.1,-12.5,8.5,19.0,11.5,1022.6
2019-01-25,1421,1421,6.6,-11.5,4.9,26.0,8.6,1019.8
2019-01-28,1398,1398,10.7,-9.0,8.5,24.0,17.3,1018.0
2019-01-29,1386,1386,10.6,-2.8,10.0,39.0,6.8,1026.8
2019-01-30,1399,1399,12.6,-10.4,11.7,19.0,10.1,1022.7
2019-01-31,1409,1409,-0.6,-1.0,-5.0,97.0,14.4,1016.5
2019-02-01,1422,1422,3.9,-6.1,0.3,48.0,15.8,1022.9
2019-02-07,1400,1400,11.5,1.9,10.1,52.0,12.2,1015.9
2019-02-08,1403,1403,6.7,-10.5,4.0,28.0,14.0,1023.0
2019-02-11,1412,1412,5.4,-11.6,2.1,28.0,15.8,1027.9
2019-02-12,1394,1394,7.3,-8.3,4.5,32.0,15.8,1031.5
2019-02-13,1394,1394,8.2,-10.2,5.5,26.0,16.9,1028.4
2019-02-14,1399,1399,9.6,-1.4,8.4,46.0,8.6,1029.6
2019-02-15,1399,1399,10.3,1.1,9.5,53.0,7.6,1020.3
2019-02-18,1399,1399,9.1,-10.9,9.1,23.0,3.2,1024.5
2019-02-19,1386,1386,6.5,5.7,3.9,95.0,13.0,1013.8
2019-02-20,1372,1372,9.0,-2.6,6.0,44.0,20.9,1023.0
2019-02-21,1293,1293,11.5,0.0,11.2,45.0,6.1,1024.9
2019-02-22,1299,1299,13.5,0.8,13.5,42.0,4.3,1018.8
2019-02-25,1318,1318,16.2,-4.9,15.8,23.0,12.6,1018.2
2019-02-26,1316,1316,11.4,-14.3,9.7,15.0,14.4,1022.6
2019-02-27,1326,1326,12.9,2.7,11.6,50.0,14.4,1020.3
2019-02-28,1354,1354,13.6,-4.6,13.6,28.0,4.3,1016.4
2019-03-04,1346,1346,17.8,0.0,17.8,30.0,7.2,1011.9
2019-03-05,1350,1350,16.6,0.6,16.5,34.0,9.7,1020.0
2019-03-06,1344,1344,10.4,7.8,9.5,84.0,7.9,1014.4
2019-03-07,1349,1349,12.5,0.8,12.5,45.0,4.3,1018.4
2019-03-08,1339,1339,15.4,4.4,14.4,48.0,16.9,1024.2
2019-03-11,1339,1339,14.7,4.3,13.8,50.0,13.7,1008.2
2019-03-12,1342,1342,14.0,0.5,12.4,40.0,20.2,1009.8
2019-03-13,1346,1346,9.5,-6.0,5.7,33.0,33.5,1018.9
2019-03-14,1345,1345,12.5,-11.9,11.4,17.0,11.9,1022.9
2019-03-15,1339,1339,12.9,0.6,12.5,43.0,7.6,1017.2
2019-03-18,1327,1327,14.4,0.2,13.5,38.0,13.7,1019.5
2019-03-19,1327,1327,21.7,1.3,21.7,26.0,15.1,1014.8
2019-03-20,1327,1327,15.7,12.2,15.4,80.0,10.4,1014.2
2019-03-21,1282,1282,21.3,9.5,21.3,47.0,16.9,1003.8
2019-03-22,1272,1272,14.1,-2.3,12.8,32.0,16.9,1015.7
2019-03-25,1270,1270,14.4,0.2,14.2,38.0,7.9,1017.6
2019-03-26,1252,1252,20.1,-1.7,20.1,23.0,17.3,1016.7
2019-03-27,1246,1246,19.0,0.0,18.7,28.0,20.9,1014.2
2019-03-28,1330,1330,16.5,8.4,15.8,59.0,16.2,1013.2
2019-03-29,1320,1320,17.3,10.1,16.6,63.0,19.1,1012.4
2019-04-01,1326,1326,12.1,-8.4,56.0,23.0,18.4,1020.9
2019-04-02,1333,1333,13.8,-6.4,57.0,24.0,12.6,1021.1
2019-04-03,1337,1337,15.5,-9.4,59.0,17.0,11.9,1022.3
2019-04-04,1328,1328,20.9,-3.6,64.0,19.0,9.7,1016.6
2019-04-05,1329,1329,21.4,3.5,66.0,31.0,24.8,1007.2
2019-04-08,1323,1323,21.8,-0.2,66.0,23.0,16.6,1012.6
2019-04-09,1318,1318,14.4,1.9,58.0,43.0,24.1,1017.8
2019-04-10,1315,1315,11.2,6.3,53.0,72.0,12.6,1009.5
2019-04-11,1330,1330,13.2,5.3,56.0,59.0,10.1,1015.3
2019-04-12,1337,1337,17.7,0.3,62.0,31.0,12.6,1017.6
2019-04-15,1342,1342,20.5,-2.6,64.0,21.0,15.1,1017.8
2019-04-16,1342,1342,22.5,2.5,67.0,27.0,16.9,1017.0
2019-04-17,1348,1348,24.4,5.1,69.0,29.0,9.7,1011.6
2019-04-18,1357,1357,22.5,7.8,68.0,39.0,15.8,1011.4
2019-04-19,1364,1364,15.6,7.6,60.0,59.0,4.7,1018.9
2019-04-22,1351,1351,24.1,12.0,70.0,47.0,20.5,1015.9
2019-04-23,1348,1348,17.8,13.3,63.0,75.0,5.4,1015.6
2019-04-24,1345,1345,21.4,18.5,69.0,84.0,4.3,1005.8
2019-04-25,1295,1295,16.9,8.3,61.0,57.0,2.9,1009.2
2019-04-26,1286,1286,11.8,9.6,54.0,87.0,4.7,1012.2
2019-04-29,1313,1313,12.3,11.5,54.0,95.0,9.0,1013.4
2019-04-30,1338,1338,18.7,13.1,64.0,70.0,2.9,1008.8
2019-05-02,1482,1482,20.9,12.8,67.0,60.0,20.5,1011.8
2019-05-03,1517,1517,24.8,7.4,70.0,33.0,14.4,1016.8
2019-05-07,1504,1504,21.8,2.4,66.0,28.0,13.0,1015.6
2019-05-08,1528,1528,23.8,1.9,68.0,24.0,11.5,1011.5
2019-05-09,1549,1549,26.4,3.5,70.0,23.0,6.8,1008.7
2019-05-10,1561,1561,25.4,6.0,70.0,29.0,15.5,1012.5
2019-05-13,1576,1576,24.8,13.9,72.0,51.0,12.6,1015.7
2019-05-14,1576,1576,25.8,17.1,74.0,59.0,21.2,1012.7
2019-05-15,1594,1594,27.2,13.5,74.0,43.0,14.0,1013.5
2019-05-16,1543,1543,29.5,14.8,76.0,41.0,12.2,1012.4
2019-05-17,1543,1543,24.7,13.8,71.0,51.0,13.0,1013.2
2019-05-20,1536,1536,22.3,11.0,68.0,49.0,16.9,1003.9
2019-05-21,1639,1639,24.8,4.5,69.0,27.0,15.8,1006.1
2019-05-22,1672,1672,26.7,4.4,71.0,24.0,17.6,1006.9
2019-05-23,1682,1682,29.3,9.9,74.0,30.0,20.2,1007.9
2019-05-24,1653,1653,29.6,16.7,77.0,46.0,13.3,1012.0
2019-05-27,1682,1682,19.9,18.7,67.0,93.0,21.6,1007.5
2019-05-28,1680,1680,23.7,7.7,69.0,36.0,12.6,1010.5
2019-05-29,1675,1675,29.3,8.3,74.0,27.0,11.5,1008.7
2019-05-30,1652,1652,28.7,10.8,74.0,33.0,10.1,1010.3
2019-05-31,1675,1675,22.0,12.5,68.0,55.0,11.9,1010.6
2019-06-03,1636,1636,28.8,17.3,77.0,50.0,14.0,1007.8
2019-06-04,1621,1621,28.1,18.4,77.0,56.0,16.9,1008.9
2019-06-05,1551,1551,30.0,17.7,78.0,48.0,14.4,1012.5
2019-06-07,1560,1560,20.4,19.5,68.0,95.0,0.7,1000.0
2019-06-10,1560,1560,24.0,13.5,71.0,52.0,4.7,1006.7
2019-06-11,1560,1560,24.2,15.4,72.0,58.0,11.5,1008.8
2019-06-12,1543,1543,24.9,16.0,72.0,58.0,13.3,1011.0
2019-06-13,1677,1677,27.5,16.4,75.0,51.0,9.4,1010.3
2019-06-14,1669,1669,20.4,17.2,68.0,82.0,10.8,1005.6
2019-06-17,1666,1666,26.1,18.2,75.0,62.0,10.8,1012.1
2019-06-18,1670,1670,26.2,19.3,75.0,66.0,8.3,1010.5
2019-06-19,1669,1669,28.1,19.0,77.0,58.0,14.8,1006.2
2019-06-20,1658,1658,30.1,19.7,79.0,54.0,12.6,1006.4
2019-06-21,1658,1658,29.3,19.6,78.0,56.0,14.8,1004.2
2019-06-24,1658,1658,23.8,16.8,72.0,65.0,15.1,1014.0
2019-06-25,1658,1658,26.3,19.1,75.0,65.0,14.0,1015.6
2019-06-26,1661,1661,19.1,18.2,66.0,95.0,1.4,1011.0
2019-06-27,1623,1623,25.3,23.3,76.0,89.0,5.8,1000.4
2019-06-28,1622,1622,25.9,20.6,76.0,73.0,11.2,1003.5
2019-07-01,1625,1625,25.9,22.9,77.0,84.0,5.8,1006.4
2019-07-02,1625,1625,29.5,21.1,79.0,61.0,9.7,1008.6
2019-07-03,1625,1625,26.1,21.3,76.0,75.0,9.0,1007.6
2019-07-04,1609,1609,29.1,20.5,79.0,60.0,16.9,1006.0
2019-07-05,1609,1609,30.0,21.3,80.0,60.0,11.2,1003.2
2019-07-08,1623,1623,28.5,18.5,77.0,55.0,8.6,1006.4
2019-07-09,1623,1623,24.5,18.1,73.0,68.0,4.7,1006.8
2019-07-10,1628,1628,22.5,20.0,71.0,86.0,7.6,1005.9
2019-07-11,1630,1630,27.9,22.1,78.0,71.0,6.5,1002.9
2019-07-12,1636,1636,28.5,18.8,77.0,56.0,6.1,1006.0
2019-07-15,1622,1622,26.8,20.8,77.0,70.0,13.0,1008.5
2019-07-16,1607,1607,27.8,20.3,77.0,64.0,9.4,1011.6
2019-07-17,1599,1599,28.9,19.2,78.0,56.0,12.2,1012.7
2019-07-18,1615,1615,23.0,21.6,73.0,92.0,8.6,1010.9
2019-07-19,1615,1615,23.8,23.1,74.0,96.0,2.9,1008.2
2019-07-22,1622,1622,32.5,25.3,84.0,66.0,8.6,1006.3
2019-07-23,1630,1630,32.3,25.1,84.0,66.0,10.4,1005.5
2019-07-24,1624,1624,30.7,23.1,81.0,64.0,12.6,1005.8
2019-07-25,1562,1562,27.3,24.9,79.0,87.0,8.6,1007.3
2019-07-26,1634,1634,26.2,25.3,79.0,95.0,6.8,1006.7
2019-07-29,1599,1599,31.9,24.7,84.0,66.0,12.2,1011.0
2019-07-30,1576,1576,32.0,24.3,83.0,64.0,16.6,1009.9
2019-07-31,1572,1572,32.9,24.3,84.0,61.0,14.0,1011.4
2019-08-01,1531,1531,32.6,24.8,84.0,64.0,16.6,1012.0
2019-08-02,1533,1533,34.5,26.1,87.0,62.0,11.2,1010.8
2019-08-05,1547,1547,35.1,25.2,86.0,57.0,10.1,1009.0
2019-08-06,1526,1526,28.3,22.9,79.0,73.0,8.6,1004.6
2019-08-07,1542,1542,31.2,25.5,84.0,72.0,18.7,1007.3
2019-08-08,1570,1570,34.4,25.2,86.0,59.0,11.9,1008.4
2019-08-09,1575,1575,33.7,24.8,85.0,60.0,11.5,1007.5
2019-08-12,1567,1567,32.4,25.4,84.0,67.0,14.0,1002.9
2019-08-13,1571,1571,33.2,23.8,84.0,58.0,6.8,1001.7
2019-08-14,1565,1565,32.4,23.9,83.0,61.0,7.2,998.2
2019-08-16,1556,1556,29.9,23.0,81.0,67.0,8.3,996.1
2019-08-19,1546,1546,30.7,23.6,82.0,66.0,13.3,1009.0
2019-08-20,1542,1542,29.6,21.0,79.0,60.0,5.4,1009.9
2019-08-21,1553,1553,29.8,24.6,82.0,74.0,5.0,1009.4
2019-08-22,1581,1581,26.6,24.8,79.0,90.0,9.4,1005.2
2019-08-23,1589,1589,28.7,20.4,78.0,61.0,8.3,1009.2
2019-08-26,1602,1602,28.7,21.7,79.0,66.0,11.2,1012.9
2019-08-27,1602,1602,22.8,21.9,73.0,95.0,7.9,1007.4
2019-08-28,1602,1602,27.5,22.4,78.0,74.0,4.0,1007.9
2019-08-29,1660,1660,24.2,22.6,75.0,91.0,4.0,1007.2
2019-08-30,1653,1653,29.9,18.9,78.0,52.0,9.4,1008.7
2019-09-02,1665,1665,22.1,21.5,72.0,97.0,4.3,1016.9
2019-09-03,1619,1619,26.1,23.1,77.0,84.0,4.7,1015.6
2019-09-04,1654,1654,26.8,23.2,78.0,81.0,13.3,1013.9
2019-09-05,1797,1797,29.6,24.0,81.0,72.0,13.7,1012.2
2019-09-06,1856,1856,29.2,24.3,81.0,75.0,13.7,1008.9
2019-09-09,1978,1978,31.4,23.2,82.0,62.0,16.6,1009.8
2019-09-10,2021,2021,29.1,24.6,81.0,77.0,11.5,1013.6
2019-09-11,2053,2053,27.5,23.9,79.0,81.0,10.1,1014.1
2019-09-16,2171,2171,28.5,17.9,77.0,53.0,4.3,1009.6
2019-09-17,2161,2161,29.4,13.5,76.0,38.0,5.4,1013.9
2019-09-18,2164,2164,31.2,9.9,76.0,27.0,9.0,1013.7
2019-09-19,1970,1970,25.1,12.3,71.0,45.0,10.4,1017.4
2019-09-20,2020,2020,26.3,14.7,73.0,49.0,6.8,1016.2
2019-09-23,2075,2075,20.7,16.3,68.0,76.0,3.2,1015.0
2019-09-24,2063,2063,25.6,15.3,73.0,53.0,5.0,1017.7
2019-09-25,2010,2010,25.3,15.6,73.0,55.0,15.1,1020.9
2019-09-26,2026,2026,27.2,17.6,75.0,56.0,8.3,1022.9
2019-09-27,2034,2034,26.1,19.9,75.0,69.0,13.0,1021.9
2019-09-30,2068,2068,29.3,22.7,80.0,68.0,11.9,1016.4
2019-10-01,2086,2086,23.4,22.0,23.4,92.0,6.8,1020.2
2019-10-02,2177,2177,23.4,22.3,23.4,94.0,9.7,1011.4
2019-10-04,2422,2422,26.4,18.2,26.4,61.0,14.0,1013.5
2019-10-07,2567,2567,20.4,14.9,20.4,71.0,7.2,1016.5
2019-10-08,2628,2628,23.2,12.4,23.2,51.0,13.3,1016.1
2019-10-10,2777,2777,24.2,9.7,24.2,40.0,9.7,1014.0
2019-10-11,2776,2776,27.6,13.1,27.6,41.0,4.3,1012.1
2019-10-14,2791,2791,23.8,11.4,23.8,46.0,13.3,1021.6
2019-10-15,2805,2805,19.0,10.2,19.0,57.0,4.7,1027.9
2019-10-16,2818,2818,21.0,9.5,21.0,48.0,9.0,1025.0
2019-10-17,2814,2814,19.4,12.8,19.4,66.0,9.4,1023.8
2019-10-18,2813,2813,15.6,14.6,15.5,94.0,8.6,1020.0
2019-10-21,2842,2842,24.6,11.5,24.6,44.0,5.4,1016.5
2019-10-22,2842,2842,23.0,14.2,23.0,58.0,5.4,1016.2
2019-10-23,2841,2841,20.8,14.2,20.8,66.0,5.8,1016.8
2019-10-24,2869,2869,20.9,15.4,20.9,71.0,7.2,1015.9
2019-10-25,2866,2866,24.4,13.5,24.4,51.0,11.5,1015.1
2019-10-28,2858,2858,20.3,5.1,20.3,37.0,12.2,1016.5
2019-10-29,2862,2862,20.2,7.8,20.2,45.0,8.3,1014.4
2019-10-30,2858,2858,20.0,2.7,20.0,32.0,11.2,1020.0
2019-10-31,2920,2920,21.0,5.7,21.0,37.0,12.6,1019.6
2019-11-01,2838,2838,23.0,7.9,23.0,38.0,15.8,1019.8
2019-11-04,2737,2737,18.2,8.4,18.2,53.0,2.9,1021.8
2019-11-05,2726,2726,19.9,6.2,19.9,41.0,13.3,1017.8
2019-11-06,2728,2728,17.8,3.2,17.8,38.0,8.6,1015.2
2019-11-07,2736,2736,18.6,5.4,18.5,42.0,15.1,1015.3
2019-11-08,2680,2680,18.0,4.1,18.0,40.0,12.6,1017.9
2019-11-11,2620,2620,19.0,6.7,18.7,45.0,20.5,1009.9
2019-11-12,2558,2558,19.0,3.5,19.0,36.0,6.1,1020.5
2019-11-13,2562,2562,15.4,4.7,14.8,49.0,12.2,1016.1
2019-11-14,2555,2555,9.7,-9.9,6.9,24.0,20.5,1023.0
2019-11-15,2535,2535,17.1,1.0,17.1,34.0,4.3,1019.4
2019-11-18,2538,2538,14.1,5.9,13.8,58.0,8.3,1015.5
2019-11-19,2503,2503,8.4,-4.1,6.8,41.0,9.7,1023.4
2019-11-20,2511,2511,10.7,-6.6,8.8,29.0,14.4,1029.0
2019-11-21,2508,2508,15.1,-1.5,14.7,32.0,10.1,1030.0
2019-11-22,2556,2556,18.6,6.7,18.6,46.0,6.5,1026.4
2019-11-25,2533,2533,14.4,6.2,14.1,58.0,8.6,1025.7
2019-11-26,2533,2533,,,,,,
2019-11-27,2522,2522,,,,,,
2019-11-28,2504,2504,,,,,,
2019-11-29,2504,2504,,,,,,
2019-12-02,2526,2526,,,,,,
2019-12-03,2546,2546,,,,,,
2019-12-04,2554,2554,,,,,,
2019-12-05,2556,2556,,,,,,
2019-12-09,2583,2583,12.1,-4.1,11.2,32.0,9.4,1023.5
2019-12-10,2678,2678,16.5,5.1,16.5,47.0,7.9,1020.1
2019-12-11,2764,2764,17.6,5.8,17.4,46.0,13.7,1014.2
2019-12-12,2866,2866,8.4,-11.5,6.8,23.0,9.4,1027.4
2019-12-13,2911,2911,9.6,-6.7,8.5,31.0,8.3,1027.2
2019-12-16,2972,2972,16.1,4.7,16.1,47.0,7.6,1023.0
2019-12-17,2992,2992,14.8,8.9,14.8,68.0,5.8,1012.7
2019-12-18,3021,3021,13.8,-3.0,12.7,31.0,14.4,1019.9
2019-12-19,3055,3055,11.2,-11.6,9.3,19.0,15.8,1020.7
2019-12-20,3049,3049,9.0,-4.5,7.2,38.0,11.5,1027.4
2019-12-23,3082,3082,12.0,-0.2,10.7,43.0,12.2,1019.8
2019-12-24,3073,3073,10.9,-0.5,9.2,45.0,13.3,1025.4
2019-12-26,3068,3068,6.1,0.6,3.0,68.0,15.8,1012.9
2019-12-27,3022,3022,8.1,-12.3,5.4,22.0,16.2,1022.1
2019-12-30,2987,2987,13.3,7.5,12.5,68.0,10.4,1019.7
2019-12-31,3023,3023,2.5,-18.2,-1.9,20.0,18.7,1031.1
