날짜,현재일기,현재기온,이슬점온도,체감온도,강수량,습도,풍향,풍속,해면기압
2018-01-22 14:00:00,-,5.3,1.9,4.4,0.1,79,서북서,5.0,1014.9
2018-01-21 14:00:00,-,9.9,-8.7,9.9,0,26,서,4.0,1022.2
2018-01-20 14:00:00,-,,,,0,,북서,15.8,
2018-01-19 14:00:00,-,8.5,-8.1,6.1,0,30,북서,14.8,1021.2
2018-01-18 14:00:00,-,9.4,2.2,7.2,0,61,북서,15.1,1021.5
2018-01-17 14:00:00,-,6.3,4.7,3.2,5.2,90,북서,15.8,1016.5
2018-01-16 14:00:00,-,6.1,5.8,4.3,6.1,98,북서,8.6,1016.1
2018-01-15 14:00:00,-,13.7,1.3,13.7,0.2,43,서,5.8,1022.3
2018-01-14 14:00:00,-,7.9,-4.8,7.4,0,40,남동,5.0,1029.8
2018-01-13 14:00:00,-,3.9,-7.5,0.9,0,43,북서,11.9,1031.8
2018-01-12 14:00:00,-,-2.6,-18.2,-8.5,0,29,북서,19.8,1028.2
2018-01-11 14:00:00,-,-2.5,-15.9,-8.0,0,35,북서,17.6,1024.2
2018-01-10 14:00:00,-,-0.1,-7.6,-4.1,0.8,57,북서,13.0,1016.2
2018-01-09 14:00:00,-,4.0,-10.1,0.1,0,35,서북서,18.0,1012.3
2018-01-08 14:00:00,-,3.6,3.0,1.1,2.4,96,북서,9.7,1007.0
2018-01-07 14:00:00,-,4.3,-8.4,3.0,0,39,북서,5.8,1021.2
2018-01-06 14:00:00,-,6.9,-10.8,3.9,0,27,북서,16.2,1021.0
2018-01-05 14:00:00,-,7.0,-10.3,4.1,0,28,서북서,15.5,1016.5
2018-01-04 14:00:00,-,5.0,-12.9,3.2,0,26,서,7.9,1024.0
2018-01-03 14:00:00,-,5.4,-15.2,1.8,0,21,북서,18.0,1027.1
2018-01-02 14:00:00,-,7.7,-8.4,6.1,0,31,북서,9.0,1026.6
2018-01-01 14:00:00,-,5.9,-14.8,3.1,0,21,북서,13.3,1026.3
