,날짜,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
2015,2012-09-30 14:00:00,23.4,7.8,69,37,10.8,1008.0
2016,2012-09-29 14:00:00,23.9,6.1,69,32,14.8,1009.9
2017,2012-09-28 14:00:00,24.9,13.7,72,50,9.0,1011.9
2018,2012-09-27 14:00:00,27.5,14.1,74,44,4.7,1017.6
2019,2012-09-26 14:00:00,25.3,11.0,71,41,10.8,1020.8
2020,2012-09-25 14:00:00,26.8,9.1,72,33,6.8,1020.4
2021,2012-09-24 14:00:00,26.5,8.4,72,32,7.2,1013.1
2022,2012-09-23 14:00:00,26.4,10.9,72,38,6.8,1010.5
2023,2012-09-22 14:00:00,23.4,14.3,70,57,12.6,1012.7
2024,2012-09-21 14:00:00,24.1,12.7,71,49,8.6,1015.3
2025,2012-09-20 14:00:00,25.6,7.6,71,32,11.5,1014.9
2026,2012-09-19 14:00:00,25.4,9.6,71,37,14.0,1009.6
2027,2012-09-18 14:00:00,24.7,15.0,72,55,12.2,1004.8
2028,2012-09-17 14:00:00,21.4,17.9,69,81,44.3,988.3
2029,2012-09-16 14:00:00,21.2,17.6,69,80,10.4,1012.6
2030,2012-09-15 14:00:00,20.3,15.7,67,75,5.4,1017.7
2031,2012-09-14 14:00:00,21.5,16.6,69,74,7.2,1013.2
2032,2012-09-13 14:00:00,26.5,17.8,75,59,15.5,1009.4
2033,2012-09-12 14:00:00,25.0,15.0,72,54,7.6,1010.7
2034,2012-09-11 14:00:00,27.6,15.2,75,47,5.4,1013.5
2035,2012-09-10 14:00:00,24.5,16.9,72,63,4.0,1013.2
2036,2012-09-09 14:00:00,21.3,17.7,69,80,5.4,1014.0
2037,2012-09-08 14:00:00,27.6,21.3,78,69,15.1,1013.5
2038,2012-09-07 14:00:00,27.1,18.6,76,60,11.5,1016.8
2039,2012-09-06 14:00:00,28.0,12.3,74,38,5.4,1018.3
2040,2012-09-05 14:00:00,27.9,16.1,75,49,8.6,1017.2
2041,2012-09-04 14:00:00,28.7,22.4,79,69,13.0,1015.0
2042,2012-09-03 14:00:00,28.7,19.8,78,59,9.7,1012.7
2043,2012-09-02 14:00:00,29.9,18.3,78,50,11.2,1013.0
2044,2012-09-01 14:00:00,27.3,16.2,75,51,16.6,1013.5
2045,2012-08-31 14:00:00,26.1,17.9,74,61,14.4,1012.5
2046,2012-08-30 14:00:00,25.6,21.2,76,77,42.1,1003.2
2047,2012-08-29 14:00:00,31.3,22.3,81,59,15.1,1010.8
2048,2012-08-28 14:00:00,27.6,23.8,79,80,38.2,1001.3
2049,2012-08-27 14:00:00,32.6,20.1,81,48,13.0,1008.7
2050,2012-08-26 14:00:00,34.0,21.0,83,47,16.9,1011.2
2051,2012-08-25 14:00:00,32.9,22.9,83,56,10.8,1014.8
2052,2012-08-24 14:00:00,24.5,21.6,75,84,5.4,1016.9
2053,2012-08-23 14:00:00,24.8,21.3,75,81,5.4,1015.3
2054,2012-08-22 14:00:00,26.6,22.6,77,79,11.2,1011.8
2055,2012-08-21 14:00:00,33.2,24.0,84,59,19.1,1011.7
2056,2012-08-20 14:00:00,30.9,25.4,83,73,18.7,1010.3
2057,2012-08-19 14:00:00,34.1,26.3,86,64,12.6,1010.3
2058,2012-08-18 14:00:00,35.1,24.9,86,56,12.6,1011.2
2059,2012-08-17 14:00:00,33.6,25.0,85,61,11.9,1013.3
2060,2012-08-16 14:00:00,33.8,26.2,86,65,14.8,1010.9
2061,2012-08-15 14:00:00,28.7,24.6,81,79,12.2,1008.6
2062,2012-08-14 14:00:00,28.9,21.6,79,65,4.0,1009.8
2063,2012-08-13 14:00:00,28.4,24.8,80,81,5.0,1003.3
2064,2012-08-12 14:00:00,30.6,25.1,83,73,9.4,1004.5
2065,2012-08-11 14:00:00,34.7,22.7,84,50,12.2,1007.1
2066,2012-08-10 14:00:00,31.9,21.1,81,53,18.0,1006.4
2067,2012-08-09 14:00:00,32.5,22.2,82,55,13.3,1006.7
2068,2012-08-08 14:00:00,32.7,19.2,81,45,14.8,1007.7
2069,2012-08-07 14:00:00,35.7,20.7,84,42,6.8,1008.5
2070,2012-08-06 14:00:00,33.8,23.7,84,56,10.4,1006.5
2071,2012-08-05 14:00:00,36.9,21.4,85,41,17.6,1006.7
2072,2012-08-04 14:00:00,35.9,20.9,84,42,13.3,1010.1
2073,2012-08-03 14:00:00,36.0,21.8,85,44,16.6,1011.3
2074,2012-08-02 14:00:00,32.7,22.4,83,55,17.3,1010.5
2075,2012-08-01 14:00:00,36.9,17.9,84,33,7.2,1006.6
2076,2012-07-31 14:00:00,34.2,23.5,85,54,15.8,1006.9
2077,2012-07-30 14:00:00,33.1,24.2,84,60,19.1,1007.0
2078,2012-07-29 14:00:00,33.8,23.1,84,54,14.4,1007.0
2079,2012-07-28 14:00:00,34.9,23.8,85,53,10.4,1009.5
2080,2012-07-27 14:00:00,32.6,24.6,84,63,17.3,1009.6
2081,2012-07-26 14:00:00,33.1,25.1,85,63,17.6,1009.9
2082,2012-07-25 14:00:00,33.6,24.4,85,59,16.6,1013.0
2083,2012-07-24 14:00:00,31.8,23.3,83,61,17.6,1013.6
2084,2012-07-23 14:00:00,33.5,23.8,84,57,9.7,1010.8
2085,2012-07-22 14:00:00,29.6,22.3,80,65,6.5,1011.0
2086,2012-07-21 14:00:00,28.7,22.4,79,69,9.4,1011.3
2087,2012-07-20 14:00:00,-,-,-,-,-,-
2088,2012-07-19 14:00:00,27.4,23.6,79,80,11.5,1008.3
2089,2012-07-18 14:00:00,29.0,22.2,79,67,11.5,1009.8
2090,2012-07-17 14:00:00,27.2,21.9,78,73,8.3,1012.6
2091,2012-07-16 14:00:00,27.6,21.1,78,68,15.5,1010.4
2092,2012-07-15 14:00:00,26.2,23.2,77,84,11.5,1003.2
2093,2012-07-14 14:00:00,25.2,22.2,76,84,7.2,1004.0
2094,2012-07-13 14:00:00,26.4,22.2,77,78,10.1,1001.9
2095,2012-07-12 14:00:00,29.9,23.0,81,67,13.3,1001.4
2096,2012-07-11 14:00:00,25.3,23.1,76,88,7.2,997.6
2097,2012-07-10 14:00:00,28.1,19.5,77,60,13.3,1005.8
2098,2012-07-09 14:00:00,27.6,21.6,78,70,12.6,1007.1
2099,2012-07-08 14:00:00,26.8,19.1,76,63,14.4,1006.9
2100,2012-07-07 14:00:00,25.3,17.7,74,63,3.2,1005.0
2101,2012-07-06 14:00:00,26.3,22.5,77,80,6.8,1000.1
2102,2012-07-05 14:00:00,26.1,22.5,77,81,6.1,1008.5
2103,2012-07-04 14:00:00,29.2,20.8,79,61,15.1,1004.3
2104,2012-07-03 14:00:00,28.5,21.0,78,64,16.9,1000.3
2105,2012-07-02 14:00:00,27.9,20.4,77,64,16.9,1002.2
2106,2012-07-01 14:00:00,29.1,17.9,77,51,4.0,1004.9
2107,2012-06-30 14:00:00,25.8,22.0,76,80,16.6,1005.3
2108,2012-06-29 14:00:00,25.6,17.7,74,62,15.1,1011.4
2109,2012-06-28 14:00:00,28.1,15.0,75,45,6.1,1012.1
2110,2012-06-27 14:00:00,21.8,15.6,69,68,6.5,1013.7
2111,2012-06-26 14:00:00,22.1,14.7,69,63,4.3,1012.7
2112,2012-06-25 14:00:00,25.8,14.2,73,49,7.6,1009.1
2113,2012-06-24 14:00:00,23.4,16.9,71,67,6.8,1006.1
2114,2012-06-23 14:00:00,26.1,16.3,74,55,8.6,1009.4
2115,2012-06-22 14:00:00,26.9,17.0,75,55,15.8,1010.6
2116,2012-06-21 14:00:00,28.7,14.1,75,41,18.4,1006.7
2117,2012-06-20 14:00:00,24.5,18.4,73,69,7.9,1006.7
2118,2012-06-19 14:00:00,24.4,18.1,73,68,7.2,998.8
2119,2012-06-18 14:00:00,24.2,19.2,73,74,13.0,1009.6
2120,2012-06-17 14:00:00,27.9,18.8,77,58,18.0,1010.5
2121,2012-06-16 14:00:00,26.2,18.5,75,63,11.2,1007.1
2122,2012-06-15 14:00:00,25.0,17.7,73,64,3.6,1010.7
2123,2012-06-14 14:00:00,26.4,16.3,74,54,8.3,1013.9
2124,2012-06-13 14:00:00,26.5,15.8,74,52,9.4,1008.6
2125,2012-06-12 14:00:00,29.9,16.6,77,45,14.4,999.6
2126,2012-06-11 14:00:00,28.4,16.6,76,49,9.0,1001.0
2127,2012-06-10 14:00:00,28.8,15.6,76,45,20.5,1002.1
2128,2012-06-09 14:00:00,23.0,18.9,72,78,5.8,1002.6
2129,2012-06-08 14:00:00,22.3,19.8,71,86,2.9,1000.9
2130,2012-06-07 14:00:00,29.8,19.4,79,54,16.2,1005.1
2131,2012-06-06 14:00:00,28.8,13.4,75,39,16.6,1003.5
2132,2012-06-05 14:00:00,27.4,16.6,75,52,22.0,1006.9
2133,2012-06-04 14:00:00,27.2,15.8,75,50,10.4,1011.8
2134,2012-06-03 14:00:00,27.0,15.0,74,48,11.2,1011.9
2135,2012-06-02 14:00:00,27.1,10.7,73,36,15.1,1013.5
2136,2012-06-01 14:00:00,24.9,14.3,72,52,12.2,1015.6
2137,2012-05-31 14:00:00,25.2,14.0,72,50,9.7,1017.0
2138,2012-05-30 14:00:00,23.3,15.8,71,63,9.7,1018.8
2139,2012-05-29 14:00:00,28.2,15.4,75,46,12.6,1017.6
2140,2012-05-28 14:00:00,27.1,9.4,72,33,15.5,1017.6
2141,2012-05-27 14:00:00,30.6,3.5,74,18,9.4,1011.4
2142,2012-05-26 14:00:00,26.4,2.9,70,22,13.7,1010.0
2143,2012-05-25 14:00:00,24.4,16.1,72,60,11.9,1009.6
2144,2012-05-24 14:00:00,27.2,8.1,72,30,15.8,1009.9
2145,2012-05-23 14:00:00,27.2,10.3,73,35,19.8,1011.7
2146,2012-05-22 14:00:00,27.5,6.8,72,27,7.9,1013.0
2147,2012-05-21 14:00:00,28.2,6.8,73,26,9.0,1016.3
2148,2012-05-20 14:00:00,25.2,12.0,71,44,15.8,1014.6
2149,2012-05-19 14:00:00,21.9,3.0,66,29,6.5,1016.6
2150,2012-05-18 14:00:00,22.1,5.0,67,33,19.1,1014.7
2151,2012-05-17 14:00:00,24.2,2.3,68,24,15.1,1001.2
2152,2012-05-16 14:00:00,25.2,10.6,71,40,11.9,1003.9
2153,2012-05-15 14:00:00,25.8,12.2,72,43,8.3,1004.4
2154,2012-05-14 14:00:00,18.5,15.7,65,84,4.7,1010.0
2155,2012-05-13 14:00:00,20.5,8.4,66,46,5.8,1013.2
2156,2012-05-12 14:00:00,19.8,7.8,65,46,10.8,1015.6
2157,2012-05-11 14:00:00,16.3,6.9,60,54,10.4,1018.1
2158,2012-05-10 14:00:00,17.8,9.9,63,60,8.6,1017.2
2159,2012-05-09 14:00:00,24.9,14.9,72,54,15.8,1011.3
2160,2012-05-08 14:00:00,24.2,14.2,71,54,14.4,1007.4
2161,2012-05-07 14:00:00,27.0,2.1,71,20,8.6,1006.6
2162,2012-05-06 14:00:00,26.8,-1.1,70,16,9.0,1006.9
2163,2012-05-05 14:00:00,29.0,3.0,73,19,17.6,1004.0
2164,2012-05-04 14:00:00,20.8,15.3,68,71,22.3,1006.9
2165,2012-05-03 14:00:00,17.4,13.7,63,79,14.4,1003.8
2166,2012-05-02 14:00:00,20.4,12.8,66,62,6.1,1004.7
2167,2012-05-01 14:00:00,19.7,15.1,66,75,2.5,1009.9
2168,2012-04-30 14:00:00,17.6,12.0,63,70,5.0,1012.8
2169,2012-04-29 14:00:00,19.7,13.1,66,66,4.7,1016.2
2170,2012-04-28 14:00:00,19.8,10.4,65,55,23.4,1016.2
2171,2012-04-27 14:00:00,19.9,-0.7,64,25,18.4,1013.8
2172,2012-04-26 14:00:00,19.9,-3.7,63,20,13.7,1006.8
2173,2012-04-25 14:00:00,13.3,10.8,56,85,14.0,1003.4
2174,2012-04-24 14:00:00,23.9,13.7,71,53,16.2,1012.8
2175,2012-04-23 14:00:00,22.2,11.8,68,52,11.5,1013.0
2176,2012-04-22 14:00:00,17.3,9.2,62,59,16.2,1007.7
2177,2012-04-21 14:00:00,15.3,12.2,59,82,20.5,1011.1
2178,2012-04-20 14:00:00,17.4,9.2,62,59,6.8,1021.8
2179,2012-04-19 14:00:00,18.7,8.6,64,52,13.3,1021.1
2180,2012-04-18 14:00:00,21.7,3.8,66,31,22.7,1017.8
2181,2012-04-17 14:00:00,19.8,2.1,64,31,22.3,1014.6
2182,2012-04-16 14:00:00,23.5,4.9,68,30,17.6,1010.3
2183,2012-04-15 14:00:00,20.9,10.3,66,51,18.0,1011.7
2184,2012-04-14 14:00:00,19.5,7.8,64,47,20.9,1013.1
2185,2012-04-13 14:00:00,14.7,5.2,58,53,17.6,1012.2
2186,2012-04-12 14:00:00,20.8,4.3,65,34,9.4,1008.1
2187,2012-04-11 14:00:00,21.5,14.1,68,63,5.0,1001.4
2188,2012-04-10 14:00:00,18.8,13.4,65,71,16.9,1017.5
2189,2012-04-09 14:00:00,22.1,11.1,68,50,21.2,1019.5
2190,2012-04-08 14:00:00,21.6,0.7,66,25,19.1,1019.4
