,날짜,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
1652,2013-09-28 14:00:00,24.6,13.1,71,49,10.1,1015.1
1653,2013-09-27 14:00:00,25.9,7.9,71,32,7.9,1017.6
1654,2013-09-26 14:00:00,24.2,8.9,70,38,5.8,1014.8
1655,2013-09-25 14:00:00,22.4,14.7,69,62,3.6,1009.7
1656,2013-09-24 14:00:00,31.7,14.7,78,36,6.5,1010.6
1657,2013-09-23 14:00:00,27.7,14.6,75,45,6.5,1015.5
1658,2013-09-22 14:00:00,30.0,16.4,77,44,14.8,1016.4
1659,2013-09-21 14:00:00,30.5,17.2,78,45,15.1,1014.1
1660,2013-09-20 14:00:00,30.6,12.0,76,32,11.2,1015.1
1661,2013-09-19 14:00:00,29.9,13.2,76,36,16.6,1018.3
1662,2013-09-18 14:00:00,31.6,15.9,79,39,14.8,1019.1
1663,2013-09-17 14:00:00,29.7,14.6,76,40,12.6,1017.2
1664,2013-09-16 14:00:00,27.4,10.1,73,34,5.8,1012.0
1665,2013-09-15 14:00:00,32.4,15.8,79,37,5.0,1005.1
1666,2013-09-14 14:00:00,26.4,20.9,76,72,5.8,1009.6
1667,2013-09-13 14:00:00,30.4,20.3,80,55,18.4,1012.2
1668,2013-09-12 14:00:00,26.1,17.9,74,61,5.8,1017.0
1669,2013-09-11 14:00:00,28.9,17.7,77,51,13.0,1013.9
1670,2013-09-10 14:00:00,26.5,16.7,74,55,5.8,1011.7
1671,2013-09-09 14:00:00,26.8,16.4,74,53,12.2,1015.1
1672,2013-09-08 14:00:00,27.0,16.5,75,53,4.3,1017.0
1673,2013-09-07 14:00:00,21.8,18.9,70,84,6.1,1017.0
1674,2013-09-06 14:00:00,21.1,17.7,69,81,5.4,1018.5
1675,2013-09-05 14:00:00,26.9,12.8,73,42,5.4,1017.2
1676,2013-09-04 14:00:00,28.8,12.6,75,37,7.2,1010.5
1677,2013-09-03 14:00:00,22.8,17.0,71,70,9.4,1011.7
1678,2013-09-02 14:00:00,27.4,16.9,75,53,12.2,1012.3
1679,2013-09-01 14:00:00,29.0,16.5,77,47,9.4,1011.0
1680,2013-08-31 14:00:00,28.1,18.2,76,55,9.4,1006.0
1681,2013-08-30 14:00:00,29.1,21.3,79,63,10.8,1003.7
1682,2013-08-29 14:00:00,30.9,21.6,81,58,21.2,1002.0
1683,2013-08-28 14:00:00,31.4,20.6,81,53,12.2,1008.7
1684,2013-08-27 14:00:00,32.9,14.4,79,33,9.4,1007.4
1685,2013-08-26 14:00:00,30.7,17.0,78,44,10.4,1004.5
1686,2013-08-25 14:00:00,30.9,17.5,79,45,10.8,1005.7
1687,2013-08-24 14:00:00,23.2,21.2,73,89,2.5,1008.1
1688,2013-08-23 14:00:00,30.0,23.4,81,68,17.3,1008.0
1689,2013-08-22 14:00:00,32.1,24.6,84,65,4.7,1010.8
1690,2013-08-21 14:00:00,35.1,20.2,83,42,10.8,1008.5
1691,2013-08-20 14:00:00,34.2,22.6,84,51,12.6,1006.4
1692,2013-08-19 14:00:00,36.2,19.6,84,38,15.1,1005.7
1693,2013-08-18 14:00:00,34.5,20.4,83,44,15.5,1005.7
1694,2013-08-17 14:00:00,33.6,20.0,82,45,17.3,1005.8
1695,2013-08-16 14:00:00,32.3,20.2,81,49,20.9,1007.0
1696,2013-08-15 14:00:00,33.7,19.0,82,42,9.7,1009.1
1697,2013-08-14 14:00:00,33.9,21.6,83,49,18.4,1010.4
1698,2013-08-13 14:00:00,35.7,22.9,85,48,14.4,1010.1
1699,2013-08-12 14:00:00,34.2,17.8,81,38,4.7,1009.0
1700,2013-08-11 14:00:00,33.8,21.9,83,50,3.6,1009.5
1701,2013-08-10 14:00:00,37.4,23.0,87,44,9.7,1008.9
1702,2013-08-09 14:00:00,36.7,22.8,86,45,11.9,1005.6
1703,2013-08-08 14:00:00,33.7,24.8,85,60,15.5,1005.8
1704,2013-08-07 14:00:00,34.9,25.6,87,59,9.7,1007.5
1705,2013-08-06 14:00:00,35.1,23.1,85,50,10.8,1006.7
1706,2013-08-05 14:00:00,34.3,21.7,84,48,12.2,1004.4
1707,2013-08-04 14:00:00,34.0,24.5,85,58,7.6,1004.5
1708,2013-08-03 14:00:00,32.8,23.1,83,57,9.4,1010.4
1709,2013-08-02 14:00:00,30.8,23.7,82,66,14.8,1012.8
1710,2013-08-01 14:00:00,30.6,24.0,82,68,16.2,1007.6
1711,2013-07-31 14:00:00,32.2,23.1,83,59,15.1,1003.1
1712,2013-07-30 14:00:00,31.6,23.9,83,64,13.3,1002.7
1713,2013-07-29 14:00:00,31.8,22.2,82,57,19.4,1002.1
1714,2013-07-28 14:00:00,28.2,22.6,79,72,9.7,1005.9
1715,2013-07-27 14:00:00,30.8,14.8,77,38,13.7,1005.4
1716,2013-07-26 14:00:00,34.0,18.0,81,39,16.2,1001.7
1717,2013-07-25 14:00:00,34.2,16.9,81,36,15.5,1001.6
1718,2013-07-24 14:00:00,29.3,22.5,80,67,20.5,1001.9
1719,2013-07-23 14:00:00,27.3,22.4,78,75,14.8,1007.7
1720,2013-07-22 14:00:00,32.4,19.9,81,48,13.3,1010.4
1721,2013-07-21 14:00:00,29.1,21.5,79,64,16.9,1008.8
1722,2013-07-20 14:00:00,32.0,19.9,81,49,14.8,1010.1
1723,2013-07-19 14:00:00,30.8,21.5,81,58,18.7,1011.3
1724,2013-07-18 14:00:00,32.7,19.9,81,47,9.7,1010.1
1725,2013-07-17 14:00:00,30.9,19.2,79,50,15.8,1009.7
1726,2013-07-16 14:00:00,29.9,18.9,78,52,24.5,1012.3
1727,2013-07-15 14:00:00,29.9,21.0,80,59,13.3,1013.3
1728,2013-07-14 14:00:00,31.7,22.9,82,60,13.0,1013.1
1729,2013-07-13 14:00:00,30.3,21.6,80,60,11.9,1012.9
1730,2013-07-12 14:00:00,30.8,20.4,80,54,20.9,1009.9
1731,2013-07-11 14:00:00,30.7,21.7,81,59,20.9,1009.2
1732,2013-07-10 14:00:00,32.6,20.1,81,48,8.3,1006.6
1733,2013-07-09 14:00:00,30.0,22.6,81,65,13.7,1007.6
1734,2013-07-08 14:00:00,29.0,21.4,79,64,19.1,1011.4
1735,2013-07-07 14:00:00,23.7,21.2,73,86,4.7,1011.6
1736,2013-07-06 14:00:00,26.7,21.4,77,73,13.3,1007.6
1737,2013-07-05 14:00:00,22.1,20.7,71,92,6.8,998.0
1738,2013-07-04 14:00:00,25.5,21.7,76,80,9.7,1001.0
1739,2013-07-03 14:00:00,25.9,22.7,77,83,3.6,1001.3
1740,2013-07-02 14:00:00,27.4,21.6,78,71,14.0,1006.6
1741,2013-07-01 14:00:00,28.7,20.1,78,60,16.2,1009.9
1742,2013-06-30 14:00:00,27.9,18.3,76,56,21.2,1011.7
1743,2013-06-29 14:00:00,29.9,16.6,77,45,18.7,1011.5
1744,2013-06-28 14:00:00,28.9,17.4,77,50,4.3,1006.0
1745,2013-06-27 14:00:00,25.4,17.0,73,60,11.5,1006.3
1746,2013-06-26 14:00:00,28.6,16.8,76,49,6.5,1001.8
1747,2013-06-25 14:00:00,25.0,16.6,73,60,16.2,1007.5
1748,2013-06-24 14:00:00,27.5,17.3,76,54,11.9,1005.9
1749,2013-06-23 14:00:00,24.2,18.1,73,69,5.8,1007.2
1750,2013-06-22 14:00:00,27.0,19.0,76,62,15.1,1008.0
1751,2013-06-21 14:00:00,25.2,17.1,73,61,14.0,1006.6
1752,2013-06-20 14:00:00,27.1,19.4,76,63,4.3,1006.0
1753,2013-06-19 14:00:00,23.8,19.9,73,79,4.7,1001.9
1754,2013-06-18 14:00:00,24.5,21.8,75,85,8.3,998.1
1755,2013-06-17 14:00:00,30.8,14.8,77,38,15.5,1001.4
1756,2013-06-16 14:00:00,26.6,20.2,76,68,15.8,1007.2
1757,2013-06-15 14:00:00,28.5,19.1,77,57,18.4,1011.2
1758,2013-06-14 14:00:00,24.2,19.9,73,77,11.9,1014.3
1759,2013-06-13 14:00:00,26.3,19.1,75,65,16.6,1013.5
1760,2013-06-12 14:00:00,26.6,19.9,76,67,9.0,1009.5
1761,2013-06-11 14:00:00,22.4,17.9,70,76,1.8,1007.4
1762,2013-06-10 14:00:00,26.7,15.4,74,50,10.1,1007.4
1763,2013-06-09 14:00:00,23.6,15.1,71,59,10.4,1008.0
1764,2013-06-08 14:00:00,26.0,10.1,72,37,14.0,1010.6
1765,2013-06-07 14:00:00,27.1,15.7,75,50,17.6,1012.4
1766,2013-06-06 14:00:00,27.4,16.3,75,51,17.6,1014.7
1767,2013-06-05 14:00:00,28.1,15.3,75,46,17.6,1017.9
1768,2013-06-04 14:00:00,28.9,12.3,75,36,9.4,1016.2
1769,2013-06-03 14:00:00,27.2,11.2,73,37,13.7,1012.0
1770,2013-06-02 14:00:00,26.4,13.1,73,44,11.9,1007.1
1771,2013-06-01 14:00:00,25.8,7.8,71,32,5.4,1006.9
1772,2013-05-31 14:00:00,24.5,11.0,70,43,5.8,1010.0
1773,2013-05-30 14:00:00,27.0,9.3,72,33,6.1,1011.6
1774,2013-05-29 14:00:00,23.5,15.7,71,62,19.8,1007.5
1775,2013-05-28 14:00:00,21.2,19.4,69,90,16.6,1007.3
1776,2013-05-27 14:00:00,22.4,15.2,69,64,14.4,1013.0
1777,2013-05-26 14:00:00,24.9,14.6,72,53,13.0,1017.2
1778,2013-05-25 14:00:00,24.9,14.6,72,53,13.0,1017.2
1779,2013-05-24 14:00:00,29.4,15.8,77,44,15.1,1012.2
1780,2013-05-23 14:00:00,27.2,9.0,72,32,13.7,1013.9
1781,2013-05-22 14:00:00,27.1,5.9,72,26,17.3,1010.5
1782,2013-05-21 14:00:00,24.5,7.5,70,34,16.2,1007.8
1783,2013-05-20 14:00:00,24.0,15.4,71,59,13.3,1002.2
1784,2013-05-19 14:00:00,21.3,17.7,69,80,4.0,997.3
1785,2013-05-18 14:00:00,22.1,10.2,68,47,8.3,1010.1
1786,2013-05-17 14:00:00,23.4,4.8,68,30,16.9,1016.1
1787,2013-05-16 14:00:00,19.6,8.5,65,49,8.3,1019.9
1788,2013-05-15 14:00:00,23.1,16.3,71,66,17.6,1011.9
1789,2013-05-14 14:00:00,28.0,4.9,72,23,13.0,1012.7
1790,2013-05-13 14:00:00,27.7,14.6,75,45,15.1,1011.5
1791,2013-05-12 14:00:00,25.0,11.1,71,42,21.6,1007.6
1792,2013-05-11 14:00:00,26.8,5.1,71,25,12.2,1003.6
1793,2013-05-10 14:00:00,21.5,16.4,69,73,5.4,1001.4
1794,2013-05-09 14:00:00,24.4,13.2,71,50,18.4,1014.5
1795,2013-05-08 14:00:00,22.1,8.2,67,41,13.7,1020.6
1796,2013-05-07 14:00:00,22.0,6.2,67,36,18.4,1021.8
1797,2013-05-06 14:00:00,28.3,0.0,71,16,15.8,1014.7
1798,2013-05-05 14:00:00,26.2,-0.8,70,17,9.4,1018.4
1799,2013-05-04 14:00:00,21.8,-0.8,66,22,15.8,1017.3
1800,2013-05-03 14:00:00,17.7,7.9,62,53,21.2,1015.4
1801,2013-05-02 14:00:00,17.1,7.9,62,55,21.2,1012.7
1802,2013-05-01 14:00:00,15.5,2.2,59,41,8.6,1011.4
1803,2013-04-30 14:00:00,21.1,-7.4,64,14,12.6,1008.6
1804,2013-04-29 14:00:00,19.1,14.3,65,74,17.3,1012.8
1805,2013-04-28 14:00:00,19.5,9.0,65,51,19.8,1020.3
1806,2013-04-27 14:00:00,19.5,5.1,64,39,18.7,1016.1
1807,2013-04-26 14:00:00,18.0,-2.3,62,25,20.5,1009.7
1808,2013-04-25 14:00:00,20.9,6.4,66,39,14.0,1006.1
1809,2013-04-24 14:00:00,22.1,7.1,67,38,13.0,1007.3
1810,2013-04-23 14:00:00,11.3,9.0,53,86,4.0,1017.7
1811,2013-04-22 14:00:00,19.4,-0.6,63,26,16.9,1021.3
1812,2013-04-21 14:00:00,16.3,-10.4,60,15,11.2,1017.1
1813,2013-04-20 14:00:00,6.6,2.8,46,77,3.6,1015.6
1814,2013-04-19 14:00:00,12.1,-2.5,55,36,25.9,1017.2
1815,2013-04-18 14:00:00,19.9,6.9,65,43,9.0,1008.4
1816,2013-04-17 14:00:00,15.4,7.9,59,61,10.8,1010.4
1817,2013-04-16 14:00:00,20.8,12.9,67,61,24.1,1008.1
1818,2013-04-15 14:00:00,16.4,-0.3,60,32,19.4,1010.9
1819,2013-04-14 14:00:00,17.1,9.7,62,62,11.2,1005.5
1820,2013-04-13 14:00:00,17.6,-10.2,61,14,18.0,1015.6
1821,2013-04-12 14:00:00,14.1,-9.9,58,18,16.2,1017.9
1822,2013-04-11 14:00:00,13.9,-13.2,57,14,27.7,1015.4
1823,2013-04-10 14:00:00,10.1,-9.0,53,25,16.2,1016.5
1824,2013-04-09 14:00:00,14.6,-15.6,58,11,28.1,1012.3
1825,2013-04-08 14:00:00,16.2,-0.5,60,32,17.6,1013.3
1826,2013-04-07 14:00:00,10.1,-2.5,53,41,20.5,1005.1
1827,2013-04-06 14:00:00,12.1,9.8,54,86,5.4,994.2
1828,2013-04-05 14:00:00,18.3,7.3,63,49,13.0,1014.5
1829,2013-04-04 14:00:00,19.0,0.5,63,29,14.8,1016.8
1830,2013-04-03 14:00:00,20.3,-2.7,64,21,10.1,1013.0
1831,2013-04-02 14:00:00,17.4,1.3,61,34,13.3,1008.3
1832,2013-04-01 14:00:00,16.3,-4.3,60,24,11.9,1020.4
1833,2013-03-31 14:00:00,14.1,-2.3,12.8,32,16.9,1021.5
1834,2013-03-30 14:00:00,14.1,-1.1,13.0,35,14.8,1020.1
1835,2013-03-29 14:00:00,15.4,-3.0,15.0,28,10.4,1017.3
1836,2013-03-28 14:00:00,17.5,0.1,16.9,31,19.1,1013.6
1837,2013-03-27 14:00:00,16.3,3.3,15.5,42,16.9,1014.6
1838,2013-03-26 14:00:00,12.1,-1.8,10.7,38,13.7,1020.8
1839,2013-03-25 14:00:00,11.6,-12.6,9.8,17,15.5,1014.0
1840,2013-03-24 14:00:00,15.1,-5.9,14.1,23,15.8,1009.4
1841,2013-03-23 14:00:00,14.3,1.5,13.4,42,13.3,1014.6
1842,2013-03-22 14:00:00,12.0,-2.6,11.4,36,7.6,1009.6
1843,2013-03-21 14:00:00,10.1,-10.1,8.7,23,10.4,1017.2
1844,2013-03-20 14:00:00,13.5,8.7,13.1,73,8.3,1004.9
1845,2013-03-19 14:00:00,15.4,6.6,14.6,56,14.4,1012.8
1846,2013-03-18 14:00:00,16.2,7.6,16.1,57,9.4,1002.9
1847,2013-03-17 14:00:00,13.1,0.7,11.9,43,13.3,1015.7
1848,2013-03-16 14:00:00,16.5,-14.1,16.3,11,11.2,1021.9
1849,2013-03-15 14:00:00,13.2,0.2,11.8,41,15.1,1023.4
1850,2013-03-14 14:00:00,8.6,-4.9,7.8,38,6.1,1027.5
1851,2013-03-13 14:00:00,8.9,6.3,8.9,84,3.6,1010.8
1852,2013-03-12 14:00:00,15.4,-0.4,14.2,34,20.5,1016.5
1853,2013-03-11 14:00:00,12.5,-1.1,10.9,39,15.5,1024.1
1854,2013-03-10 14:00:00,15.7,-18.5,14.7,8,17.6,1016.1
1855,2013-03-09 14:00:00,20.4,1.7,20.4,29,11.9,1009.9
1856,2013-03-08 14:00:00,17.0,-0.2,16.3,31,18.7,1008.1
1857,2013-03-07 14:00:00,12.5,7.3,11.1,71,14.4,1013.4
1858,2013-03-06 14:00:00,17.2,-10.5,17.2,14,4.7,1021.7
1859,2013-03-05 14:00:00,15.2,-13.1,14.7,13,11.2,1023.5
1860,2013-03-04 14:00:00,11.2,-10.9,9.4,20,14.8,1018.2
1861,2013-03-03 14:00:00,9.6,-23.1,7.9,8,11.5,1019.8
1862,2013-03-02 14:00:00,6.5,-11.6,3.9,26,13.3,1024.8
1863,2013-03-01 14:00:00,12.2,-5.8,10.1,28,20.2,1009.2
1864,2013-02-28 14:00:00,14.9,-9.2,13.7,18,18.7,1018.0
1865,2013-02-27 14:00:00,14.1,-5.1,12.6,26,19.8,1016.2
1866,2013-02-26 14:00:00,9.9,-1.2,9.9,46,3.2,1020.0
1867,2013-02-25 14:00:00,12.0,-17.6,11.1,11,9.7,1028.2
1868,2013-02-24 14:00:00,8.0,-16.3,6.1,16,10.8,1029.1
1869,2013-02-23 14:00:00,6.7,-19.8,3.7,13,16.2,1026.0
1870,2013-02-22 14:00:00,9.3,-7.4,7.3,30,13.3,1024.1
1871,2013-02-21 14:00:00,6.1,-14.6,2.8,21,17.3,1028.0
1872,2013-02-20 14:00:00,3.8,-24.0,-0.1,11,17.3,1026.9
1873,2013-02-19 14:00:00,3.7,-19.1,-0.6,17,20.5,1022.7
1874,2013-02-18 14:00:00,4.1,0.4,1.3,77,11.2,1015.7
1875,2013-02-17 14:00:00,5.7,-7.8,4.7,37,5.4,1021.6
1876,2013-02-16 14:00:00,5.0,-23.1,1.6,11,15.8,1026.6
1877,2013-02-15 14:00:00,8.7,-17.3,6.0,14,17.3,1019.4
1878,2013-02-14 14:00:00,9.6,-12.9,8.8,19,6.8,1022.6
1879,2013-02-13 14:00:00,4.9,-12.5,2.3,27,11.2,1027.0
1880,2013-02-12 14:00:00,1.6,-2.7,-0.7,73,7.6,1021.4
1881,2013-02-11 14:00:00,4.5,-19.9,1.9,15,10.8,1029.7
1882,2013-02-10 14:00:00,6.1,-10.6,3.8,29,10.8,1024.0
1883,2013-02-09 14:00:00,1.9,-19.3,-1.6,19,12.6,1024.8
1884,2013-02-08 14:00:00,-2.6,-19.9,-7.9,25,16.6,1028.9
1885,2013-02-07 14:00:00,-0.6,-18.2,-4.7,25,12.6,1019.3
1886,2013-02-06 14:00:00,6.5,-2.6,3.3,52,16.9,1016.3
1887,2013-02-05 14:00:00,7.0,-1.6,6.2,54,5.4,1020.5
1888,2013-02-04 14:00:00,9.4,1.7,6.9,59,17.3,1015.4
1889,2013-02-03 14:00:00,6.0,-10.3,4.0,30,9.4,1024.7
1890,2013-02-02 14:00:00,11.1,-9.8,9.2,22,15.8,1022.9
1891,2013-02-01 14:00:00,12.2,9.2,9.5,82,29.5,1017.4
1892,2013-01-31 14:00:00,12.7,3.3,11.6,53,11.9,1031.1
1893,2013-01-30 14:00:00,12.4,-4.2,12.1,31,6.5,1029.9
1894,2013-01-29 14:00:00,8.6,-8.0,7.3,30,8.3,1026.8
1895,2013-01-28 14:00:00,4.7,-16.4,1.6,20,13.7,1025.8
1896,2013-01-27 14:00:00,0.5,-14.7,-4.1,31,16.9,1021.8
1897,2013-01-26 14:00:00,0.5,-25.7,-3.9,12,15.5,1019.6
1898,2013-01-25 14:00:00,1.4,-20.4,-2.5,18,14.0,1018.3
1899,2013-01-24 14:00:00,5.5,-4.1,4.1,50,6.5,1014.6
1900,2013-01-23 14:00:00,4.2,0.1,1.9,75,9.0,1018.3
1901,2013-01-22 14:00:00,6.4,2.6,5.5,77,5.4,1020.4
1902,2013-01-21 14:00:00,6.9,4.3,4.7,84,11.2,1020.6
1903,2013-01-20 14:00:00,6.5,-7.1,4.0,37,12.2,1032.9
1904,2013-01-19 14:00:00,6.3,-9.2,3.8,32,12.2,1027.4
1905,2013-01-18 14:00:00,4.0,-17.6,0.9,19,12.6,1028.0
1906,2013-01-17 14:00:00,1.1,-9.5,-3.2,45,15.8,1024.2
1907,2013-01-16 14:00:00,8.5,-7.2,6.4,32,12.6,1020.7
1908,2013-01-15 14:00:00,8.9,-6.9,8.9,32,3.6,1024.7
1909,2013-01-14 14:00:00,10.9,-14.0,9.7,16,10.1,1015.1
1910,2013-01-13 14:00:00,4.4,-6.8,1.7,44,11.2,1021.9
1911,2013-01-12 14:00:00,10.3,-6.5,9.0,30,9.7,1023.5
1912,2013-01-11 14:00:00,4.2,-16.2,1.0,21,13.3,1028.1
1913,2013-01-10 14:00:00,1.8,-22.9,-2.4,14,16.2,1027.5
1914,2013-01-09 14:00:00,1.6,-16.3,-1.8,25,11.9,1022.8
1915,2013-01-08 14:00:00,5.8,-16.1,2.6,19,15.8,1021.8
1916,2013-01-07 14:00:00,5.0,-18.0,1.3,17,18.0,1021.8
1917,2013-01-06 14:00:00,3.9,-13.9,0.9,26,12.2,1023.6
1918,2013-01-05 14:00:00,1.9,-18.1,-2.4,21,16.9,1022.6
1919,2013-01-04 14:00:00,-0.2,-18.8,-4.8,23,15.5,1028.6
1920,2013-01-03 14:00:00,-2.3,-23.4,-7.7,18,17.6,1033.1
1921,2013-01-02 14:00:00,2.3,-13.9,-1.3,29,13.3,1027.3
1922,2013-01-01 14:00:00,7.5,-4.9,4.1,41,20.9,1017.7
1923,2012-12-31 14:00:00,1.3,-13.2,-1.3,33,8.3,1020.2
1924,2012-12-30 14:00:00,0.8,-14.4,-4.5,31,21.6,1013.4
1925,2012-12-29 14:00:00,5.2,0.5,3.4,72,7.9,1020.3
1926,2012-12-28 14:00:00,1.4,-1.5,-2.2,81,12.6,1019.7
1927,2012-12-27 14:00:00,4.8,-21.3,1.3,13,16.2,1028.9
1928,2012-12-26 14:00:00,0.9,-26.3,-3.8,11,18.0,1031.3
1929,2012-12-25 14:00:00,5.6,-9.0,2.8,34,13.0,1025.6
1930,2012-12-24 14:00:00,-1.2,-15.4,-7.0,33,21.6,1027.6
1931,2012-12-23 14:00:00,1.3,-17.6,-3.1,23,16.9,1024.6
1932,2012-12-22 14:00:00,7.4,-6.0,5.0,38,13.0,1018.9
1933,2012-12-21 14:00:00,1.6,0.0,-0.1,89,5.8,1019.7
1934,2012-12-20 14:00:00,6.8,-18.9,4.0,14,14.8,1029.8
1935,2012-12-19 14:00:00,2.9,-17.3,-1.4,21,18.7,1025.5
1936,2012-12-18 14:00:00,3.6,-17.9,-0.7,19,20.2,1021.0
1937,2012-12-17 14:00:00,8.8,1.6,7.2,61,10.1,1016.9
1938,2012-12-16 14:00:00,14.6,1.8,14.5,42,7.6,1019.9
1939,2012-12-15 14:00:00,10.7,7.9,9.6,83,9.0,1015.0
1940,2012-12-14 14:00:00,11.0,9.2,9.8,89,10.4,1018.6
1941,2012-12-13 14:00:00,10.4,-16.0,9.4,14,8.3,1030.4
1942,2012-12-12 14:00:00,6.2,-13.9,3.4,22,13.7,1027.5
1943,2012-12-11 14:00:00,4.6,-18.4,1.4,17,14.4,1023.6
1944,2012-12-10 14:00:00,3.5,-12.9,-0.4,29,16.9,1022.0
1945,2012-12-09 14:00:00,0.6,-15.4,-4.0,29,16.9,1018.3
1946,2012-12-08 14:00:00,3.4,-5.8,0.3,51,11.9,1017.4
1947,2012-12-07 14:00:00,0.9,-0.8,0.9,88,1.4,1018.0
1948,2012-12-06 14:00:00,0.8,-15.2,-2.6,29,11.2,1024.5
1949,2012-12-05 14:00:00,6.1,-6.8,3.2,39,14.4,1015.7
1950,2012-12-04 14:00:00,4.8,-20.5,0.6,14,21.6,1019.1
1951,2012-12-03 14:00:00,11.2,1.1,9.2,50,16.6,1013.0
1952,2012-12-02 14:00:00,5.8,1.5,2.9,74,14.0,1022.0
1953,2012-12-01 14:00:00,9.7,-9.4,9.4,25,5.0,1026.1
1954,2012-11-30 14:00:00,7.5,-12.3,5.2,23,12.6,1022.0
1955,2012-11-29 14:00:00,10.0,-8.1,8.4,27,11.5,1021.2
1956,2012-11-28 14:00:00,14.3,1.2,13.0,41,17.6,1016.1
1957,2012-11-27 14:00:00,7.5,-10.8,5.2,26,12.2,1022.8
1958,2012-11-26 14:00:00,8.5,-0.5,6.0,53,15.1,1011.9
1959,2012-11-25 14:00:00,10.2,-10.6,9.0,22,9.4,1019.4
1960,2012-11-24 14:00:00,10.0,-13.2,7.9,18,15.1,1019.8
1961,2012-11-23 14:00:00,13.0,-0.6,12.2,39,10.1,1014.6
1962,2012-11-22 14:00:00,14.1,-3.7,14.1,29,6.1,1016.8
1963,2012-11-21 14:00:00,10.6,-4.2,9.5,35,9.0,1019.7
1964,2012-11-20 14:00:00,8.7,-11.8,6.0,22,17.3,1021.4
1965,2012-11-19 14:00:00,13.4,0.3,11.1,41,27.7,1014.2
1966,2012-11-18 14:00:00,11.6,-10.0,10.5,21,10.1,1020.7
1967,2012-11-17 14:00:00,13.5,1.1,12.5,43,12.6,1012.1
1968,2012-11-16 14:00:00,12.9,4.5,12.9,57,4.7,1022.0
1969,2012-11-15 14:00:00,12.0,-5.9,10.4,28,15.1,1025.6
1970,2012-11-14 14:00:00,9.8,-6.5,7.7,31,14.4,1016.0
1971,2012-11-13 14:00:00,13.0,-6.6,10.7,25,26.3,1008.1
1972,2012-11-12 14:00:00,14.2,-4.0,12.5,28,22.3,1013.0
1973,2012-11-11 14:00:00,15.2,10.3,13.9,73,20.5,1006.8
1974,2012-11-10 14:00:00,15.0,2.5,14.8,43,8.3,1023.1
1975,2012-11-09 14:00:00,18.3,3.7,18.3,38,8.3,1022.0
1976,2012-11-08 14:00:00,15.5,2.2,15.2,41,10.1,1016.2
1977,2012-11-07 14:00:00,15.7,0.2,14.9,35,15.8,1013.1
1978,2012-11-06 14:00:00,14.1,0.6,12.8,40,16.6,1013.9
1979,2012-11-05 14:00:00,15.2,3.6,14.4,46,14.4,1014.4
1980,2012-11-04 14:00:00,16.4,7.3,16.0,55,13.0,1018.9
1981,2012-11-03 14:00:00,17.2,3.1,16.7,39,16.9,1024.3
1982,2012-11-02 14:00:00,13.3,-8.6,12.2,21,13.3,1023.2
1983,2012-11-01 14:00:00,12.1,-14.6,9.8,14,22.7,1018.5
1984,2012-10-31 14:00:00,14.9,-3.4,14.1,28,13.7,1013.4
1985,2012-10-30 14:00:00,18.2,-2.7,18.2,24,10.1,1013.6
1986,2012-10-29 14:00:00,21.4,4.4,21.4,33,5.4,1017.6
1987,2012-10-28 14:00:00,22.3,0.7,22.3,24,19.8,1016.5
1988,2012-10-27 14:00:00,16.7,14.5,16.7,87,2.5,1016.9
1989,2012-10-26 14:00:00,23.9,9.0,23.9,39,9.4,1022.1
1990,2012-10-25 14:00:00,21.9,-0.8,21.9,22,7.6,1020.9
1991,2012-10-24 14:00:00,20.2,2.0,20.2,30,5.4,1019.3
1992,2012-10-23 14:00:00,18.2,-4.5,17.9,21,16.6,1014.9
1993,2012-10-22 14:00:00,22.1,15.4,22.1,66,25.2,1011.6
1994,2012-10-21 14:00:00,25.1,1.2,25.1,21,8.6,1023.7
1995,2012-10-20 14:00:00,21.8,4.3,21.8,32,6.8,1021.1
1996,2012-10-19 14:00:00,20.9,4.0,20.9,33,11.5,1020.9
1997,2012-10-18 14:00:00,18.9,-7.5,18.9,16,13.3,1015.5
1998,2012-10-17 14:00:00,20.9,10.6,20.9,52,9.7,1011.1
1999,2012-10-16 14:00:00,21.6,7.4,21.6,40,14.0,1018.9
2000,2012-10-15 14:00:00,23.3,-0.2,23.3,21,6.5,1021.2
2001,2012-10-14 14:00:00,23.8,3.1,23.8,26,5.0,1017.2
2002,2012-10-13 14:00:00,22.6,2.6,22.6,27,6.8,1017.9
2003,2012-10-12 14:00:00,21.8,3.9,21.8,31,8.3,1017.2
2004,2012-10-11 14:00:00,21.5,3.6,21.5,31,11.9,1014.4
2005,2012-10-10 14:00:00,23.6,8.0,23.6,37,5.8,1012.1
2006,2012-10-09 14:00:00,23.0,9.0,23.0,41,7.2,1016.5
2007,2012-10-08 14:00:00,22.4,6.1,22.4,35,4.7,1020.8
2008,2012-10-07 14:00:00,24.8,5.0,24.8,28,6.5,1021.5
2009,2012-10-06 14:00:00,25.2,10.2,25.2,39,7.2,1018.7
2010,2012-10-05 14:00:00,23.0,10.0,23.0,44,5.8,1017.3
2011,2012-10-04 14:00:00,25.4,-4.0,25.4,14,12.6,1011.3
2012,2012-10-03 14:00:00,25.4,10.8,25.4,40,5.0,1012.9
2013,2012-10-02 14:00:00,24.6,9.3,24.6,38,6.5,1016.0
2014,2012-10-01 14:00:00,23.3,6.5,23.3,34,8.3,1014.2
