날짜,avg_moo,avgY_moo,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
2013-07-15,1904,1771,29.9,21.0,80.0,59.0,13.3,1013.3
2013-07-16,1923,1784,29.9,18.9,78.0,52.0,24.5,1012.3
2013-07-17,1929,1785,30.9,19.2,79.0,50.0,15.8,1009.7
2013-07-18,1866,1796,32.7,19.9,81.0,47.0,9.7,1010.1
2013-07-19,1859,1805,30.8,21.5,81.0,58.0,18.7,1011.3
2013-07-22,1857,1861,32.4,19.9,81.0,48.0,13.3,1010.4
2013-07-23,1859,1879,27.3,22.4,78.0,75.0,14.8,1007.7
2013-07-24,1848,1889,29.3,22.5,80.0,67.0,20.5,1001.9
2013-07-25,1889,1905,34.2,16.9,81.0,36.0,15.5,1001.6
2013-07-26,1910,1932,34.0,18.0,81.0,39.0,16.2,1001.7
2013-07-29,1900,2035,31.8,22.2,82.0,57.0,19.4,1002.1
2013-07-30,1910,2028,31.6,23.9,83.0,64.0,13.3,1002.7
2013-07-31,1910,2030,32.2,23.1,83.0,59.0,15.1,1003.1
2013-08-01,1974,2028,30.6,24.0,82.0,68.0,16.2,1007.6
2013-08-02,1974,2034,30.8,23.7,82.0,66.0,14.8,1012.8
2013-08-05,1980,1971,34.3,21.7,84.0,48.0,12.2,1004.4
2013-08-06,1990,1954,35.1,23.1,85.0,50.0,10.8,1006.7
2013-08-07,1990,2171,34.9,25.6,87.0,59.0,9.7,1007.5
2013-08-08,1940,1770,33.7,24.8,85.0,60.0,15.5,1005.8
2013-08-09,1916,1714,36.7,22.8,86.0,45.0,11.9,1005.6
2013-08-12,1927,2066,34.2,17.8,81.0,38.0,4.7,1009.0
2013-08-13,1952,2107,35.7,22.9,85.0,48.0,14.4,1010.1
2013-08-14,1942,2107,33.9,21.6,83.0,49.0,18.4,1010.4
2013-08-16,2052,2033,32.3,20.2,81.0,49.0,20.9,1007.0
2013-08-19,2107,1974,36.2,19.6,84.0,38.0,15.1,1005.7
2013-08-20,2137,2019,34.2,22.6,84.0,51.0,12.6,1006.4
2013-08-21,2151,1999,35.1,20.2,83.0,42.0,10.8,1008.5
2013-08-22,2071,1973,32.1,24.6,84.0,65.0,4.7,1010.8
2013-08-23,2092,1968,30.0,23.4,81.0,68.0,17.3,1008.0
2013-08-26,2134,2038,30.7,17.0,78.0,44.0,10.4,1004.5
2013-08-27,2138,2050,32.9,14.4,79.0,33.0,9.4,1007.4
2013-08-28,2146,2060,31.4,20.6,81.0,53.0,12.2,1008.7
2013-08-29,2178,2037,30.9,21.6,81.0,58.0,21.2,1002.0
2013-08-30,2178,2016,29.1,21.3,79.0,63.0,10.8,1003.7
2013-09-02,2199,1981,27.4,16.9,75.0,53.0,12.2,1012.3
2013-09-03,2214,1991,22.8,17.0,71.0,70.0,9.4,1011.7
2013-09-04,2212,2004,28.8,12.6,75.0,37.0,7.2,1010.5
2013-09-05,2068,2014,26.9,12.8,73.0,42.0,5.4,1017.2
2013-09-06,2063,2019,21.1,17.7,69.0,81.0,5.4,1018.5
2013-09-09,2055,2043,26.8,16.4,74.0,53.0,12.2,1015.1
2013-09-10,2045,2060,26.5,16.7,74.0,55.0,5.8,1011.7
2013-09-11,2023,2046,28.9,17.7,77.0,51.0,13.0,1013.9
2013-09-12,2127,2040,26.1,17.9,74.0,61.0,5.8,1017.0
2013-09-13,2082,2036,30.4,20.3,80.0,55.0,18.4,1012.2
2013-09-16,2022,2043,27.4,10.1,73.0,34.0,5.8,1012.0
2013-09-17,2022,2072,29.7,14.6,76.0,40.0,12.6,1017.2
2013-09-23,2001,2065,27.7,14.6,75.0,45.0,6.5,1015.5
2013-09-24,2001,2066,31.7,14.7,78.0,36.0,6.5,1010.6
2013-09-25,1994,2095,22.4,14.7,69.0,62.0,3.6,1009.7
2013-09-26,1990,2111,24.2,8.9,70.0,38.0,5.8,1014.8
2013-09-27,1978,2125,25.9,7.9,71.0,32.0,7.9,1017.6
2013-09-30,1968,2183,25.7,19.5,75.0,69.0,10.8,1016.3
2013-10-01,1966,2205,28.3,15.5,28.3,46.0,7.9,1015.2
2013-10-02,1941,2221,22.4,18.1,22.4,77.0,6.5,1010.1
2013-10-04,1877,2258,26.0,10.9,26.0,39.0,13.0,1019.0
2013-10-07,1846,2285,28.8,18.5,28.8,54.0,4.0,1018.2
2013-10-08,1846,2269,23.1,19.8,23.1,82.0,6.8,1010.1
2013-10-10,1764,2283,24.9,19.0,24.9,70.0,4.0,1014.5
2013-10-11,1764,2291,26.7,12.3,26.7,41.0,18.4,1009.4
2013-10-14,1774,2277,26.0,12.4,26.0,43.0,9.0,1017.8
2013-10-15,1784,2261,25.0,13.5,25.0,49.0,6.5,1010.1
2013-10-16,1767,2257,18.5,1.9,18.5,33.0,14.0,1019.7
2013-10-17,1642,2258,19.7,3.7,19.7,35.0,8.6,1028.1
2013-10-18,1619,2248,20.6,8.8,20.6,47.0,5.8,1027.5
2013-10-21,1623,2129,23.5,7.9,23.5,37.0,4.7,1017.6
2013-10-22,1625,2111,19.1,11.1,19.1,60.0,6.5,1021.9
2013-10-23,1625,2098,23.7,10.0,23.7,42.0,6.1,1018.7
2013-10-24,1660,2092,21.6,9.1,21.6,45.0,10.1,1013.4
2013-10-25,1659,2053,19.6,-0.4,19.6,26.0,18.4,1012.7
2013-10-28,1680,1984,20.3,3.9,20.3,34.0,7.9,1023.2
2013-10-29,1675,1951,20.3,1.6,20.3,29.0,13.0,1022.3
2013-10-30,1675,1948,20.5,2.3,20.5,30.0,11.5,1022.8
2013-10-31,1647,1940,20.0,5.6,20.0,39.0,5.4,1024.8
2013-11-01,1574,1932,22.5,8.9,22.5,42.0,7.2,1025.0
2013-11-04,1560,1866,19.7,2.9,19.7,33.0,13.0,1021.2
2013-11-05,1545,1851,21.1,2.3,21.1,29.0,6.1,1025.8
2013-11-06,1523,1855,18.2,9.5,18.2,57.0,6.8,1020.1
2013-11-07,1430,1920,21.5,0.0,21.5,24.0,15.5,1016.7
2013-11-08,1424,1768,18.7,-3.4,18.7,22.0,7.6,1025.6
2013-11-11,1431,1675,10.1,-12.5,7.6,19.0,18.7,1020.0
2013-11-12,1431,1579,12.1,-10.2,11.2,20.0,9.7,1018.9
2013-11-13,1431,1570,14.6,-1.1,14.6,34.0,6.5,1021.7
2013-11-14,1455,1663,15.7,1.7,14.9,39.0,15.1,1019.5
2013-11-15,1429,1695,15.9,4.5,15.5,47.0,11.9,1019.3
2013-11-18,1349,1573,8.8,-7.8,5.3,30.0,26.6,1013.7
2013-11-19,1317,1565,9.5,-5.6,6.1,34.0,27.7,1014.6
2013-11-20,1317,1610,10.8,-7.0,8.8,28.0,15.8,1018.2
2013-11-21,1321,1592,10.9,-5.1,9.0,32.0,15.5,1022.1
2013-11-22,1324,1567,12.9,-7.2,11.5,24.0,14.8,1023.3
2013-11-25,1307,1581,12.6,-1.0,10.0,39.0,29.5,1007.1
2013-11-26,1302,1589,9.1,-7.5,7.7,30.0,9.4,1017.9
2013-11-27,1299,1591,12.7,-0.2,10.4,41.0,24.8,1009.5
2013-11-28,1290,1590,6.0,-6.6,3.4,40.0,12.2,1019.5
2013-11-29,1296,1596,7.8,-9.6,5.2,28.0,14.8,1018.5
2013-12-02,1294,1613,11.4,-4.7,9.7,32.0,14.8,1019.8
2013-12-03,1315,1614,10.7,-3.4,8.7,37.0,15.8,1019.1
2013-12-04,1322,1624,12.5,-2.5,11.4,35.0,11.9,1019.5
2013-12-05,1367,1642,13.4,-7.3,13.1,23.0,7.6,1018.0
2013-12-06,1349,1658,12.3,-11.3,10.7,18.0,15.8,1017.2
2013-12-09,1343,1662,11.3,8.3,9.4,82.0,15.8,1008.4
2013-12-10,1370,1653,8.6,-5.2,6.0,37.0,16.6,1012.7
2013-12-11,1373,1653,7.3,-5.7,3.4,39.0,25.9,1010.4
2013-12-12,1360,1659,7.1,-8.5,4.6,32.0,13.0,1019.1
2013-12-13,1349,1668,5.3,-11.7,1.8,28.0,16.9,1020.9
2013-12-16,1345,1669,4.7,-11.8,2.6,29.0,8.6,1028.0
2013-12-17,1297,1636,9.8,-2.2,9.8,43.0,2.9,1023.0
2013-12-18,1308,1615,8.0,-0.7,5.7,54.0,13.3,1019.3
2013-12-19,1337,1612,5.1,-9.5,1.1,34.0,20.5,1017.8
2013-12-20,1336,1599,6.3,-7.0,3.4,38.0,14.8,1019.2
2013-12-23,1331,1830,7.1,-7.7,4.4,34.0,14.8,1023.6
2013-12-24,1325,1795,8.0,-8.1,6.0,31.0,11.2,1028.0
2013-12-26,1316,1756,5.8,-5.5,3.3,44.0,11.5,1018.2
2013-12-27,1304,1720,4.7,-15.2,0.7,22.0,20.2,1016.3
2013-12-30,1310,1681,9.1,-7.1,6.9,31.0,14.0,1016.2
2013-12-31,1287,1676,10.1,-5.8,8.3,32.0,13.3,1013.0
2014-01-02,1164,1678,10.1,-14.6,8.3,16.0,13.0,1020.5
2014-01-03,1134,1644,11.3,-15.3,10.4,14.0,9.0,1015.2
2014-01-06,1134,1502,8.8,-11.8,7.1,22.0,10.8,1027.2
2014-01-07,1134,1483,8.7,-9.3,6.6,27.0,13.0,1023.8
2014-01-08,1094,1471,1.5,-0.2,-0.6,88.0,6.8,1016.2
2014-01-09,1076,1466,0.9,-26.3,-3.8,11.0,17.6,1024.7
2014-01-10,1063,1453,3.2,-11.9,-0.2,32.0,13.7,1030.4
2014-01-13,1064,1411,3.7,-26.3,-0.1,9.0,16.6,1028.8
2014-01-14,1060,1398,4.9,-20.4,1.3,14.0,17.3,1030.2
2014-01-15,1044,1391,5.5,-19.1,1.7,15.0,20.2,1030.1
2014-01-16,1077,1380,6.5,-10.7,3.6,28.0,14.8,1026.8
2014-01-17,1072,1363,7.5,-10.3,4.5,27.0,17.3,1024.7
2014-01-20,1070,1312,8.9,-2.4,7.1,45.0,11.5,1016.8
2014-01-21,1057,1301,3.8,-13.5,0.2,27.0,15.1,1021.0
2014-01-22,1025,1288,4.6,-15.3,0.8,22.0,18.4,1026.0
2014-01-23,991,1286,9.7,-11.0,8.8,22.0,7.2,1025.5
2014-01-24,987,1288,14.0,0.5,12.8,40.0,15.5,1020.9
2014-01-27,991,1309,10.1,-3.9,7.9,37.0,16.6,1024.1
2014-01-28,991,1318,13.7,-1.9,12.9,34.0,11.5,1020.8
2014-01-29,1002,1315,13.8,-3.0,13.2,31.0,10.1,1021.6
2014-02-03,1003,1272,11.7,-2.1,9.8,38.0,16.9,1009.9
2014-02-04,1005,1267,2.7,-24.9,-0.6,11.0,12.2,1019.7
2014-02-05,1014,1260,2.7,-21.4,0.6,15.0,7.6,1027.4
2014-02-06,1041,1253,3.8,-2.6,1.2,63.0,10.1,1023.8
2014-02-07,1049,1248,5.7,2.0,5.7,77.0,2.5,1018.0
2014-02-10,1051,1246,5.7,-4.2,3.7,49.0,9.0,1023.4
2014-02-11,1054,1246,5.6,-7.6,4.5,38.0,5.8,1025.2
2014-02-12,1030,1244,6.7,-4.7,6.7,44.0,4.3,1027.4
2014-02-13,1025,1254,6.6,-2.5,5.4,52.0,6.5,1028.3
2014-02-14,1017,1272,4.3,-5.2,3.0,50.0,5.8,1026.9
2014-02-17,1025,1317,10.1,-0.7,9.5,47.0,6.5,1025.4
2014-02-18,1037,1327,4.9,-4.1,3.1,52.0,7.6,1026.4
2014-02-19,1045,1337,6.3,-4.7,6.3,45.0,4.0,1025.8
2014-02-20,1055,1341,10.4,-11.0,8.7,21.0,12.6,1025.3
2014-02-21,1052,1344,9.5,-11.7,8.6,21.0,7.2,1028.1
2014-02-24,1052,1354,13.9,-5.8,13.7,25.0,7.6,1027.3
2014-02-25,1042,1360,14.0,-5.2,13.9,26.0,6.8,1027.7
2014-02-26,1044,1358,8.6,6.0,8.0,84.0,5.4,1024.7
2014-02-27,992,1349,16.0,6.4,15.8,53.0,10.1,1017.6
2014-02-28,982,1333,11.6,4.0,11.0,60.0,7.6,1022.1
2014-03-03,990,1323,10.0,-2.6,7.9,41.0,15.1,1026.9
2014-03-04,989,1309,11.5,-6.4,10.2,28.0,11.2,1020.6
2014-03-05,988,1296,11.0,-14.7,9.0,15.0,16.6,1018.5
2014-03-06,971,1292,7.5,-17.5,5.6,15.0,10.4,1025.7
2014-03-07,971,1291,7.2,-20.3,4.0,12.0,18.4,1027.7
2014-03-10,988,1289,10.3,-16.1,8.7,14.0,11.5,1025.6
2014-03-11,981,1291,12.9,-6.1,10.9,26.0,21.6,1025.9
2014-03-12,983,1293,9.2,7.1,8.7,87.0,5.4,1018.2
2014-03-13,1012,1295,6.5,0.3,5.0,65.0,7.6,1011.6
2014-03-14,1023,1298,8.5,-8.1,6.3,30.0,13.3,1018.4
2014-03-17,1041,1322,17.5,8.8,17.2,57.0,14.0,1020.4
2014-03-18,1044,1329,22.8,4.7,22.8,31.0,16.6,1012.4
2014-03-19,1044,1336,12.9,-3.4,12.1,32.0,9.7,1017.0
2014-03-20,1037,1344,10.5,3.0,9.8,60.0,7.2,1009.1
2014-03-21,1037,1343,10.7,-5.3,9.5,32.0,10.1,1019.5
2014-03-24,1036,1336,16.3,-0.8,15.4,31.0,18.4,1022.9
2014-03-25,1036,1335,15.2,10.5,14.7,74.0,11.2,1016.9
2014-03-26,1029,1331,17.9,12.9,17.9,73.0,9.0,1008.8
2014-03-27,1007,1328,21.0,10.4,21.0,51.0,10.8,1016.2
2014-03-28,1010,1326,19.8,8.7,19.7,49.0,20.2,1018.2
2014-03-31,1009,1328,19.6,4.4,19.6,37.0,4.7,1016.1
2014-04-01,1007,1330,20.7,3.3,65.0,32.0,15.1,1015.8
2014-04-02,1011,1329,21.2,0.9,65.0,26.0,15.1,1016.5
2014-04-03,1036,1312,18.3,6.4,63.0,46.0,22.7,1011.2
2014-04-04,1042,1294,13.4,-7.9,57.0,22.0,13.0,1012.4
2014-04-07,1034,1303,20.0,-0.6,64.0,25.0,14.0,1016.4
2014-04-08,1034,1314,22.8,-9.2,66.0,11.0,8.6,1015.9
2014-04-09,1039,1327,20.6,-0.7,64.0,24.0,19.1,1015.2
2014-04-10,1071,1334,20.4,6.3,65.0,40.0,25.2,1018.0
2014-04-11,1071,1345,16.9,1.7,61.0,36.0,9.4,1020.3
2014-04-14,1080,1364,19.0,-2.0,63.0,24.0,23.0,1019.9
2014-04-15,1091,1363,26.3,2.8,70.0,22.0,13.0,1016.4
2014-04-16,1114,1358,24.0,6.7,69.0,33.0,22.3,1013.7
2014-04-17,1097,1352,19.3,2.6,64.0,33.0,11.9,1013.9
2014-04-18,1101,1343,15.4,9.0,59.0,66.0,4.7,1016.7
2014-04-21,1108,1335,23.8,1.9,68.0,24.0,15.8,1012.3
2014-04-22,1113,1339,22.6,-6.2,66.0,14.0,7.6,1013.4
2014-04-23,1122,1349,24.4,-3.9,68.0,15.0,13.3,1017.1
2014-04-24,1186,1364,23.0,-3.3,66.0,17.0,17.3,1022.7
2014-04-25,1196,1378,24.3,-2.3,68.0,17.0,14.8,1023.3
2014-04-28,1192,1409,14.4,11.7,58.0,84.0,15.1,1013.0
2014-04-29,1192,1416,14.9,13.0,59.0,89.0,3.2,1006.2
2014-04-30,1194,1429,16.3,12.0,61.0,76.0,4.0,1010.8
2014-05-02,1168,1440,24.6,6.3,69.0,31.0,20.5,1013.0
2014-05-07,1182,1501,19.5,5.8,64.0,41.0,23.8,1015.3
2014-05-08,1199,1521,23.1,12.4,69.0,51.0,13.0,1008.7
2014-05-09,1193,1551,21.9,8.3,67.0,42.0,18.4,1016.9
2014-05-12,1221,1606,24.9,5.6,69.0,29.0,19.8,1005.6
2014-05-13,1218,1610,27.0,9.3,72.0,33.0,13.3,1008.8
2014-05-14,1218,1656,18.4,10.4,64.0,60.0,4.0,1003.3
2014-05-15,1255,1681,26.8,6.2,71.0,27.0,12.2,999.3
2014-05-16,1253,1694,26.7,5.0,71.0,25.0,11.9,1008.1
2014-05-19,1273,1732,27.4,5.6,72.0,25.0,10.4,1012.3
2014-05-20,1276,1706,18.1,15.5,64.0,85.0,4.0,1006.6
2014-05-21,1270,1735,27.2,7.0,72.0,28.0,11.5,1005.4
2014-05-22,1322,1763,25.6,12.4,72.0,44.0,16.9,1012.1
2014-05-23,1327,1740,22.4,12.9,69.0,55.0,7.9,1020.3
2014-05-26,1335,1746,25.4,5.0,70.0,27.0,25.9,1002.1
2014-05-27,1334,1710,28.2,8.4,73.0,29.0,13.3,1002.0
2014-05-28,1335,1704,24.6,17.3,73.0,64.0,19.4,1001.3
2014-05-29,1348,1734,28.5,17.6,77.0,52.0,14.0,1006.8
2014-05-30,1347,1737,27.8,16.1,75.0,49.0,14.0,1010.4
2014-06-02,1342,1749,21.3,14.6,68.0,66.0,12.2,1011.6
2014-06-03,1364,1748,19.8,16.0,67.0,79.0,12.2,1006.7
2014-06-05,1452,1774,20.2,16.0,67.0,77.0,5.0,1003.9
2014-06-09,1528,1710,22.2,14.8,69.0,63.0,12.6,1011.4
2014-06-10,1509,1703,22.9,14.4,70.0,59.0,3.6,1011.4
2014-06-11,1509,1677,22.5,13.5,69.0,57.0,5.0,1006.0
2014-06-12,1449,1683,21.2,12.0,67.0,56.0,6.1,1002.2
2014-06-13,1449,1700,24.6,15.5,72.0,57.0,14.8,1004.2
2014-06-16,1470,1701,29.6,9.1,74.0,28.0,9.0,1004.8
2014-06-17,1468,1702,21.7,9.5,67.0,46.0,8.6,1006.9
2014-06-18,1446,1705,27.6,10.7,73.0,35.0,5.4,1004.5
2014-06-19,1449,1707,28.7,16.9,76.0,49.0,16.9,1005.5
2014-06-20,1442,1708,25.9,17.5,74.0,60.0,13.7,1006.8
2014-06-23,1462,1702,25.2,17.3,73.0,62.0,9.4,1006.8
2014-06-24,1460,1698,27.0,17.7,75.0,57.0,14.0,1006.5
2014-06-25,1445,1697,27.8,19.3,77.0,60.0,15.1,1008.7
2014-06-26,1358,1698,27.4,17.2,75.0,54.0,12.6,1007.9
2014-06-27,1358,1705,28.9,16.7,77.0,48.0,16.6,1004.5
2014-06-30,1361,1714,26.1,19.4,75.0,67.0,13.7,1008.5
2014-07-01,1359,1710,29.0,19.8,78.0,58.0,14.8,1010.3
2014-07-02,1359,1737,25.3,18.2,74.0,65.0,13.3,1008.8
2014-07-03,1401,1760,24.7,17.4,73.0,64.0,2.5,999.4
2014-07-04,1415,1779,24.8,15.6,72.0,57.0,2.9,1007.3
2014-07-07,1453,1835,24.1,19.5,73.0,76.0,10.1,1007.0
2014-07-08,1434,1845,23.7,21.7,74.0,89.0,3.2,1008.7
2014-07-09,1429,1854,28.3,21.3,78.0,66.0,17.6,1000.8
2014-07-10,1462,1854,32.3,20.2,81.0,49.0,9.4,993.8
2014-07-11,1473,1847,31.3,12.6,77.0,32.0,5.0,1001.3
2014-07-14,1430,1846,29.0,20.4,78.0,60.0,16.6,1008.0
2014-07-15,1438,1842,27.5,19.5,77.0,62.0,4.0,1011.3
2014-07-16,1450,1856,27.6,21.1,78.0,68.0,13.0,1010.7
2014-07-17,1370,1854,25.7,21.5,76.0,78.0,8.3,1013.2
2014-07-18,1360,1861,23.3,19.8,72.0,81.0,14.8,1015.7
2014-07-21,1363,1907,29.7,21.8,80.0,63.0,16.9,1009.0
2014-07-22,1380,1933,29.7,19.9,79.0,56.0,14.0,1007.7
2014-07-23,1377,1955,31.1,21.2,81.0,56.0,11.2,1005.8
2014-07-24,1434,1959,32.7,22.1,83.0,54.0,12.2,1006.5
2014-07-25,1440,1974,30.4,25.0,82.0,73.0,19.8,1009.4
2014-07-28,1447,2068,27.1,16.3,75.0,52.0,15.5,1010.0
2014-07-29,1461,2100,29.0,21.4,79.0,64.0,13.7,1010.3
2014-07-30,1484,2116,32.8,20.3,82.0,48.0,10.8,1011.7
2014-07-31,1501,2123,35.2,20.7,84.0,43.0,10.1,1010.0
2014-08-04,1513,2058,24.7,22.7,75.0,89.0,7.2,1001.0
2014-08-05,1513,2024,30.2,25.0,82.0,74.0,9.4,1004.7
2014-08-06,1509,2008,30.6,24.2,82.0,69.0,14.0,1005.5
2014-08-07,1576,2091,26.9,22.5,78.0,77.0,13.3,1005.8
2014-08-08,1594,2085,20.8,19.2,69.0,91.0,4.0,1001.3
2014-08-11,1615,2347,26.7,20.2,76.0,68.0,12.6,1001.9
2014-08-12,1607,2349,30.0,13.7,76.0,37.0,11.5,1004.1
2014-08-13,1605,2309,27.0,16.5,75.0,53.0,6.1,1008.9
2014-08-14,1483,2299,21.8,18.5,70.0,82.0,6.8,1008.4
2014-08-18,1497,2144,21.8,20.4,71.0,92.0,1.4,1009.8
2014-08-19,1476,2139,26.3,22.9,77.0,82.0,14.8,1011.6
2014-08-20,1462,2196,24.2,23.3,75.0,95.0,9.4,1011.9
2014-08-21,1544,2194,26.4,21.6,77.0,75.0,18.7,1008.7
2014-08-22,1565,2155,27.9,20.7,78.0,65.0,12.2,1010.8
2014-08-25,1540,2176,23.3,23.2,74.0,100.0,8.6,1003.8
2014-08-26,1551,2208,29.7,23.3,81.0,69.0,10.8,1010.6
2014-08-27,1551,2224,23.7,20.2,73.0,81.0,4.0,1016.3
2014-08-28,1507,2237,25.4,17.3,73.0,61.0,2.9,1017.0
2014-08-29,1486,2222,28.1,17.3,76.0,52.0,6.1,1015.7
2014-09-01,1493,2182,28.6,14.0,75.0,41.0,11.5,1013.5
2014-09-02,1487,2174,26.0,17.3,74.0,59.0,4.7,1013.4
2014-09-03,1476,2175,24.4,24.3,76.0,100.0,19.4,1004.5
2014-09-04,1569,2171,27.4,18.1,76.0,57.0,6.1,1007.8
2014-09-05,1573,2166,30.1,14.2,77.0,38.0,9.0,1011.9
2014-09-11,1600,2177,26.9,15.9,74.0,51.0,11.9,1012.5
2014-09-12,1584,2170,24.9,16.8,73.0,61.0,14.4,1014.0
2014-09-15,1591,2172,26.3,15.9,74.0,53.0,9.4,1012.4
2014-09-17,1580,2198,24.0,18.8,73.0,73.0,2.5,1015.6
2014-09-18,1582,2215,23.2,14.2,70.0,57.0,2.9,1016.9
2014-09-19,1563,2199,23.0,13.1,70.0,54.0,5.8,1014.4
2014-09-22,1549,2189,28.0,11.9,74.0,37.0,13.0,1018.0
2014-09-23,1560,2179,25.3,14.1,72.0,50.0,14.0,1017.6
2014-09-24,1609,2181,23.6,,,,2.2,1003.9
2014-09-25,1632,2204,24.8,15.4,72.0,56.0,4.7,1013.0
2014-09-26,1604,2210,25.4,11.9,72.0,43.0,6.5,1017.0
2014-09-29,1618,2272,24.5,17.4,73.0,65.0,6.1,1012.4
2014-09-30,1627,2282,21.9,14.2,69.0,62.0,6.1,1017.0
2014-10-01,1628,2292,22.5,11.8,22.5,51.0,8.3,1017.7
2014-10-02,1625,2301,25.4,11.1,25.4,41.0,6.1,1008.7
2014-10-06,1600,2350,22.6,4.1,22.6,30.0,13.3,1016.1
2014-10-07,1556,2352,22.8,6.1,22.8,34.0,4.0,1021.4
2014-10-08,1545,2333,25.2,7.7,25.2,33.0,10.1,1020.7
2014-10-10,1527,2341,26.5,12.1,26.5,41.0,7.2,1021.3
2014-10-13,1511,2338,19.3,12.3,19.3,64.0,15.5,1005.2
2014-10-14,1509,2321,18.9,5.3,18.9,41.0,5.0,1016.3
2014-10-15,1520,2301,21.1,6.5,21.1,39.0,10.4,1017.2
2014-10-16,1453,2282,21.3,5.2,21.3,35.0,12.2,1016.6
2014-10-17,1456,2273,21.0,-5.8,21.0,16.0,7.6,1021.9
2014-10-20,1474,2172,20.7,19.5,20.7,93.0,5.0,1017.2
2014-10-21,1480,2123,20.0,18.9,20.0,94.0,5.4,1014.3
2014-10-22,1469,2105,15.4,7.9,15.4,61.0,7.6,1018.4
2014-10-23,1515,2095,18.3,5.8,18.3,44.0,3.6,1020.5
2014-10-24,1509,2097,22.1,2.2,22.1,27.0,9.4,1019.5
2014-10-27,1484,1996,20.9,4.8,20.9,35.0,5.8,1019.9
2014-10-28,1496,1987,20.6,1.4,20.6,28.0,7.9,1024.6
2014-10-29,1418,1983,20.1,4.9,20.1,37.0,5.4,1026.0
2014-10-30,1354,2020,21.3,8.8,21.3,45.0,6.8,1023.6
2014-10-31,1368,2011,14.1,9.3,14.1,73.0,3.6,1018.8
2014-11-03,1379,1953,12.4,-0.5,11.9,41.0,7.6,1018.5
2014-11-04,1400,1926,17.6,-0.6,17.6,29.0,8.6,1021.6
2014-11-05,1332,1754,18.5,3.5,18.5,37.0,9.7,1019.2
2014-11-06,1390,1734,19.4,2.6,19.4,33.0,11.5,1018.5
2014-11-07,1393,1761,18.8,8.7,18.8,52.0,4.0,1023.9
2014-11-10,1369,1665,18.4,1.3,18.4,32.0,9.4,1020.5
2014-11-11,1356,1595,16.4,-0.7,16.4,31.0,9.0,1015.4
2014-11-12,1329,1625,15.1,-4.2,13.0,26.0,34.2,1011.0
2014-11-13,1264,1606,9.3,-9.7,7.8,25.0,9.7,1020.9
2014-11-14,1260,1701,10.4,-5.6,8.0,32.0,18.7,1024.4
2014-11-17,1233,1556,14.2,-3.1,13.3,30.0,13.3,1022.2
2014-11-18,1233,1544,13.6,-11.0,12.5,17.0,14.0,1025.9
2014-11-19,1233,1535,14.1,-10.6,14.1,17.0,6.1,1026.2
2014-11-20,1238,1573,15.6,-11.0,15.5,15.0,8.3,1024.1
2014-11-21,1223,1555,16.8,-0.8,16.8,30.0,4.7,1023.0
2014-11-24,1223,1529,12.1,11.6,11.9,97.0,6.1,1018.8
2014-11-25,1234,1534,14.1,4.0,14.1,51.0,6.5,1016.5
2014-11-26,1213,1539,14.8,4.1,14.0,49.0,13.3,1017.4
2014-11-27,1208,1538,18.2,4.0,18.2,39.0,7.2,1023.1
2014-11-28,1200,1535,13.8,8.8,13.8,72.0,5.8,1014.3
2014-12-02,1200,1559,3.9,-18.3,0.6,18.0,14.0,1020.1
2014-12-03,1186,1570,7.6,-7.6,4.5,33.0,18.4,1019.3
2014-12-04,1263,1579,5.2,-5.5,3.6,46.0,7.2,1017.1
2014-12-05,1306,1594,3.3,-14.4,-1.2,26.0,21.2,1018.7
2014-12-08,1336,1613,5.8,-1.8,2.9,58.0,13.7,1027.7
2014-12-09,1318,1608,7.7,-13.3,5.7,21.0,11.2,1033.2
2014-12-10,1331,1597,12.9,1.8,12.6,47.0,6.8,1022.9
2014-12-11,1372,1593,9.7,-6.6,7.8,31.0,13.0,1018.9
2014-12-12,1371,1599,5.1,-11.9,1.3,28.0,19.1,1021.0
2014-12-15,1369,1660,9.5,-9.0,8.7,26.0,6.8,1027.1
2014-12-16,1381,1667,4.2,-13.1,0.2,27.0,18.7,1016.0
2014-12-17,1383,1622,0.7,-17.1,-4.6,25.0,22.0,1019.7
2014-12-18,1355,1615,3.0,-24.7,-1.2,11.0,18.0,1031.5
2014-12-19,1342,1490,7.9,-7.4,7.1,33.0,5.8,1029.3
2014-12-22,1343,1630,2.6,-11.7,-2.7,34.0,26.6,1022.4
2014-12-23,1346,1622,6.5,-16.1,4.0,18.0,12.2,1026.1
2014-12-24,1339,1599,11.7,-4.4,10.2,32.0,13.3,1018.4
2014-12-26,1359,1608,4.6,-22.4,1.0,12.0,16.6,1028.0
2014-12-29,1354,1596,8.5,-5.7,6.6,36.0,11.2,1014.3
2014-12-30,1347,1585,11.5,-17.0,10.0,12.0,13.0,1016.4
2014-12-31,1302,1569,2.8,-5.3,-1.1,55.0,15.8,1012.5
2015-01-02,1287,1561,2.1,-15.4,-2.3,26.0,17.6,1021.4
2015-01-02,1287,1561,2.1,-15.4,-2.3,26.0,17.6,1021.4
2015-01-05,1287,1449,10.4,-3.3,10.4,38.0,2.9,1017.9
2015-01-05,1287,1449,10.4,-3.3,10.4,38.0,2.9,1017.9
2015-01-06,1303,1432,9.1,-16.2,6.7,15.0,15.8,1011.3
2015-01-06,1303,1432,9.1,-16.2,6.7,15.0,15.8,1011.3
