0,1,year,month,day
"1,526","1,492",2018,12,3
"1,526","1,499",2018,12,4
"1,524","1,503",2018,12,5
"1,475","1,505",2018,12,6
"1,496","1,581",2018,12,10
"1,496","1,670",2018,12,11
"1,496","1,715",2018,12,12
"1,440","1,823",2018,12,13
"1,440","2,012",2018,12,14
"1,440","1,895",2018,12,17
"1,511","1,895",2018,12,18
"1,513","1,870",2018,12,19
"1,516","1,840",2018,12,20
"1,524","1,850",2018,12,21
"1,521","1,598",2018,12,24
"1,523","1,594",2018,12,26
"1,492","1,572",2018,12,27
"1,488","1,610",2018,12,28
"1,498","1,441",2018,12,31
"1,475","1,440",2019,1,2
"1,459","1,428",2019,1,3
"1,457","1,426",2019,1,4
"1,456","1,444",2019,1,7
"1,454","1,438",2019,1,8
"1,454","1,420",2019,1,9
"1,395","1,411",2019,1,10
"1,393","1,403",2019,1,11
"1,406","1,381",2019,1,14
"1,393","1,384",2019,1,15
"1,367","1,384",2019,1,16
"1,429","1,375",2019,1,17
"1,414","1,375",2019,1,18
"1,413","1,385",2019,1,21
"1,435","1,389",2019,1,22
"1,415","1,387",2019,1,23
"1,424","1,382",2019,1,24
"1,421","1,390",2019,1,25
"1,398","1,449",2019,1,28
"1,386","1,461",2019,1,29
"1,399","1,473",2019,1,30
"1,409","1,481",2019,1,31
"1,422","1,495",2019,2,1
"1,400","1,661",2019,2,7
"1,403","1,698",2019,2,8
"1,412","1,711",2019,2,11
"1,394","1,693",2019,2,12
"1,394","1,684",2019,2,13
"1,399","1,677",2019,2,14
"1,399","1,672",2019,2,15
"1,399","1,654",2019,2,18
"1,386","1,644",2019,2,19
"1,372","1,636",2019,2,20
"1,293","1,632",2019,2,21
"1,299","1,631",2019,2,22
"1,318","1,634",2019,2,25
"1,316","1,639",2019,2,26
"1,326","1,644",2019,2,27
"1,354","1,647",2019,2,28
"1,346","1,666",2019,3,4
"1,350","1,669",2019,3,5
"1,344","1,674",2019,3,6
"1,349","1,677",2019,3,7
"1,339","1,676",2019,3,8
"1,339","1,673",2019,3,11
"1,342","1,673",2019,3,12
"1,346","1,671",2019,3,13
"1,345","1,671",2019,3,14
"1,339","1,665",2019,3,15
"1,327","1,674",2019,3,18
"1,327","1,674",2019,3,19
"1,327","1,669",2019,3,20
"1,282","1,653",2019,3,21
"1,272","1,645",2019,3,22
"1,270","1,638",2019,3,25
"1,252","1,636",2019,3,26
"1,246","1,635",2019,3,27
"1,330","1,634",2019,3,28
"1,320","1,633",2019,3,29
"1,326","1,639",2019,4,1
"1,333","1,641",2019,4,2
"1,337","1,642",2019,4,3
"1,328","1,642",2019,4,4
"1,329","1,642",2019,4,5
"1,323","1,653",2019,4,8
"1,318","1,658",2019,4,9
"1,315","1,662",2019,4,10
"1,330","1,675",2019,4,11
"1,337","1,693",2019,4,12
"1,342","1,716",2019,4,15
"1,342","1,727",2019,4,16
"1,348","1,733",2019,4,17
"1,357","1,732",2019,4,18
"1,364","1,736",2019,4,19
"1,351","1,758",2019,4,22
"1,348","1,765",2019,4,23
"1,345","1,766",2019,4,24
"1,295","1,771",2019,4,25
"1,286","1,773",2019,4,26
"1,313","1,761",2019,4,29
"1,338","1,762",2019,4,30
"1,482","1,760",2019,5,2
"1,517","1,767",2019,5,3
"1,504","1,775",2019,5,7
"1,528","1,785",2019,5,8
"1,549","1,755",2019,5,9
"1,561","1,727",2019,5,10
"1,576","1,741",2019,5,13
"1,576","1,783",2019,5,14
"1,594","1,735",2019,5,15
"1,543","1,973",2019,5,16
"1,543","1,935",2019,5,17
"1,536","1,992",2019,5,20
"1,639","1,975",2019,5,21
"1,672","2,036",2019,5,22
"1,682","2,023",2019,5,23
"1,653","1,885",2019,5,24
"1,682","1,933",2019,5,27
"1,680","1,937",2019,5,28
"1,675","1,932",2019,5,29
"1,652","1,880",2019,5,30
"1,675","1,853",2019,5,31
"1,636","1,846",2019,6,3
"1,621","1,848",2019,6,4
"1,551","1,834",2019,6,5
"1,560","1,813",2019,6,7
"1,560","1,811",2019,6,10
"1,560","1,819",2019,6,11
"1,543","1,820",2019,6,12
"1,677","1,812",2019,6,13
"1,669","1,785",2019,6,14
"1,666","1,770",2019,6,17
"1,670","1,770",2019,6,18
"1,669","1,768",2019,6,19
"1,658","1,764",2019,6,20
"1,658","1,763",2019,6,21
"1,658","1,747",2019,6,24
"1,658","1,736",2019,6,25
"1,661","1,722",2019,6,26
"1,623","1,716",2019,6,27
"1,622","1,698",2019,6,28
"1,625","1,705",2019,7,1
"1,625","1,712",2019,7,2
"1,625","1,721",2019,7,3
"1,609","1,728",2019,7,4
"1,609","1,733",2019,7,5
"1,623","1,755",2019,7,8
"1,623","1,762",2019,7,9
"1,628","1,761",2019,7,10
"1,630","1,756",2019,7,11
"1,636","1,756",2019,7,12
"1,622","1,760",2019,7,15
"1,607","1,759",2019,7,16
"1,599","1,771",2019,7,17
"1,615","1,801",2019,7,18
"1,615","1,814",2019,7,19
"1,622","1,865",2019,7,22
"1,630","1,860",2019,7,23
"1,624","1,883",2019,7,24
"1,562","1,898",2019,7,25
"1,634","1,903",2019,7,26
"1,599","1,899",2019,7,29
"1,576","1,908",2019,7,30
"1,572","1,899",2019,7,31
"1,531","2,311",2019,8,1
"1,533","2,352",2019,8,2
"1,547","2,194",2019,8,5
"1,526","2,215",2019,8,6
"1,542","2,224",2019,8,7
"1,570","2,280",2019,8,8
"1,575","2,158",2019,8,9
"1,567","2,272",2019,8,12
"1,571","2,145",2019,8,13
"1,565","2,113",2019,8,14
"1,556","2,108",2019,8,16
"1,546","2,077",2019,8,19
"1,542","2,094",2019,8,20
"1,553","2,091",2019,8,21
"1,581","2,115",2019,8,22
"1,589","2,132",2019,8,23
"1,602","2,176",2019,8,26
"1,602","2,171",2019,8,27
"1,602","2,161",2019,8,28
"1,660","2,173",2019,8,29
"1,653","2,196",2019,8,30
"1,665","2,283",2019,9,2
"1,619","2,262",2019,9,3
"1,654","2,265",2019,9,4
"1,797","2,265",2019,9,5
"1,856","2,271",2019,9,6
"1,978","2,263",2019,9,9
"2,021","2,237",2019,9,10
"2,053","2,218",2019,9,11
"2,171","2,142",2019,9,16
"2,161","2,152",2019,9,17
"2,164","2,143",2019,9,18
"1,970","2,146",2019,9,19
"2,020","2,172",2019,9,20
"2,075","2,184",2019,9,23
"2,063","2,176",2019,9,24
"2,010","2,178",2019,9,25
"2,026","2,156",2019,9,26
"2,034","2,175",2019,9,27
"2,068","2,126",2019,9,30
"2,086","2,129",2019,10,1
"2,177","2,123",2019,10,2
"2,422","2,124",2019,10,4
"2,567","2,147",2019,10,7
"2,628","2,169",2019,10,8
"2,777","2,150",2019,10,10
"2,776","2,125",2019,10,11
"2,791","2,023",2019,10,14
"2,805","2,000",2019,10,15
"2,818","1,958",2019,10,16
"2,814","1,924",2019,10,17
"2,813","1,901",2019,10,18
"2,842","1,902",2019,10,21
"2,842","1,909",2019,10,22
"2,841","1,904",2019,10,23
"2,869","1,903",2019,10,24
"2,866","1,768",2019,10,25
"2,858","1,800",2019,10,28
"2,862","1,851",2019,10,29
"2,858","1,881",2019,10,30
"2,920","1,824",2019,10,31
"2,838","1,577",2019,11,1
"2,737","1,530",2019,11,4
"2,726","1,590",2019,11,5
"2,728","1,587",2019,11,6
"2,736","1,569",2019,11,7
"2,680","1,574",2019,11,8
"2,620","1,623",2019,11,11
"2,558","1,609",2019,11,12
"2,562","1,585",2019,11,13
"2,555","1,555",2019,11,14
"2,535","1,547",2019,11,15
"2,538","1,527",2019,11,18
"2,503","1,524",2019,11,19
"2,511","1,523",2019,11,20
"2,508","1,523",2019,11,21
"2,556","1,524",2019,11,22
"2,533","1,527",2019,11,25
"2,533","1,529",2019,11,26
"2,522","1,525",2019,11,27
"2,504","1,521",2019,11,28
"2,504","1,517",2019,11,29
"2,526","1,522",2019,12,2
"2,546","1,527",2019,12,3
"2,554","1,531",2019,12,4
"2,556","1,533",2019,12,5
"2,583","1,575",2019,12,9
"2,678","1,589",2019,12,10
"2,764","1,680",2019,12,11
"2,866","1,714",2019,12,12
"2,911","1,750",2019,12,13
"2,972","2,042",2019,12,16
"2,992","1,861",2019,12,17
"3,021","1,856",2019,12,18
"3,055","1,854",2019,12,19
"3,049","1,817",2019,12,20
"3,082","1,609",2019,12,23
"3,073","1,618",2019,12,24
"3,068","1,596",2019,12,26
"3,022","1,582",2019,12,27
"2,987","1,480",2019,12,30
"3,023","1,473",2019,12,31
